date,six_month_return
"March 19, 2020",-9.32%
"March 18, 2020",-1.97%
"March 17, 2020",-1.49%
"March 16, 2020",-15.89%
"March 13, 2020",-9.86%
"March 12, 2020",-16.21%
"March 11, 2020",-6.36%
"March 10, 2020",-0.26%
"March 9, 2020",0.75%
"March 6, 2020",2.11%
"March 5, 2020",3.08%
"March 4, 2020",3.91%
"March 3, 2020",0.47%
"March 2, 2020",2.89%
"Feb. 28, 2020",0.95%
"Feb. 27, 2020",0.99%
"Feb. 26, 2020",5.19%
"Feb. 25, 2020",15.09%
"Feb. 24, 2020",15.64%
"Feb. 21, 2020",13.72%
"Feb. 20, 2020",13.04%
"Feb. 19, 2020",11.14%
"Feb. 18, 2020",11.43%
"Feb. 14, 2020",11.26%
"Feb. 13, 2020",8.55%
"Feb. 12, 2020",6.59%
"Feb. 11, 2020",5.00%
"Feb. 10, 2020",4.98%
"Feb. 7, 2020",5.09%
"Feb. 6, 2020",5.04%
"Feb. 5, 2020",7.68%
"Feb. 4, 2020",5.88%
"Feb. 3, 2020",6.76%
"Jan. 31, 2020",5.36%
"Jan. 30, 2020",6.96%
"Jan. 29, 2020",8.00%
"Jan. 28, 2020",8.92%
"Jan. 27, 2020",7.29%
"Jan. 24, 2020",7.45%
"Jan. 23, 2020",6.60%
"Jan. 22, 2020",5.04%
"Jan. 21, 2020",4.72%
"Jan. 17, 2020",3.27%
"Jan. 16, 2020",3.12%
"Jan. 15, 2020",2.88%
"Jan. 14, 2020",1.72%
"Jan. 13, 2020",1.66%
"Jan. 10, 2020",-1.35%
"Jan. 9, 2020",-0.10%
"Jan. 8, 2020",-1.45%
"Jan. 7, 2020",-1.02%
"Jan. 6, 2020",-0.76%
"Jan. 3, 2020",0.08%
"Jan. 2, 2020",-0.12%
"Dec. 31, 2019",1.31%
"Dec. 30, 2019",0.77%
"Dec. 27, 2019",1.31%
"Dec. 26, 2019",0.16%
"Dec. 24, 2019",-1.57%
"Dec. 23, 2019",-0.89%
"Dec. 20, 2019",0.35%
"Dec. 19, 2019",-0.25%
"Dec. 18, 2019",0.88%
"Dec. 17, 2019",-1.25%
"Dec. 16, 2019",-2.74%
"Dec. 13, 2019",-4.08%
"Dec. 12, 2019",-4.62%
"Dec. 11, 2019",-3.94%
"Dec. 10, 2019",-4.39%
"Dec. 9, 2019",-5.69%
"Dec. 6, 2019",-5.55%
"Dec. 5, 2019",-5.07%
"Dec. 4, 2019",-3.33%
"Dec. 3, 2019",-5.16%
"Dec. 2, 2019",-3.94%
"Nov. 29, 2019",-2.53%
