date,zmijewski_score
"Dec. 31, 2019",-1.322
"Sept. 30, 2019",-1.364
"June 30, 2019",-1.399
"March 31, 2019",-1.427
"Dec. 31, 2018",-1.458
"Sept. 30, 2018",-1.475
"June 30, 2018",-1.507
"March 31, 2018",-1.472
"Dec. 31, 2017",-1.416
"Sept. 30, 2017",-1.458
"June 30, 2017",-1.501
"March 31, 2017",-1.509
"Dec. 31, 2016",-1.505
"Sept. 30, 2016",-1.538
"June 30, 2016",-1.570
"March 31, 2016",-1.576
"Dec. 31, 2015",-1.523
"Sept. 30, 2015",-0.4388
"June 30, 2015",-0.4183
"March 31, 2015",-0.4468
"Dec. 31, 2014",-1.800
"Sept. 30, 2014",-0.1957
"June 30, 2014",-0.1285
"March 31, 2014",-0.1418
"Dec. 31, 2013",-0.0999
"Sept. 30, 2013",-0.0678
"June 30, 2013",-0.0937
"March 31, 2013",-0.0689
"Dec. 31, 2012",-0.015
"Sept. 30, 2012",-0.0768
"June 30, 2012",-0.1062
"March 31, 2012",-0.1153
"Dec. 31, 2011",-0.0626
"Sept. 30, 2011",-0.0969
"June 30, 2011",-0.1573
"March 31, 2011",-0.1957
"Dec. 31, 2010",-0.1053
"Sept. 30, 2010",
"June 30, 2010",-0.2663
"March 31, 2010",-0.2946
"Dec. 31, 2009",-0.2352
"Sept. 30, 2009",-0.2982
"June 30, 2009",-0.3014
"March 31, 2009",-0.055
"Dec. 31, 2008",-0.0627
"Sept. 30, 2008",-0.1757
"June 30, 2008",-0.179
"March 31, 2008",-0.213
"Dec. 31, 2007",-0.257
"Sept. 30, 2007",-0.1133
"June 30, 2007",-0.162
"March 31, 2007",-0.1547
"Dec. 31, 2006",-0.0828
"Sept. 30, 2006",-0.2893
"June 30, 2006",-0.2733
"March 31, 2006",-0.2642
"Dec. 31, 2005",-0.4494
"Sept. 30, 2005",-0.4662
"June 30, 2005",-0.4487
"March 31, 2005",-0.5979
"Dec. 31, 2004",-0.6076
"Sept. 30, 2004",-0.586
"June 30, 2004",-0.5162
"March 31, 2004",-0.1791
"Dec. 31, 2003",-0.1848
"Sept. 30, 2003",-0.232
"June 30, 2003",-0.2433
"March 31, 2003",-0.2529
"Dec. 31, 2002",-0.2885
"Sept. 30, 2002",-0.3365
"June 30, 2002",-0.3303
"March 31, 2002",-0.3468
"Dec. 31, 2001",-0.3191
"Sept. 30, 2001",-0.2768
"June 30, 2001",-0.2406
"March 31, 2001",-0.2128
"Dec. 31, 2000",-0.2603
"Sept. 30, 2000",-0.2756
"June 30, 2000",-0.4689
"March 31, 2000",-0.4447
"Dec. 31, 1999",-0.3904
"Sept. 30, 1999",-0.4922
"June 30, 1999",-0.4738
"March 31, 1999",-0.3285
"Dec. 31, 1998",-0.2119
"Sept. 30, 1998",-0.3806
"June 30, 1998",-0.3225
"March 31, 1998",-0.3372
"Dec. 31, 1997",-0.2515
"Sept. 30, 1997",-0.1716
"June 30, 1997",-0.1929
"March 31, 1997",-0.163
"Dec. 31, 1996",-0.1747
"Sept. 30, 1996",-0.1932
"June 30, 1996",-0.1748
"March 31, 1996",-0.2036
"Dec. 31, 1995",-0.1951
"Sept. 30, 1995",-0.1473
"June 30, 1995",-0.0773
"March 31, 1995",-0.0352
"Dec. 31, 1994",-0.0504
"Sept. 30, 1994",-0.047
