date,pe_ratio
"March 19, 2020",20.57
"March 18, 2020",22.20
"March 17, 2020",22.23
"March 16, 2020",18.92
"March 13, 2020",20.27
"March 12, 2020",18.89
"March 11, 2020",21.05
"March 10, 2020",22.04
"March 9, 2020",22.08
"March 6, 2020",22.69
"March 5, 2020",23.08
"March 4, 2020",23.86
"March 3, 2020",22.88
"March 2, 2020",23.01
"Feb. 28, 2020",21.99
"Feb. 27, 2020",22.03
"Feb. 26, 2020",22.94
"Feb. 25, 2020",24.91
"Feb. 24, 2020",25.03
"Feb. 21, 2020",24.80
"Feb. 20, 2020",24.59
"Feb. 19, 2020",24.32
"Feb. 18, 2020",24.29
"Feb. 14, 2020",23.84
"Feb. 13, 2020",23.71
"Feb. 12, 2020",23.34
"Feb. 11, 2020",23.40
"Feb. 10, 2020",23.40
"Feb. 7, 2020",23.29
"Feb. 6, 2020",23.41
"Feb. 5, 2020",23.45
"Feb. 4, 2020",23.50
"Feb. 3, 2020",23.70
"Jan. 31, 2020",23.57
"Jan. 30, 2020",23.81
"Jan. 29, 2020",23.71
"Jan. 28, 2020",23.60
"Jan. 27, 2020",23.25
"Jan. 24, 2020",23.10
"Jan. 23, 2020",22.88
"Jan. 22, 2020",22.70
"Jan. 21, 2020",22.78
"Jan. 17, 2020",22.65
"Jan. 16, 2020",22.54
"Jan. 15, 2020",22.58
"Jan. 14, 2020",22.47
"Jan. 13, 2020",22.46
"Jan. 10, 2020",22.35
"Jan. 9, 2020",22.46
"Jan. 8, 2020",22.27
"Jan. 7, 2020",22.38
"Jan. 6, 2020",22.43
"Jan. 3, 2020",22.54
"Jan. 2, 2020",22.48
"Dec. 31, 2019",22.64
"Dec. 30, 2019",26.51
"Dec. 27, 2019",26.53
"Dec. 26, 2019",26.34
"Dec. 24, 2019",26.38
"Dec. 23, 2019",26.76
"Dec. 20, 2019",26.98
"Dec. 19, 2019",26.62
"Dec. 18, 2019",26.73
"Dec. 17, 2019",26.42
"Dec. 16, 2019",26.06
"Dec. 13, 2019",25.71
"Dec. 12, 2019",25.48
"Dec. 11, 2019",25.38
"Dec. 10, 2019",25.51
"Dec. 9, 2019",25.36
"Dec. 6, 2019",25.46
"Dec. 5, 2019",25.55
"Dec. 4, 2019",25.55
"Dec. 3, 2019",25.27
"Dec. 2, 2019",25.05
"Nov. 29, 2019",25.28
"Nov. 27, 2019",25.54
"Nov. 26, 2019",25.54
"Nov. 25, 2019",25.28
"Nov. 22, 2019",25.13
"Nov. 21, 2019",25.35
"Nov. 20, 2019",25.39
"Nov. 19, 2019",25.27
"Nov. 18, 2019",25.45
"Nov. 15, 2019",25.39
"Nov. 14, 2019",25.39
"Nov. 13, 2019",25.38
"Nov. 12, 2019",25.05
"Nov. 11, 2019",25.13
"Nov. 8, 2019",25.20
"Nov. 7, 2019",25.39
"Nov. 6, 2019",25.77
"Nov. 5, 2019",25.76
"Nov. 4, 2019",25.76
"Nov. 1, 2019",26.07
"Oct. 31, 2019",26.07
"Oct. 30, 2019",25.72
"Oct. 29, 2019",26.04
"Oct. 28, 2019",25.85
"Oct. 25, 2019",26.14
"Oct. 24, 2019",26.61
"Oct. 23, 2019",26.70
"Oct. 22, 2019",26.56
"Oct. 21, 2019",26.46
"Oct. 18, 2019",26.25
"Oct. 17, 2019",26.01
"Oct. 16, 2019",25.85
"Oct. 15, 2019",25.80
"Oct. 14, 2019",25.81
"Oct. 11, 2019",25.97
"Oct. 10, 2019",26.01
"Oct. 9, 2019",26.29
"Oct. 8, 2019",26.40
"Oct. 7, 2019",26.55
"Oct. 4, 2019",26.84
"Oct. 3, 2019",26.56
"Oct. 2, 2019",26.80
"Oct. 1, 2019",27.05
"Sept. 30, 2019",27.21
"Sept. 27, 2019",28.39
"Sept. 26, 2019",28.28
"Sept. 25, 2019",28.25
"Sept. 24, 2019",28.30
"Sept. 23, 2019",28.16
"Sept. 20, 2019",28.03
"Sept. 19, 2019",27.86
"Sept. 18, 2019",27.82
"Sept. 17, 2019",27.72
"Sept. 16, 2019",27.63
"Sept. 13, 2019",27.61
"Sept. 12, 2019",27.69
"Sept. 11, 2019",27.61
"Sept. 10, 2019",27.14
"Sept. 9, 2019",26.92
"Sept. 6, 2019",27.29
"Sept. 5, 2019",27.51
"Sept. 4, 2019",28.20
"Sept. 3, 2019",27.97
"Aug. 30, 2019",27.47
"Aug. 29, 2019",27.24
"Aug. 28, 2019",26.75
"Aug. 27, 2019",26.79
"Aug. 26, 2019",26.79
"Aug. 23, 2019",26.59
"Aug. 22, 2019",26.90
"Aug. 21, 2019",26.78
"Aug. 20, 2019",26.72
"Aug. 19, 2019",26.88
"Aug. 16, 2019",26.78
"Aug. 15, 2019",26.57
"Aug. 14, 2019",26.32
"Aug. 13, 2019",26.83
"Aug. 12, 2019",26.90
"Aug. 9, 2019",27.38
"Aug. 8, 2019",27.60
"Aug. 7, 2019",27.22
"Aug. 6, 2019",27.38
"Aug. 5, 2019",26.75
"Aug. 2, 2019",27.27
"Aug. 1, 2019",27.73
"July 31, 2019",27.47
"July 30, 2019",27.34
"July 29, 2019",26.97
"July 26, 2019",26.61
"July 25, 2019",26.62
"July 24, 2019",26.41
"July 23, 2019",26.36
"July 22, 2019",26.55
"July 19, 2019",26.72
"July 18, 2019",27.05
"July 17, 2019",26.93
"July 16, 2019",26.85
"July 15, 2019",26.96
"July 12, 2019",27.14
"July 11, 2019",27.74
"July 10, 2019",27.83
"July 9, 2019",27.61
"July 8, 2019",27.76
"July 5, 2019",27.77
"July 3, 2019",27.66
"July 2, 2019",27.65
"July 1, 2019",27.40
"June 30, 2019",27.45
"June 28, 2019",27.75
"June 27, 2019",27.63
"June 26, 2019",27.74
"June 25, 2019",28.12
"June 24, 2019",28.27
"June 21, 2019",28.48
"June 20, 2019",28.36
"June 19, 2019",28.16
"June 18, 2019",27.95
"June 17, 2019",28.23
"June 14, 2019",28.27
"June 13, 2019",28.28
"June 12, 2019",28.18
"June 11, 2019",27.87
"June 10, 2019",28.14
"June 7, 2019",28.37
"June 6, 2019",28.43
"June 5, 2019",28.39
"June 4, 2019",27.88
"June 3, 2019",28.10
"May 31, 2019",27.51
"May 30, 2019",27.23
"May 29, 2019",27.36
"May 28, 2019",27.79
