date,asset_utilization
"Dec. 31, 2019",0.191
"Sept. 30, 2019",0.1959
"June 30, 2019",0.2003
"March 31, 2019",0.2025
"Dec. 31, 2018",0.2044
"Sept. 30, 2018",0.2006
"June 30, 2018",0.1944
"March 31, 2018",0.1921
"Dec. 31, 2017",0.189
"Sept. 30, 2017",0.1889
"June 30, 2017",0.1932
"March 31, 2017",0.1979
"Dec. 31, 2016",0.1959
"Sept. 30, 2016",0.2228
"June 30, 2016",0.2601
"March 31, 2016",0.3132
"Dec. 31, 2015",0.3101
"Sept. 30, 2015",0.7422
"June 30, 2015",0.6585
"March 31, 2015",0.5915
"Dec. 31, 2014",0.5174
"Sept. 30, 2014",0.8624
"June 30, 2014",0.8664
"March 31, 2014",0.868
"Dec. 31, 2013",0.8672
"Sept. 30, 2013",0.3285
"June 30, 2013",0.3328
"March 31, 2013",0.3282
"Dec. 31, 2012",0.3122
"Sept. 30, 2012",0.3075
"June 30, 2012",0.3104
"March 31, 2012",0.3201
"Dec. 31, 2011",0.3454
"Sept. 30, 2011",0.3404
"June 30, 2011",0.3706
"March 31, 2011",0.4033
"Dec. 31, 2010",0.3607
"Sept. 30, 2010",0.3977
"June 30, 2010",0.4086
"March 31, 2010",0.4084
"Dec. 31, 2009",0.4185
"Sept. 30, 2009",0.4372
"June 30, 2009",0.4612
"March 31, 2009",0.4836
"Dec. 31, 2008",0.5006
"Sept. 30, 2008",0.5185
"June 30, 2008",0.5278
"March 31, 2008",0.5419
"Dec. 31, 2007",0.5774
"Sept. 30, 2007",0.5621
"June 30, 2007",0.5638
"March 31, 2007",0.5492
"Dec. 31, 2006",0.4961
"Sept. 30, 2006",0.4839
"June 30, 2006",0.4781
"March 31, 2006",0.4663
"Dec. 31, 2005",0.5069
"Sept. 30, 2005",0.3673
"June 30, 2005",0.401
"March 31, 2005",0.4368
"Dec. 31, 2004",0.415
"Sept. 30, 2004",0.5306
"June 30, 2004",0.5141
"March 31, 2004",0.4994
"Dec. 31, 2003",0.4965
"Sept. 30, 2003",0.5134
"June 30, 2003",0.5271
"March 31, 2003",0.5529
"Dec. 31, 2002",0.5625
"Sept. 30, 2002",0.5748
"June 30, 2002",0.5706
"March 31, 2002",0.5557
"Dec. 31, 2001",0.5456
"Sept. 30, 2001",0.4661
"June 30, 2001",0.4356
"March 31, 2001",0.4032
"Dec. 31, 2000",0.387
"Sept. 30, 2000",0.4441
"June 30, 2000",0.4261
"March 31, 2000",0.4092
"Dec. 31, 1999",0.3821
"Sept. 30, 1999",0.3923
"June 30, 1999",0.3882
"March 31, 1999",0.3804
"Dec. 31, 1998",0.3732
"Sept. 30, 1998",0.3745
"June 30, 1998",0.3687
"March 31, 1998",0.3643
"Dec. 31, 1997",0.3672
"Sept. 30, 1997",0.3669
"June 30, 1997",0.3716
"March 31, 1997",0.3711
"Dec. 31, 1996",0.3653
"Sept. 30, 1996",0.3539
"June 30, 1996",0.346
"March 31, 1996",0.3409
"Dec. 31, 1995",0.3354
"Sept. 30, 1995",0.3271
"June 30, 1995",0.3185
"March 31, 1995",0.3136
"Dec. 31, 1994",0.3146
"Sept. 30, 1994",0.3138
