date,free_cash_flow
"Dec. 31, 2019",-346.00M
"Sept. 30, 2019",-281.00M
"June 30, 2019",-410.00M
"March 31, 2019",-110.00M
"Dec. 31, 2018",-140.00M
"Sept. 30, 2018",-88.00M
"June 30, 2018",34.00M
"March 31, 2018",198.00M
"Dec. 31, 2017",-271.00M
"Sept. 30, 2017",-238.00M
"June 30, 2017",-60.00M
"March 31, 2017",-84.00M
"Dec. 31, 2016",-324.00M
"Sept. 30, 2016",-54.00M
"June 30, 2016",112.00M
"March 31, 2016",120.00M
"Dec. 31, 2015",-12.00M
"Sept. 30, 2015",41.00M
"June 30, 2015",156.00M
"March 31, 2015",96.00M
"Dec. 31, 2014",173.62M
"Sept. 30, 2014",-27.84M
"June 30, 2014",63.52M
"March 31, 2014",91.70M
"Dec. 31, 2013",189.27M
"Sept. 30, 2013",-46.45M
"June 30, 2013",32.67M
"March 31, 2013",57.52M
"Dec. 31, 2012",11.62M
"Sept. 30, 2012",-26.13M
"June 30, 2012",37.16M
"March 31, 2012",22.66M
"Dec. 31, 2011",-65.94M
"Sept. 30, 2011",-57.74M
"June 30, 2011",19.50M
"March 31, 2011",-1.032M
"Dec. 31, 2010",-12.29M
"Sept. 30, 2010",23.04M
"June 30, 2010",1.631M
"March 31, 2010",-0.58M
"Dec. 31, 2009",19.30M
"Sept. 30, 2009",14.00M
"June 30, 2009",14.91M
"March 31, 2009",0.319M
"Dec. 31, 2008",-25.72M
"Sept. 30, 2008",-5.206M
"June 30, 2008",-18.66M
"March 31, 2008",-24.41M
"Dec. 31, 2007",-52.83M
"Sept. 30, 2007",-24.14M
"June 30, 2007",-8.528M
"March 31, 2007",-58.08M
"Dec. 31, 2006",-37.78M
"Sept. 30, 2006",10.19M
"June 30, 2006",-14.19M
"March 31, 2006",12.13M
"Dec. 31, 2005",27.62M
"Sept. 30, 2005",3.005M
"June 30, 2005",0.293M
"March 31, 2005",-5.059M
"Dec. 31, 2004",15.27M
"Sept. 30, 2004",-15.67M
"June 30, 2004",29.88M
"March 31, 2004",24.30M
"Dec. 31, 2003",-27.85M
"Sept. 30, 2003",31.09M
"June 30, 2003",32.80M
"March 31, 2003",-0.217M
"Dec. 31, 2002",41.36M
"Sept. 30, 2002",68.11M
"June 30, 2002",1.534M
"March 31, 2002",-16.28M
"Dec. 31, 2001",58.92M
"Sept. 30, 2001",37.30M
"June 30, 2001",23.78M
"March 31, 2001",-10.43M
"Dec. 31, 2000",35.58M
"Sept. 30, 2000",4.21M
"June 30, 2000",-9.105M
"March 31, 2000",16.44M
"Dec. 31, 1999",25.80M
"Sept. 30, 1999",38.40M
"June 30, 1999",-13.50M
"March 31, 1999",13.00M
"Dec. 31, 1998",28.40M
"Sept. 30, 1998",19.30M
"June 30, 1998",15.00M
"March 31, 1998",9.40M
"Dec. 31, 1997",54.90M
"Sept. 30, 1997",40.80M
"June 30, 1997",16.80M
"March 31, 1997",22.50M
"Dec. 31, 1996",20.20M
"Sept. 30, 1996",43.70M
"June 30, 1996",22.10M
"March 31, 1996",11.60M
"Dec. 31, 1995",21.70M
"Sept. 30, 1995",29.70M
"June 30, 1995",35.60M
"March 31, 1995",15.10M
"Dec. 31, 1994",35.50M
"Sept. 30, 1994",19.60M
"June 30, 1994",17.20M
"March 31, 1994",1.70M
