date,historical_monthly_var_1_all
"Feb. 29, 2020",8.01%
"Jan. 31, 2020",8.04%
"Dec. 31, 2019",8.07%
"Nov. 30, 2019",8.11%
"Oct. 31, 2019",8.14%
"Sept. 30, 2019",8.19%
"Aug. 31, 2019",8.24%
"July 31, 2019",8.30%
"June 30, 2019",8.36%
"May 31, 2019",8.42%
"April 30, 2019",8.44%
"March 31, 2019",8.46%
"Feb. 28, 2019",8.47%
"Jan. 31, 2019",8.49%
"Dec. 31, 2018",8.18%
"Nov. 30, 2018",8.25%
"Oct. 31, 2018",8.33%
"Sept. 30, 2018",8.41%
"Aug. 31, 2018",8.48%
"July 31, 2018",8.54%
"June 30, 2018",8.60%
"May 31, 2018",8.66%
"April 30, 2018",8.73%
"March 31, 2018",8.79%
"Feb. 28, 2018",8.92%
"Jan. 31, 2018",9.03%
"Dec. 31, 2017",9.16%
"Nov. 30, 2017",9.28%
"Oct. 31, 2017",9.37%
"Sept. 30, 2017",9.41%
"Aug. 31, 2017",9.44%
"July 31, 2017",9.48%
"June 30, 2017",9.52%
"May 31, 2017",9.65%
"April 30, 2017",9.79%
"March 31, 2017",9.91%
"Feb. 28, 2017",10.05%
"Jan. 31, 2017",10.17%
"Dec. 31, 2016",10.28%
"Nov. 30, 2016",10.39%
"Oct. 31, 2016",10.50%
"Sept. 30, 2016",7.53%
"Aug. 31, 2016",7.32%
"July 31, 2016",7.08%
"June 30, 2016",7.13%
"May 31, 2016",7.18%
"April 30, 2016",7.23%
"March 31, 2016",7.35%
"Feb. 29, 2016",1.52%
"Jan. 31, 2016",1.72%
