date,sales_est_0y
"March 19, 2020",6.640B
"March 9, 2020",6.637B
"Feb. 27, 2020",6.673B
"Feb. 26, 2020",6.703B
"Feb. 11, 2020",6.752B
"Feb. 3, 2020",6.752B
"Jan. 25, 2020",6.752B
"Jan. 17, 2020",6.752B
"Jan. 16, 2020",6.765B
"Jan. 15, 2020",6.783B
"Jan. 10, 2020",6.783B
"Dec. 31, 2019",6.482B
"Nov. 5, 2019",6.483B
"Nov. 1, 2019",6.486B
"Oct. 31, 2019",6.485B
"Oct. 30, 2019",6.484B
"Oct. 24, 2019",6.431B
"Oct. 14, 2019",6.427B
"Oct. 7, 2019",6.445B
"Sept. 9, 2019",6.447B
"Aug. 22, 2019",6.449B
"July 29, 2019",6.445B
"July 26, 2019",6.447B
"July 25, 2019",6.527B
"July 24, 2019",6.580B
"July 22, 2019",6.437B
"July 18, 2019",6.439B
"July 3, 2019",6.372B
"June 24, 2019",6.368B
"June 4, 2019",6.314B
"May 13, 2019",6.330B
"April 29, 2019",6.330B
"April 26, 2019",6.388B
"April 25, 2019",6.530B
"April 8, 2019",6.344B
"April 4, 2019",6.312B
"March 12, 2019",6.263B
"March 4, 2019",6.175B
"Feb. 28, 2019",6.238B
"Feb. 27, 2019",6.290B
"Feb. 25, 2019",6.303B
"Feb. 21, 2019",6.203B
"Feb. 20, 2019",6.273B
"Jan. 30, 2019",6.258B
"Jan. 28, 2019",6.262B
"Jan. 20, 2019",6.235B
"Jan. 4, 2019",6.230B
"Dec. 31, 2018",6.085B
"Dec. 10, 2018",6.090B
"Oct. 28, 2018",6.072B
"Oct. 27, 2018",5.975B
"Oct. 25, 2018",6.013B
"Oct. 24, 2018",6.074B
"Oct. 9, 2018",6.030B
"Aug. 31, 2018",5.969B
"July 25, 2018",5.977B
"July 24, 2018",6.031B
"July 19, 2018",6.063B
"July 11, 2018",6.066B
"July 9, 2018",5.990B
"June 28, 2018",5.963B
"May 25, 2018",5.963B
"May 24, 2018",5.953B
"May 11, 2018",5.963B
"April 27, 2018",5.965B
"April 26, 2018",6.083B
"April 25, 2018",6.083B
"April 24, 2018",6.049B
"April 19, 2018",6.000B
"April 12, 2018",6.004B
"April 6, 2018",6.003B
"March 13, 2018",6.054B
"Feb. 28, 2018",6.054B
"Feb. 22, 2018",6.081B
"Feb. 21, 2018",6.090B
"Feb. 20, 2018",6.197B
"Feb. 15, 2018",6.230B
"Feb. 13, 2018",6.258B
"Feb. 1, 2018",6.250B
"Jan. 19, 2018",6.263B
"Jan. 17, 2018",6.261B
"Jan. 10, 2018",6.261B
