date,max_drawdown_all
"Feb. 29, 2020",22.60%
"Jan. 31, 2020",22.60%
"Dec. 31, 2019",22.60%
"Nov. 30, 2019",22.60%
"Oct. 31, 2019",22.60%
"Sept. 30, 2019",22.60%
"Aug. 31, 2019",22.60%
"July 31, 2019",22.60%
"June 30, 2019",22.60%
"May 31, 2019",22.60%
"April 30, 2019",22.60%
"March 31, 2019",22.60%
"Feb. 28, 2019",22.60%
"Jan. 31, 2019",22.60%
"Dec. 31, 2018",22.60%
"Nov. 30, 2018",22.60%
"Oct. 31, 2018",22.60%
"Sept. 30, 2018",22.60%
"Aug. 31, 2018",22.60%
"July 31, 2018",22.60%
"June 30, 2018",22.60%
"May 31, 2018",22.60%
"April 30, 2018",22.60%
"March 31, 2018",22.60%
"Feb. 28, 2018",22.60%
"Jan. 31, 2018",22.60%
"Dec. 31, 2017",22.60%
"Nov. 30, 2017",22.60%
"Oct. 31, 2017",22.60%
"Sept. 30, 2017",22.60%
"Aug. 31, 2017",22.60%
"July 31, 2017",22.60%
"June 30, 2017",22.60%
"May 31, 2017",22.60%
"April 30, 2017",22.60%
"March 31, 2017",22.60%
"Feb. 28, 2017",22.60%
"Jan. 31, 2017",22.60%
"Dec. 31, 2016",22.60%
"Nov. 30, 2016",21.41%
"Oct. 31, 2016",16.63%
"Sept. 30, 2016",10.96%
"Aug. 31, 2016",10.52%
"July 31, 2016",10.07%
"June 30, 2016",10.07%
"May 31, 2016",10.07%
"April 30, 2016",10.07%
"March 31, 2016",9.40%
"Feb. 29, 2016",9.40%
"Jan. 31, 2016",7.92%
"Dec. 31, 2015",7.92%
