date,one_year_return
"Feb. 21, 2019",0.33%
"Feb. 20, 2019",-2.16%
"Feb. 19, 2019",1.91%
"Feb. 15, 2019",2.08%
"Feb. 14, 2019",4.19%
"Feb. 13, 2019",4.89%
"Feb. 12, 2019",5.21%
"Feb. 11, 2019",6.96%
"Feb. 8, 2019",9.47%
"Feb. 7, 2019",7.63%
"Feb. 6, 2019",8.14%
"Feb. 5, 2019",5.37%
"Feb. 4, 2019",1.82%
"Feb. 1, 2019",2.14%
"Jan. 31, 2019",2.36%
"Jan. 30, 2019",1.93%
"Jan. 29, 2019",1.92%
"Jan. 28, 2019",-0.29%
"Jan. 25, 2019",0.66%
"Jan. 24, 2019",2.73%
"Jan. 23, 2019",2.70%
"Jan. 22, 2019",2.73%
"Jan. 18, 2019",2.89%
"Jan. 17, 2019",1.84%
"Jan. 16, 2019",1.43%
"Jan. 15, 2019",0.19%
"Jan. 14, 2019",-1.57%
"Jan. 11, 2019",0.33%
"Jan. 10, 2019",2.85%
"Jan. 9, 2019",-0.10%
"Jan. 8, 2019",0.37%
"Jan. 7, 2019",-0.66%
"Jan. 4, 2019",0.55%
"Jan. 3, 2019",-1.94%
"Jan. 2, 2019",-2.83%
"Dec. 31, 2018",-0.97%
"Dec. 28, 2018",-2.20%
"Dec. 27, 2018",-1.78%
"Dec. 26, 2018",-1.89%
"Dec. 24, 2018",-3.59%
"Dec. 21, 2018",0.93%
"Dec. 20, 2018",0.68%
"Dec. 19, 2018",0.22%
"Dec. 18, 2018",-1.33%
"Dec. 17, 2018",-1.97%
"Dec. 14, 2018",2.97%
"Dec. 13, 2018",2.56%
"Dec. 12, 2018",1.33%
"Dec. 11, 2018",-0.53%
"Dec. 10, 2018",-0.29%
"Dec. 7, 2018",-0.02%
"Dec. 6, 2018",0.12%
"Dec. 4, 2018",-2.89%
"Dec. 3, 2018",-3.51%
"Nov. 30, 2018",-5.07%
"Nov. 29, 2018",-6.21%
"Nov. 28, 2018",-6.77%
"Nov. 27, 2018",-5.61%
"Nov. 26, 2018",-5.96%
"Nov. 23, 2018",-4.89%
"Nov. 21, 2018",-4.86%
"Nov. 20, 2018",-1.64%
"Nov. 19, 2018",-1.61%
"Nov. 16, 2018",-3.83%
"Nov. 15, 2018",-5.05%
"Nov. 14, 2018",-4.98%
"Nov. 13, 2018",-2.11%
"Nov. 12, 2018",-2.79%
"Nov. 9, 2018",-3.70%
"Nov. 8, 2018",-5.69%
"Nov. 7, 2018",-4.81%
"Nov. 6, 2018",-5.41%
"Nov. 5, 2018",-7.24%
"Nov. 2, 2018",-6.80%
"Nov. 1, 2018",-7.00%
"Oct. 31, 2018",-9.12%
"Oct. 30, 2018",-6.89%
"Oct. 29, 2018",-6.76%
"Oct. 26, 2018",-5.76%
"Oct. 25, 2018",-3.89%
"Oct. 24, 2018",-0.77%
"Oct. 23, 2018",-0.56%
"Oct. 22, 2018",0.83%
"Oct. 19, 2018",0.52%
"Oct. 18, 2018",-0.23%
"Oct. 17, 2018",-1.02%
"Oct. 16, 2018",-0.94%
"Oct. 15, 2018",-3.04%
"Oct. 12, 2018",-4.57%
"Oct. 11, 2018",-4.33%
"Oct. 10, 2018",-1.73%
"Oct. 9, 2018",0.76%
"Oct. 8, 2018",-0.25%
"Oct. 5, 2018",-2.57%
"Oct. 4, 2018",-2.80%
"Oct. 3, 2018",-1.26%
"Oct. 2, 2018",1.33%
"Oct. 1, 2018",0.44%
"Sept. 28, 2018",1.57%
"Sept. 27, 2018",1.18%
"Sept. 26, 2018",-0.30%
"Sept. 25, 2018",0.96%
"Sept. 24, 2018",3.96%
"Sept. 21, 2018",5.50%
"Sept. 20, 2018",5.68%
"Sept. 19, 2018",4.83%
"Sept. 18, 2018",6.13%
"Sept. 17, 2018",4.74%
"Sept. 14, 2018",4.83%
"Sept. 13, 2018",5.57%
"Sept. 12, 2018",4.03%
"Sept. 11, 2018",1.97%
"Sept. 10, 2018",2.73%
"Sept. 7, 2018",3.60%
"Sept. 6, 2018",4.92%
"Sept. 5, 2018",4.22%
"Sept. 4, 2018",2.06%
"Aug. 31, 2018",1.07%
"Aug. 30, 2018",2.42%
"Aug. 29, 2018",2.19%
"Aug. 28, 2018",1.47%
"Aug. 27, 2018",2.43%
"Aug. 24, 2018",3.43%
"Aug. 23, 2018",3.13%
"Aug. 22, 2018",3.85%
"Aug. 21, 2018",5.64%
"Aug. 20, 2018",7.04%
"Aug. 17, 2018",7.44%
"Aug. 16, 2018",5.87%
"Aug. 15, 2018",5.44%
"Aug. 14, 2018",5.62%
"Aug. 13, 2018",6.24%
"Aug. 10, 2018",7.20%
"Aug. 9, 2018",8.42%
"Aug. 8, 2018",6.93%
"Aug. 7, 2018",8.55%
"Aug. 6, 2018",10.24%
"Aug. 3, 2018",10.12%
"Aug. 2, 2018",10.31%
"Aug. 1, 2018",9.63%
"July 31, 2018",10.22%
"July 30, 2018",9.36%
"July 27, 2018",9.02%
"July 26, 2018",9.06%
"July 25, 2018",9.75%
"July 24, 2018",9.77%
"July 23, 2018",15.69%
"July 20, 2018",16.40%
"July 19, 2018",16.99%
"July 18, 2018",19.30%
"July 17, 2018",19.93%
"July 16, 2018",20.35%
"July 13, 2018",21.27%
"July 12, 2018",20.76%
"July 11, 2018",21.44%
"July 10, 2018",21.08%
"July 9, 2018",20.41%
"July 6, 2018",24.49%
"July 5, 2018",23.44%
"July 3, 2018",21.68%
"July 2, 2018",20.32%
"June 29, 2018",19.51%
"June 28, 2018",16.69%
"June 27, 2018",15.01%
"June 26, 2018",13.55%
"June 25, 2018",14.26%
"June 22, 2018",13.01%
"June 21, 2018",11.87%
"June 20, 2018",11.48%
"June 19, 2018",12.45%
"June 18, 2018",10.89%
"June 15, 2018",11.04%
"June 14, 2018",11.21%
"June 13, 2018",9.81%
"June 12, 2018",11.92%
"June 11, 2018",11.02%
"June 8, 2018",11.84%
"June 7, 2018",11.55%
"June 6, 2018",10.01%
"June 5, 2018",12.68%
"June 4, 2018",13.10%
"June 1, 2018",13.76%
"May 31, 2018",16.86%
"May 30, 2018",17.17%
"May 29, 2018",17.51%
"May 25, 2018",18.16%
"May 24, 2018",18.22%
"May 23, 2018",18.87%
"May 22, 2018",16.14%
"May 21, 2018",17.32%
"May 18, 2018",16.98%
"May 17, 2018",17.14%
"May 16, 2018",17.03%
"May 15, 2018",17.14%
"May 14, 2018",18.41%
"May 11, 2018",19.74%
"May 10, 2018",19.57%
"May 9, 2018",18.77%
"May 8, 2018",19.24%
"May 7, 2018",22.39%
"May 4, 2018",24.48%
"May 3, 2018",24.22%
"May 2, 2018",21.70%
"May 1, 2018",22.07%
"April 30, 2018",21.17%
"April 27, 2018",19.50%
"April 26, 2018",21.17%
"April 25, 2018",16.17%
"April 24, 2018",18.93%
"April 23, 2018",16.68%
"April 20, 2018",16.51%
"April 19, 2018",17.84%
"April 18, 2018",17.31%
"April 17, 2018",18.15%
"April 16, 2018",17.76%
"April 13, 2018",15.77%
"April 12, 2018",14.26%
"April 11, 2018",17.44%
"April 10, 2018",17.07%
"April 9, 2018",18.15%
"April 6, 2018",18.26%
"April 5, 2018",17.51%
"April 4, 2018",17.53%
"April 3, 2018",19.76%
"April 2, 2018",18.83%
"March 29, 2018",18.20%
"March 28, 2018",18.02%
"March 27, 2018",17.64%
"March 26, 2018",15.32%
"March 23, 2018",14.65%
"March 22, 2018",16.53%
"March 21, 2018",16.24%
"March 20, 2018",18.25%
"March 19, 2018",16.75%
"March 16, 2018",18.32%
"March 15, 2018",16.88%
"March 14, 2018",17.72%
"March 13, 2018",16.52%
"March 12, 2018",14.59%
"March 9, 2018",15.43%
"March 8, 2018",15.08%
"March 7, 2018",12.63%
"March 6, 2018",12.72%
"March 5, 2018",13.10%
"March 2, 2018",10.05%
"March 1, 2018",10.60%
"Feb. 28, 2018",10.98%
"Feb. 27, 2018",12.38%
"Feb. 26, 2018",13.77%
"Feb. 23, 2018",15.65%
"Feb. 22, 2018",12.87%
"Feb. 21, 2018",14.33%
"Feb. 20, 2018",21.19%
"Feb. 16, 2018",23.15%
"Feb. 15, 2018",23.23%
"Feb. 14, 2018",20.00%
"Feb. 13, 2018",18.77%
"Feb. 12, 2018",18.76%
"Feb. 9, 2018",18.00%
"Feb. 8, 2018",15.64%
"Feb. 7, 2018",18.36%
"Feb. 6, 2018",17.42%
"Feb. 5, 2018",21.23%
"Feb. 2, 2018",25.67%
"Feb. 1, 2018",25.97%
"Jan. 31, 2018",25.57%
"Jan. 30, 2018",27.70%
"Jan. 29, 2018",25.96%
"Jan. 26, 2018",26.77%
"Jan. 25, 2018",25.66%
"Jan. 24, 2018",25.26%
"Jan. 23, 2018",25.66%
"Jan. 22, 2018",23.60%
"Jan. 19, 2018",23.38%
"Jan. 18, 2018",22.38%
"Jan. 17, 2018",22.64%
"Jan. 16, 2018",22.27%
"Jan. 12, 2018",22.90%
"Jan. 11, 2018",23.19%
"Jan. 10, 2018",22.83%
"Jan. 9, 2018",26.91%
"Jan. 8, 2018",26.70%
"Jan. 5, 2018",27.40%
"Jan. 4, 2018",26.54%
"Jan. 3, 2018",29.89%
"Jan. 2, 2018",32.29%
"Dec. 29, 2017",33.49%
"Dec. 28, 2017",36.78%
"Dec. 27, 2017",34.27%
"Dec. 26, 2017",33.01%
"Dec. 22, 2017",34.69%
"Dec. 21, 2017",33.16%
"Dec. 20, 2017",35.62%
"Dec. 19, 2017",32.55%
"Dec. 18, 2017",37.54%
"Dec. 15, 2017",41.88%
"Dec. 14, 2017",41.74%
"Dec. 13, 2017",38.67%
"Dec. 12, 2017",36.98%
"Dec. 11, 2017",41.64%
"Dec. 8, 2017",40.89%
"Dec. 7, 2017",42.13%
"Dec. 6, 2017",43.10%
"Dec. 5, 2017",42.20%
"Dec. 4, 2017",46.47%
"Dec. 1, 2017",48.01%
"Nov. 30, 2017",46.72%
"Nov. 29, 2017",41.33%
"Nov. 28, 2017",39.45%
"Nov. 27, 2017",39.54%
"Nov. 24, 2017",40.77%
"Nov. 22, 2017",38.39%
"Nov. 21, 2017",38.80%
"Nov. 20, 2017",38.67%
"Nov. 17, 2017",37.95%
"Nov. 16, 2017",40.28%
"Nov. 15, 2017",40.85%
"Nov. 14, 2017",44.04%
"Nov. 13, 2017",40.15%
"Nov. 10, 2017",38.98%
"Nov. 9, 2017",34.83%
"Nov. 8, 2017",28.91%
"Nov. 7, 2017",30.49%
"Nov. 6, 2017",31.21%
"Nov. 3, 2017",30.80%
"Nov. 2, 2017",30.60%
"Nov. 1, 2017",32.41%
"Oct. 31, 2017",31.26%
"Oct. 30, 2017",31.04%
"Oct. 27, 2017",32.95%
"Oct. 26, 2017",31.64%
"Oct. 25, 2017",29.76%
"Oct. 24, 2017",24.37%
"Oct. 23, 2017",21.74%
"Oct. 20, 2017",22.12%
"Oct. 19, 2017",20.65%
"Oct. 18, 2017",19.05%
"Oct. 17, 2017",19.95%
"Oct. 16, 2017",19.45%
"Oct. 13, 2017",18.61%
"Oct. 12, 2017",21.28%
"Oct. 11, 2017",21.84%
"Oct. 10, 2017",19.07%
"Oct. 9, 2017",19.80%
"Oct. 6, 2017",19.97%
"Oct. 5, 2017",21.57%
"Oct. 4, 2017",20.57%
"Oct. 3, 2017",15.41%
"Oct. 2, 2017",13.79%
"Sept. 29, 2017",11.95%
"Sept. 28, 2017",10.28%
"Sept. 27, 2017",9.43%
"Sept. 26, 2017",9.78%
"Sept. 25, 2017",9.56%
"Sept. 22, 2017",6.77%
"Sept. 21, 2017",7.85%
"Sept. 20, 2017",10.74%
"Sept. 19, 2017",11.81%
"Sept. 18, 2017",14.13%
"Sept. 15, 2017",15.18%
"Sept. 14, 2017",15.26%
"Sept. 13, 2017",14.28%
"Sept. 12, 2017",15.95%
"Sept. 11, 2017",18.64%
"Sept. 8, 2017",14.27%
"Sept. 7, 2017",13.17%
"Sept. 6, 2017",12.80%
"Sept. 5, 2017",14.48%
"Sept. 1, 2017",16.51%
"Aug. 31, 2017",17.36%
"Aug. 30, 2017",16.26%
"Aug. 29, 2017",15.67%
"Aug. 28, 2017",16.43%
"Aug. 25, 2017",12.46%
"Aug. 24, 2017",12.03%
"Aug. 23, 2017",11.04%
"Aug. 22, 2017",9.77%
"Aug. 21, 2017",9.25%
"Aug. 18, 2017",8.41%
"Aug. 17, 2017",8.76%
"Aug. 16, 2017",9.80%
"Aug. 15, 2017",7.72%
"Aug. 14, 2017",6.63%
"Aug. 11, 2017",5.97%
"Aug. 10, 2017",6.80%
"Aug. 9, 2017",6.36%
"Aug. 8, 2017",6.66%
"Aug. 7, 2017",4.39%
"Aug. 4, 2017",2.36%
"Aug. 3, 2017",2.90%
"Aug. 2, 2017",1.78%
"Aug. 1, 2017",1.00%
"July 31, 2017",0.62%
"July 28, 2017",1.32%
"July 27, 2017",2.40%
"July 26, 2017",1.35%
"July 25, 2017",0.75%
"July 24, 2017",1.11%
"July 21, 2017",1.41%
"July 20, 2017",1.21%
"July 19, 2017",0.33%
"July 18, 2017",-4.16%
"July 17, 2017",-4.47%
"July 14, 2017",-4.18%
"July 13, 2017",-4.80%
"July 12, 2017",-3.89%
"July 11, 2017",-5.21%
"July 10, 2017",-5.10%
"July 7, 2017",-4.85%
"July 6, 2017",-6.17%
"July 5, 2017",-6.09%
"July 3, 2017",-5.76%
"June 30, 2017",-4.15%
"June 29, 2017",-3.34%
"June 28, 2017",0.04%
"June 27, 2017",1.77%
"June 26, 2017",4.91%
"June 23, 2017",4.06%
"June 22, 2017",5.22%
"June 21, 2017",3.12%
"June 20, 2017",5.44%
"June 19, 2017",5.23%
"June 16, 2017",5.55%
"June 15, 2017",5.55%
"June 14, 2017",3.50%
"June 13, 2017",4.85%
"June 12, 2017",2.75%
"June 9, 2017",3.16%
"June 8, 2017",4.23%
"June 7, 2017",2.80%
"June 6, 2017",4.18%
"June 5, 2017",4.55%
"June 2, 2017",7.64%
"June 1, 2017",8.12%
"May 31, 2017",8.12%
"May 30, 2017",8.68%
"May 26, 2017",9.27%
"May 25, 2017",10.13%
"May 24, 2017",8.87%
"May 23, 2017",9.82%
"May 22, 2017",9.25%
"May 19, 2017",8.59%
"May 18, 2017",9.84%
"May 17, 2017",8.25%
"May 16, 2017",6.97%
"May 15, 2017",7.86%
"May 12, 2017",9.07%
"May 11, 2017",8.79%
"May 10, 2017",9.05%
"May 9, 2017",8.70%
"May 8, 2017",9.45%
"May 5, 2017",9.24%
"May 4, 2017",6.71%
"May 3, 2017",7.34%
"May 2, 2017",7.87%
"May 1, 2017",8.45%
"April 28, 2017",7.78%
"April 27, 2017",8.60%
"April 26, 2017",11.91%
"April 25, 2017",14.92%
"April 24, 2017",15.93%
"April 21, 2017",17.16%
"April 20, 2017",14.61%
"April 19, 2017",12.51%
"April 18, 2017",13.86%
"April 17, 2017",13.63%
"April 13, 2017",12.22%
"April 12, 2017",12.90%
"April 11, 2017",10.57%
"April 10, 2017",10.51%
"April 7, 2017",10.41%
"April 6, 2017",9.84%
"April 5, 2017",10.42%
"April 4, 2017",8.10%
"April 3, 2017",7.77%
"March 31, 2017",6.56%
"March 30, 2017",5.98%
"March 29, 2017",6.53%
"March 28, 2017",7.10%
"March 27, 2017",6.07%
"March 24, 2017",6.54%
"March 23, 2017",6.60%
"March 22, 2017",6.25%
"March 21, 2017",5.95%
"March 20, 2017",3.86%
"March 17, 2017",7.11%
"March 16, 2017",7.61%
"March 15, 2017",10.65%
"March 14, 2017",8.42%
"March 13, 2017",9.92%
"March 10, 2017",11.59%
"March 9, 2017",7.86%
"March 8, 2017",8.29%
"March 7, 2017",9.31%
"March 6, 2017",11.42%
"March 3, 2017",12.00%
"March 2, 2017",12.61%
"March 1, 2017",13.27%
"Feb. 28, 2017",12.30%
"Feb. 27, 2017",11.38%
"Feb. 24, 2017",10.77%
"Feb. 23, 2017",12.95%
"Feb. 22, 2017",11.25%
"Feb. 21, 2017",2.57%
"Feb. 17, 2017",-0.97%
"Feb. 16, 2017",0.32%
"Feb. 15, 2017",-0.84%
"Feb. 14, 2017",-0.57%
"Feb. 13, 2017",-0.27%
"Feb. 10, 2017",-2.81%
"Feb. 9, 2017",-2.86%
"Feb. 8, 2017",-3.79%
"Feb. 7, 2017",-6.38%
"Feb. 6, 2017",-7.09%
"Feb. 3, 2017",-3.85%
"Feb. 2, 2017",-1.92%
"Feb. 1, 2017",-1.13%
"Jan. 31, 2017",0.91%
"Jan. 30, 2017",-1.69%
"Jan. 27, 2017",0.40%
"Jan. 26, 2017",2.65%
"Jan. 25, 2017",4.89%
"Jan. 24, 2017",1.61%
"Jan. 23, 2017",0.84%
"Jan. 20, 2017",2.91%
"Jan. 19, 2017",-0.26%
"Jan. 18, 2017",3.86%
"Jan. 17, 2017",4.97%
"Jan. 13, 2017",7.60%
"Jan. 12, 2017",5.93%
"Jan. 11, 2017",5.99%
"Jan. 10, 2017",3.47%
"Jan. 9, 2017",2.07%
"Jan. 6, 2017",1.79%
"Jan. 5, 2017",0.31%
"Jan. 4, 2017",2.22%
"Jan. 3, 2017",-0.76%
"Dec. 30, 2016",-0.89%
"Dec. 29, 2016",0.58%
"Dec. 28, 2016",1.78%
"Dec. 27, 2016",0.83%
"Dec. 23, 2016",2.46%
"Dec. 22, 2016",7.90%
"Dec. 21, 2016",12.39%
"Dec. 20, 2016",13.35%
"Dec. 19, 2016",15.27%
