date,fulmer_h_score
"Dec. 31, 2019",1.576
"Sept. 30, 2019",1.532
"June 30, 2019",1.500
"March 31, 2019",1.510
"Dec. 31, 2018",1.618
"Sept. 30, 2018",0.7476
"June 30, 2018",0.7177
"March 31, 2018",0.8121
"Dec. 31, 2017",0.839
"Sept. 30, 2017",1.824
"June 30, 2017",1.914
"March 31, 2017",2.033
"Dec. 31, 2016",1.986
"Sept. 30, 2016",1.850
"June 30, 2016",1.822
"March 31, 2016",1.560
"Dec. 31, 2015",1.355
