date,enterprise_value
"March 19, 2020",22.54B
"March 18, 2020",23.68B
"March 17, 2020",23.70B
"March 16, 2020",21.39B
"March 13, 2020",22.33B
"March 12, 2020",21.37B
"March 11, 2020",22.88B
"March 10, 2020",23.57B
"March 9, 2020",23.60B
"March 6, 2020",24.02B
"March 5, 2020",24.30B
"March 4, 2020",24.84B
"March 3, 2020",24.15B
"March 2, 2020",24.25B
"Feb. 28, 2020",23.53B
"Feb. 27, 2020",23.56B
"Feb. 26, 2020",24.20B
"Feb. 25, 2020",25.57B
"Feb. 24, 2020",25.66B
"Feb. 21, 2020",25.49B
"Feb. 20, 2020",25.35B
"Feb. 19, 2020",25.16B
"Feb. 18, 2020",25.14B
"Feb. 14, 2020",24.82B
"Feb. 13, 2020",24.73B
"Feb. 12, 2020",24.48B
"Feb. 11, 2020",24.52B
"Feb. 10, 2020",24.52B
"Feb. 7, 2020",24.44B
"Feb. 6, 2020",24.53B
"Feb. 5, 2020",24.55B
"Feb. 4, 2020",24.59B
"Feb. 3, 2020",24.73B
"Jan. 31, 2020",24.63B
"Jan. 30, 2020",24.80B
"Jan. 29, 2020",24.74B
"Jan. 28, 2020",24.66B
"Jan. 27, 2020",24.41B
"Jan. 24, 2020",24.31B
"Jan. 23, 2020",24.15B
"Jan. 22, 2020",24.03B
"Jan. 21, 2020",24.09B
"Jan. 17, 2020",23.99B
"Jan. 16, 2020",23.92B
"Jan. 15, 2020",23.95B
"Jan. 14, 2020",23.87B
"Jan. 13, 2020",23.86B
"Jan. 10, 2020",23.78B
"Jan. 9, 2020",23.86B
"Jan. 8, 2020",23.73B
"Jan. 7, 2020",23.80B
"Jan. 6, 2020",23.84B
"Jan. 3, 2020",23.92B
"Jan. 2, 2020",23.88B
"Dec. 31, 2019",23.99B
"Dec. 30, 2019",23.56B
"Dec. 27, 2019",23.58B
"Dec. 26, 2019",23.46B
"Dec. 24, 2019",23.48B
"Dec. 23, 2019",23.71B
"Dec. 20, 2019",23.84B
"Dec. 19, 2019",23.63B
"Dec. 18, 2019",23.69B
"Dec. 17, 2019",23.51B
"Dec. 16, 2019",23.30B
"Dec. 13, 2019",23.09B
"Dec. 12, 2019",22.95B
"Dec. 11, 2019",22.89B
"Dec. 10, 2019",22.97B
"Dec. 9, 2019",22.88B
"Dec. 6, 2019",22.94B
"Dec. 5, 2019",22.99B
"Dec. 4, 2019",23.00B
"Dec. 3, 2019",22.83B
"Dec. 2, 2019",22.70B
"Nov. 29, 2019",22.84B
"Nov. 27, 2019",22.99B
"Nov. 26, 2019",22.99B
"Nov. 25, 2019",22.84B
"Nov. 22, 2019",22.75B
"Nov. 21, 2019",22.88B
"Nov. 20, 2019",22.90B
"Nov. 19, 2019",22.83B
"Nov. 18, 2019",22.94B
"Nov. 15, 2019",22.90B
"Nov. 14, 2019",22.90B
"Nov. 13, 2019",22.89B
"Nov. 12, 2019",22.70B
"Nov. 11, 2019",22.75B
"Nov. 8, 2019",22.79B
"Nov. 7, 2019",22.90B
"Nov. 6, 2019",23.13B
"Nov. 5, 2019",23.12B
"Nov. 4, 2019",23.12B
"Nov. 1, 2019",23.30B
"Oct. 31, 2019",23.30B
"Oct. 30, 2019",23.10B
"Oct. 29, 2019",23.28B
"Oct. 28, 2019",23.17B
"Oct. 25, 2019",23.34B
"Oct. 24, 2019",23.63B
"Oct. 23, 2019",23.68B
"Oct. 22, 2019",23.60B
"Oct. 21, 2019",23.53B
"Oct. 18, 2019",23.41B
"Oct. 17, 2019",23.27B
"Oct. 16, 2019",23.17B
"Oct. 15, 2019",23.14B
"Oct. 14, 2019",23.15B
"Oct. 11, 2019",23.25B
"Oct. 10, 2019",23.26B
"Oct. 9, 2019",23.43B
"Oct. 8, 2019",23.50B
"Oct. 7, 2019",23.59B
"Oct. 4, 2019",23.76B
"Oct. 3, 2019",23.60B
"Oct. 2, 2019",23.73B
"Oct. 1, 2019",23.88B
"Sept. 30, 2019",23.98B
"Sept. 27, 2019",23.58B
"Sept. 26, 2019",23.52B
"Sept. 25, 2019",23.50B
"Sept. 24, 2019",23.53B
"Sept. 23, 2019",23.45B
"Sept. 20, 2019",23.37B
"Sept. 19, 2019",23.28B
"Sept. 18, 2019",23.25B
"Sept. 17, 2019",23.20B
"Sept. 16, 2019",23.15B
"Sept. 13, 2019",23.14B
"Sept. 12, 2019",23.18B
"Sept. 11, 2019",23.14B
"Sept. 10, 2019",22.87B
"Sept. 9, 2019",22.75B
"Sept. 6, 2019",22.95B
"Sept. 5, 2019",23.08B
"Sept. 4, 2019",23.47B
"Sept. 3, 2019",23.34B
"Aug. 30, 2019",23.05B
"Aug. 29, 2019",22.92B
"Aug. 28, 2019",22.65B
"Aug. 27, 2019",22.67B
"Aug. 26, 2019",22.67B
"Aug. 23, 2019",22.55B
"Aug. 22, 2019",22.73B
"Aug. 21, 2019",22.66B
"Aug. 20, 2019",22.63B
"Aug. 19, 2019",22.72B
"Aug. 16, 2019",22.66B
"Aug. 15, 2019",22.54B
"Aug. 14, 2019",22.40B
"Aug. 13, 2019",22.69B
"Aug. 12, 2019",22.73B
"Aug. 9, 2019",23.00B
"Aug. 8, 2019",23.13B
"Aug. 7, 2019",22.91B
"Aug. 6, 2019",23.00B
"Aug. 5, 2019",22.65B
"Aug. 2, 2019",22.94B
"Aug. 1, 2019",23.20B
"July 31, 2019",23.06B
"July 30, 2019",22.98B
