date,historical_daily_var_1_all
"Feb. 29, 2020",3.43%
"Jan. 31, 2020",3.36%
"Dec. 31, 2019",3.37%
"Nov. 30, 2019",3.38%
"Oct. 31, 2019",3.39%
"Sept. 30, 2019",3.40%
"Aug. 31, 2019",3.40%
"July 31, 2019",3.41%
"June 30, 2019",3.42%
"May 31, 2019",3.42%
"April 30, 2019",3.44%
"March 31, 2019",3.45%
"Feb. 28, 2019",3.47%
"Jan. 31, 2019",3.42%
"Dec. 31, 2018",3.43%
"Nov. 30, 2018",3.37%
"Oct. 31, 2018",3.39%
"Sept. 30, 2018",3.41%
"Aug. 31, 2018",3.42%
"July 31, 2018",3.44%
"June 30, 2018",3.28%
"May 31, 2018",3.31%
"April 30, 2018",3.33%
"March 31, 2018",3.36%
"Feb. 28, 2018",3.37%
"Jan. 31, 2018",3.39%
"Dec. 31, 2017",3.40%
"Nov. 30, 2017",3.42%
"Oct. 31, 2017",3.43%
"Sept. 30, 2017",3.45%
"Aug. 31, 2017",3.46%
"July 31, 2017",3.48%
"June 30, 2017",3.49%
"May 31, 2017",3.81%
"April 30, 2017",4.17%
"March 31, 2017",4.48%
"Feb. 28, 2017",4.85%
"Jan. 31, 2017",5.17%
"Dec. 31, 2016",5.54%
"Nov. 30, 2016",5.91%
"Oct. 31, 2016",5.85%
"Sept. 30, 2016",6.51%
"Aug. 31, 2016",6.93%
"July 31, 2016",7.20%
"June 30, 2016",7.44%
"May 31, 2016",7.70%
"April 30, 2016",7.95%
"March 31, 2016",8.20%
"Feb. 29, 2016",8.46%
"Jan. 31, 2016",11.11%
"Dec. 31, 2015",12.95%
