date,springate_score
"Dec. 31, 2019",0.4403
"Sept. 30, 2019",0.4461
"June 30, 2019",0.457
"March 31, 2019",0.4535
"Dec. 31, 2018",0.4741
"Sept. 30, 2018",0.2452
"June 30, 2018",0.2448
"March 31, 2018",0.246
"Dec. 31, 2017",0.2501
"Sept. 30, 2017",0.526
"June 30, 2017",0.576
"March 31, 2017",0.6468
"Dec. 31, 2016",0.6699
"Sept. 30, 2016",0.7526
"June 30, 2016",0.918
"March 31, 2016",0.9626
"Dec. 31, 2015",0.8001
"Sept. 30, 2015",2.273
"June 30, 2015",1.982
"March 31, 2015",1.803
"Dec. 31, 2014",1.546
"Sept. 30, 2014",1.092
"June 30, 2014",1.052
"March 31, 2014",1.093
"Dec. 31, 2013",1.081
"Sept. 30, 2013",0.6984
"June 30, 2013",0.7679
"March 31, 2013",0.757
"Dec. 31, 2012",0.7262
"Sept. 30, 2012",0.7493
"June 30, 2012",0.7536
"March 31, 2012",0.7267
"Dec. 31, 2011",0.7402
"Sept. 30, 2011",0.7059
"June 30, 2011",0.7675
"March 31, 2011",0.8244
"Dec. 31, 2010",0.7109
"Sept. 30, 2010",
"June 30, 2010",0.7665
"March 31, 2010",0.7598
"Dec. 31, 2009",0.7049
"Sept. 30, 2009",0.7141
"June 30, 2009",0.6855
"March 31, 2009",0.5997
