date,ebitda_ttm
"Dec. 31, 2019",2.123B
"Sept. 30, 2019",1.993B
"June 30, 2019",1.974B
"March 31, 2019",1.962B
"Dec. 31, 2018",1.999B
"Sept. 30, 2018",1.31B
"June 30, 2018",1.259B
"March 31, 2018",1.268B
"Dec. 31, 2017",1.289B
"Sept. 30, 2017",2.002B
"June 30, 2017",2.043B
"March 31, 2017",2.193B
"Dec. 31, 2016",2.21B
"Sept. 30, 2016",2.016B
"June 30, 2016",1.908B
"March 31, 2016",1.638B
"Dec. 31, 2015",1.376B
"Sept. 30, 2015",2.359B
"June 30, 2015",2.072B
"March 31, 2015",1.818B
"Dec. 31, 2014",1.580B
"Sept. 30, 2014",785.12M
"June 30, 2014",790.92M
"March 31, 2014",815.87M
"Dec. 31, 2013",825.82M
"Sept. 30, 2013",456.42M
"June 30, 2013",470.16M
"March 31, 2013",460.55M
"Dec. 31, 2012",452.46M
"Sept. 30, 2012",438.44M
"June 30, 2012",426.47M
"March 31, 2012",423.03M
"Dec. 31, 2011",425.89M
"Sept. 30, 2011",385.60M
"June 30, 2011",370.06M
"March 31, 2011",342.60M
"Dec. 31, 2010",256.90M
"Sept. 30, 2010",234.86M
"June 30, 2010",238.68M
"March 31, 2010",237.81M
"Dec. 31, 2009",227.17M
"Sept. 30, 2009",235.28M
"June 30, 2009",233.95M
"March 31, 2009",228.30M
"Dec. 31, 2008",218.21M
"Sept. 30, 2008",207.12M
"June 30, 2008",203.54M
"March 31, 2008",197.98M
"Dec. 31, 2007",186.39M
"Sept. 30, 2007",165.66M
"June 30, 2007",159.17M
"March 31, 2007",152.30M
"Dec. 31, 2006",150.72M
"Sept. 30, 2006",150.72M
"June 30, 2006",160.18M
"March 31, 2006",154.40M
"Dec. 31, 2005",156.73M
"Sept. 30, 2005",161.08M
"June 30, 2005",155.55M
"March 31, 2005",161.17M
"Dec. 31, 2004",162.17M
"Sept. 30, 2004",164.67M
"June 30, 2004",159.04M
"March 31, 2004",159.00M
"Dec. 31, 2003",170.45M
"Sept. 30, 2003",183.76M
"June 30, 2003",201.93M
"March 31, 2003",215.25M
"Dec. 31, 2002",217.27M
"Sept. 30, 2002",227.48M
"June 30, 2002",232.26M
"March 31, 2002",238.86M
"Dec. 31, 2001",239.73M
"Sept. 30, 2001",34.62M
"June 30, 2001",30.59M
"March 31, 2001",34.68M
"Dec. 31, 2000",48.20M
"Sept. 30, 2000",247.66M
"June 30, 2000",255.19M
"March 31, 2000",257.07M
"Dec. 31, 1999",262.20M
"Sept. 30, 1999",263.70M
"June 30, 1999",268.30M
"March 31, 1999",262.10M
"Dec. 31, 1998",254.90M
"Sept. 30, 1998",252.40M
"June 30, 1998",247.70M
"March 31, 1998",243.30M
"Dec. 31, 1997",241.10M
"Sept. 30, 1997",249.10M
"June 30, 1997",238.40M
"March 31, 1997",244.90M
"Dec. 31, 1996",249.70M
"Sept. 30, 1996",253.70M
"June 30, 1996",275.10M
"March 31, 1996",275.00M
"Dec. 31, 1995",277.00M
"Sept. 30, 1995",272.70M
"June 30, 1995",260.70M
"March 31, 1995",251.20M
"Dec. 31, 1994",251.40M
"Sept. 30, 1994",350.20M
"June 30, 1994",455.10M
"March 31, 1994",555.60M
"Dec. 31, 1993",652.90M
"Sept. 30, 1993",656.50M
"June 30, 1993",643.00M
"March 31, 1993",652.50M
"Dec. 31, 1992",667.40M
"Sept. 30, 1992",697.50M
"June 30, 1992",689.20M
"March 31, 1992",680.30M
"Dec. 31, 1991",673.40M
"Sept. 30, 1991",641.80M
"June 30, 1991",636.30M
"March 31, 1991",610.30M
"Dec. 31, 1990",577.40M
"Sept. 30, 1990",555.20M
"June 30, 1990",537.20M
"March 31, 1990",539.30M
"Dec. 31, 1989",531.20M
"Sept. 30, 1989",527.80M
"June 30, 1989",528.30M
"March 31, 1989",521.10M
"Dec. 31, 1988",518.90M
"Sept. 30, 1988",513.10M
"June 30, 1988",502.90M
"March 31, 1988",502.40M
"Dec. 31, 1987",497.60M
"Sept. 30, 1987",489.30M
"June 30, 1987",473.60M
"March 31, 1987",465.70M
"Dec. 31, 1986",471.10M
"Sept. 30, 1986",486.90M
"June 30, 1986",498.00M
"March 31, 1986",507.00M
"Dec. 31, 1985",514.90M
"Sept. 30, 1985",510.40M
"June 30, 1985",513.20M
"March 31, 1985",514.90M
"Dec. 31, 1984",509.50M
