date,eps_ttm
"Dec. 31, 2019",2.26
"Sept. 30, 2019",1.92
"June 30, 2019",1.84
"March 31, 2019",1.82
"Dec. 31, 2018",1.91
"Sept. 30, 2018",1.28
"June 30, 2018",1.20
"March 31, 2018",1.25
"Dec. 31, 2017",1.23
"Sept. 30, 2017",2.15
"June 30, 2017",2.18
"March 31, 2017",2.12
"Dec. 31, 2016",2.04
"Sept. 30, 2016",1.76
"June 30, 2016",1.63
"March 31, 2016",1.34
"Dec. 31, 2015",1.07
"Sept. 30, 2015",6.812
"June 30, 2015",6.812
"March 31, 2015",6.932
"Dec. 31, 2014",7.482
"Sept. 30, 2014",-0.8776
"June 30, 2014",-0.9976
"March 31, 2014",-0.8076
"Dec. 31, 2013",-0.7676
"Sept. 30, 2013",2.02
"June 30, 2013",2.23
"March 31, 2013",2.11
"Dec. 31, 2012",2.02
"Sept. 30, 2012",1.87
"June 30, 2012",1.80
"March 31, 2012",1.85
"Dec. 31, 2011",1.95
"Sept. 30, 2011",1.63
"June 30, 2011",1.91
"March 31, 2011",2.01
"Dec. 31, 2010",1.52
"Sept. 30, 2010",1.63
"June 30, 2010",1.84
"March 31, 2010",1.97
"Dec. 31, 2009",1.91
"Sept. 30, 2009",2.05
"June 30, 2009",2.17
"March 31, 2009",2.10
"Dec. 31, 2008",1.89
"Sept. 30, 2008",1.89
"June 30, 2008",1.87
"March 31, 2008",1.82
"Dec. 31, 2007",1.77
"Sept. 30, 2007",-0.29
"June 30, 2007",-0.65
"March 31, 2007",-0.92
"Dec. 31, 2006",-2.68
"Sept. 30, 2006",-0.70
"June 30, 2006",-0.42
"March 31, 2006",-0.40
"Dec. 31, 2005",1.37
"Sept. 30, 2005",-0.99
"June 30, 2005",-0.61
"March 31, 2005",3.33
"Dec. 31, 2004",3.60
"Sept. 30, 2004",4.82
"June 30, 2004",4.88
"March 31, 2004",1.10
"Dec. 31, 2003",0.98
"Sept. 30, 2003",2.100
"June 30, 2003",2.440
"March 31, 2003",2.780
"Dec. 31, 2002",3.080
"Sept. 30, 2002",3.53
"June 30, 2002",3.762
"March 31, 2002",4.197
"Dec. 31, 2001",4.197
"Sept. 30, 2001",3.958
"June 30, 2001",3.592
"March 31, 2001",3.273
"Dec. 31, 2000",3.323
"Sept. 30, 2000",3.016
"June 30, 2000",2.688
"March 31, 2000",2.526
"Dec. 31, 1999",2.226
"Sept. 30, 1999",2.142
"June 30, 1999",2.196
"March 31, 1999",1.836
"Dec. 31, 1998",1.80
"Sept. 30, 1998",1.998
"June 30, 1998",1.884
"March 31, 1998",2.016
"Dec. 31, 1997",1.956
"Sept. 30, 1997",1.722
"June 30, 1997",1.47
"March 31, 1997",1.554
"Dec. 31, 1996",1.722
"Sept. 30, 1996",1.968
"June 30, 1996",2.346
"March 31, 1996",2.298
"Dec. 31, 1995",2.178
"Sept. 30, 1995",1.992
"June 30, 1995",1.926
"March 31, 1995",1.764
"Dec. 31, 1994",1.854
"Sept. 30, 1994",1.50
"June 30, 1994",1.356
"March 31, 1994",1.512
"Dec. 31, 1993",1.542
"Sept. 30, 1993",1.998
"June 30, 1993",1.716
"March 31, 1993",2.202
"Dec. 31, 1992",2.256
"Sept. 30, 1992",2.232
"June 30, 1992",2.136
"March 31, 1992",1.62
"Dec. 31, 1991",1.878
"Sept. 30, 1991",2.19
"June 30, 1991",2.598
"March 31, 1991",2.592
"Dec. 31, 1990",2.136
"Sept. 30, 1990",1.914
"June 30, 1990",-3.024
"March 31, 1990",-3.474
"Dec. 31, 1989",-3.522
