date,assets
"Dec. 31, 2019",34.42B
"Sept. 30, 2019",33.55B
"June 30, 2019",33.14B
"March 31, 2019",32.61B
"Dec. 31, 2018",32.17B
"Sept. 30, 2018",31.76B
"June 30, 2018",31.38B
"March 31, 2018",31.48B
"Dec. 31, 2017",31.67B
"Sept. 30, 2017",31.92B
"June 30, 2017",31.48B
"March 31, 2017",31.40B
"Dec. 31, 2016",31.31B
"Sept. 30, 2016",30.61B
"June 30, 2016",30.41B
"March 31, 2016",30.54B
"Dec. 31, 2015",30.74B
"Sept. 30, 2015",5.172B
"June 30, 2015",5.201B
"March 31, 2015",5.128B
"Dec. 31, 2014",24.16B
"Sept. 30, 2014",4.858B
"June 30, 2014",5.098B
"March 31, 2014",5.130B
"Dec. 31, 2013",5.144B
"Sept. 30, 2013",4.866B
"June 30, 2013",4.875B
"March 31, 2013",4.963B
"Dec. 31, 2012",5.019B
"Sept. 30, 2012",4.730B
"June 30, 2012",4.644B
"March 31, 2012",4.665B
"Dec. 31, 2011",4.745B
"Sept. 30, 2011",4.582B
"June 30, 2011",4.487B
"March 31, 2011",4.435B
"Dec. 31, 2010",4.482B
"Sept. 30, 2010",
"June 30, 2010",2.195B
"March 31, 2010",2.163B
"Dec. 31, 2009",2.222B
"Sept. 30, 2009",2.160B
"June 30, 2009",2.126B
"March 31, 2009",2.120B
"Dec. 31, 2008",2.083B
"Sept. 30, 2008",1.923B
"June 30, 2008",1.873B
"March 31, 2008",1.820B
"Dec. 31, 2007",1.776B
"Sept. 30, 2007",1.784B
"June 30, 2007",1.659B
"March 31, 2007",1.650B
"Dec. 31, 2006",1.631B
"Sept. 30, 2006",1.683B
"June 30, 2006",1.696B
"March 31, 2006",1.724B
"Dec. 31, 2005",1.799B
"Sept. 30, 2005",1.790B
"June 30, 2005",1.770B
"March 31, 2005",1.770B
"Dec. 31, 2004",1.788B
"Sept. 30, 2004",1.791B
"June 30, 2004",1.837B
"March 31, 2004",1.893B
"Dec. 31, 2003",1.898B
"Sept. 30, 2003",1.810B
"June 30, 2003",1.783B
"March 31, 2003",1.806B
"Dec. 31, 2002",1.794B
"Sept. 30, 2002",1.874B
"June 30, 2002",1.849B
"March 31, 2002",1.843B
"Dec. 31, 2001",1.864B
"Sept. 30, 2001",1.903B
"June 30, 2001",1.878B
"March 31, 2001",1.902B
"Dec. 31, 2000",1.869B
"Sept. 30, 2000",1.856B
"June 30, 2000",1.797B
"March 31, 2000",1.785B
"Dec. 31, 1999",1.798B
"Sept. 30, 1999",1.701B
"June 30, 1999",1.671B
"March 31, 1999",1.786B
"Dec. 31, 1998",1.941B
"Sept. 30, 1998",1.791B
"June 30, 1998",1.789B
"March 31, 1998",1.794B
"Dec. 31, 1997",1.880B
"Sept. 30, 1997",1.966B
"June 30, 1997",1.909B
"March 31, 1997",1.956B
"Dec. 31, 1996",1.961B
"Sept. 30, 1996",1.991B
"June 30, 1996",2.012B
"March 31, 1996",1.989B
"Dec. 31, 1995",1.986B
"Sept. 30, 1995",2.054B
"June 30, 1995",2.092B
"March 31, 1995",2.086B
"Dec. 31, 1994",2.075B
"Sept. 30, 1994",2.091B
"June 30, 1994",2.089B
"March 31, 1994",2.094B
