date,receivables_turnover
"Dec. 31, 2019",1.553
"Sept. 30, 2019",1.486
"June 30, 2019",1.221
"March 31, 2019",1.523
"Dec. 31, 2018",1.506
"Sept. 30, 2018",1.507
"June 30, 2018",1.329
"March 31, 2018",1.718
"Dec. 31, 2017",1.525
"Sept. 30, 2017",1.369
"June 30, 2017",1.248
"March 31, 2017",1.541
"Dec. 31, 2016",1.407
"Sept. 30, 2016",1.465
"June 30, 2016",1.445
"March 31, 2016",1.605
"Dec. 31, 2015",1.724
"Sept. 30, 2015",3.593
"June 30, 2015",2.664
"March 31, 2015",1.887
"Dec. 31, 2014",5.777
"Sept. 30, 2014",1.009
"June 30, 2014",0.9585
"March 31, 2014",1.532
"Dec. 31, 2013",10.49
"Sept. 30, 2013",1.230
"June 30, 2013",1.016
"March 31, 2013",1.594
"Dec. 31, 2012",1.296
"Sept. 30, 2012",1.064
"June 30, 2012",0.9704
"March 31, 2012",1.451
"Dec. 31, 2011",1.264
"Sept. 30, 2011",1.192
"June 30, 2011",1.033
"March 31, 2011",1.639
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",1.421
"March 31, 2010",1.541
"Dec. 31, 2009",1.197
"Sept. 30, 2009",1.362
"June 30, 2009",1.126
"March 31, 2009",1.302
"Dec. 31, 2008",1.339
"Sept. 30, 2008",1.986
"June 30, 2008",1.606
"March 31, 2008",1.694
"Dec. 31, 2007",1.488
"Sept. 30, 2007",1.753
"June 30, 2007",1.441
"March 31, 2007",1.915
"Dec. 31, 2006",1.406
"Sept. 30, 2006",2.141
"June 30, 2006",1.185
"March 31, 2006",1.116
"Dec. 31, 2005",0.9284
"Sept. 30, 2005",1.102
"June 30, 2005",0.8716
"March 31, 2005",1.348
"Dec. 31, 2004",-0.3324
"Sept. 30, 2004",1.596
"June 30, 2004",1.411
"March 31, 2004",1.448
"Dec. 31, 2003",0.8291
"Sept. 30, 2003",1.610
"June 30, 2003",1.230
"March 31, 2003",1.237
"Dec. 31, 2002",0.8815
"Sept. 30, 2002",1.516
"June 30, 2002",1.447
"March 31, 2002",1.353
"Dec. 31, 2001",0.8657
"Sept. 30, 2001",1.180
"June 30, 2001",1.024
"March 31, 2001",0.9857
"Dec. 31, 2000",0.2879
"Sept. 30, 2000",1.571
"June 30, 2000",1.556
"March 31, 2000",1.810
"Dec. 31, 1999",1.232
"Sept. 30, 1999",1.708
"June 30, 1999",1.747
"March 31, 1999",1.657
"Dec. 31, 1998",1.521
"Sept. 30, 1998",2.116
"June 30, 1998",1.908
"March 31, 1998",1.983
"Dec. 31, 1997",1.986
"Sept. 30, 1997",2.389
"June 30, 1997",1.946
"March 31, 1997",1.883
"Dec. 31, 1996",1.804
"Sept. 30, 1996",2.365
"June 30, 1996",2.126
"March 31, 1996",2.209
"Dec. 31, 1995",1.968
"Sept. 30, 1995",2.310
"June 30, 1995",1.831
"March 31, 1995",1.853
"Dec. 31, 1994",1.608
"Sept. 30, 1994",1.886
"June 30, 1994",1.600
