date,earning_yield
"March 19, 2020",4.86%
"March 18, 2020",4.50%
"March 17, 2020",4.50%
"March 16, 2020",5.29%
"March 13, 2020",4.93%
"March 12, 2020",5.29%
"March 11, 2020",4.75%
"March 10, 2020",4.54%
"March 9, 2020",4.53%
"March 6, 2020",4.41%
"March 5, 2020",4.33%
"March 4, 2020",4.19%
"March 3, 2020",4.37%
"March 2, 2020",4.35%
"Feb. 28, 2020",4.55%
"Feb. 27, 2020",4.54%
"Feb. 26, 2020",4.36%
"Feb. 25, 2020",4.01%
"Feb. 24, 2020",4.00%
"Feb. 21, 2020",4.03%
"Feb. 20, 2020",4.07%
"Feb. 19, 2020",4.11%
"Feb. 18, 2020",4.12%
"Feb. 14, 2020",4.20%
"Feb. 13, 2020",4.22%
"Feb. 12, 2020",4.28%
"Feb. 11, 2020",4.27%
"Feb. 10, 2020",4.27%
"Feb. 7, 2020",4.29%
"Feb. 6, 2020",4.27%
"Feb. 5, 2020",4.26%
"Feb. 4, 2020",4.25%
"Feb. 3, 2020",4.22%
"Jan. 31, 2020",4.24%
"Jan. 30, 2020",4.20%
"Jan. 29, 2020",4.22%
"Jan. 28, 2020",4.24%
"Jan. 27, 2020",4.30%
"Jan. 24, 2020",4.33%
"Jan. 23, 2020",4.37%
"Jan. 22, 2020",4.40%
"Jan. 21, 2020",4.39%
"Jan. 17, 2020",4.42%
"Jan. 16, 2020",4.44%
"Jan. 15, 2020",4.43%
"Jan. 14, 2020",4.45%
"Jan. 13, 2020",4.45%
"Jan. 10, 2020",4.47%
"Jan. 9, 2020",4.45%
"Jan. 8, 2020",4.49%
"Jan. 7, 2020",4.47%
"Jan. 6, 2020",4.46%
"Jan. 3, 2020",4.44%
"Jan. 2, 2020",4.45%
"Dec. 31, 2019",4.42%
"Dec. 30, 2019",3.77%
"Dec. 27, 2019",3.77%
"Dec. 26, 2019",3.80%
"Dec. 24, 2019",3.79%
"Dec. 23, 2019",3.74%
"Dec. 20, 2019",3.71%
"Dec. 19, 2019",3.76%
"Dec. 18, 2019",3.74%
"Dec. 17, 2019",3.78%
"Dec. 16, 2019",3.84%
"Dec. 13, 2019",3.89%
"Dec. 12, 2019",3.92%
"Dec. 11, 2019",3.94%
"Dec. 10, 2019",3.92%
"Dec. 9, 2019",3.94%
"Dec. 6, 2019",3.93%
"Dec. 5, 2019",3.91%
"Dec. 4, 2019",3.91%
"Dec. 3, 2019",3.96%
"Dec. 2, 2019",3.99%
"Nov. 29, 2019",3.96%
"Nov. 27, 2019",3.92%
"Nov. 26, 2019",3.92%
"Nov. 25, 2019",3.96%
"Nov. 22, 2019",3.98%
"Nov. 21, 2019",3.94%
"Nov. 20, 2019",3.94%
"Nov. 19, 2019",3.96%
"Nov. 18, 2019",3.93%
"Nov. 15, 2019",3.94%
"Nov. 14, 2019",3.94%
"Nov. 13, 2019",3.94%
"Nov. 12, 2019",3.99%
"Nov. 11, 2019",3.98%
"Nov. 8, 2019",3.97%
"Nov. 7, 2019",3.94%
"Nov. 6, 2019",3.88%
"Nov. 5, 2019",3.88%
"Nov. 4, 2019",3.88%
"Nov. 1, 2019",3.84%
"Oct. 31, 2019",3.84%
"Oct. 30, 2019",3.89%
"Oct. 29, 2019",3.84%
"Oct. 28, 2019",3.87%
"Oct. 25, 2019",3.83%
"Oct. 24, 2019",3.76%
"Oct. 23, 2019",3.74%
"Oct. 22, 2019",3.76%
"Oct. 21, 2019",3.78%
"Oct. 18, 2019",3.81%
"Oct. 17, 2019",3.84%
"Oct. 16, 2019",3.87%
"Oct. 15, 2019",3.88%
"Oct. 14, 2019",3.87%
"Oct. 11, 2019",3.85%
"Oct. 10, 2019",3.85%
"Oct. 9, 2019",3.80%
"Oct. 8, 2019",3.79%
"Oct. 7, 2019",3.77%
"Oct. 4, 2019",3.73%
"Oct. 3, 2019",3.76%
"Oct. 2, 2019",3.73%
"Oct. 1, 2019",3.70%
"Sept. 30, 2019",3.67%
"Sept. 27, 2019",3.52%
"Sept. 26, 2019",3.54%
"Sept. 25, 2019",3.54%
"Sept. 24, 2019",3.53%
"Sept. 23, 2019",3.55%
"Sept. 20, 2019",3.57%
"Sept. 19, 2019",3.59%
"Sept. 18, 2019",3.60%
"Sept. 17, 2019",3.61%
"Sept. 16, 2019",3.62%
"Sept. 13, 2019",3.62%
"Sept. 12, 2019",3.61%
"Sept. 11, 2019",3.62%
"Sept. 10, 2019",3.68%
"Sept. 9, 2019",3.71%
"Sept. 6, 2019",3.66%
"Sept. 5, 2019",3.64%
"Sept. 4, 2019",3.55%
"Sept. 3, 2019",3.58%
"Aug. 30, 2019",3.64%
"Aug. 29, 2019",3.67%
"Aug. 28, 2019",3.74%
"Aug. 27, 2019",3.73%
"Aug. 26, 2019",3.73%
"Aug. 23, 2019",3.76%
"Aug. 22, 2019",3.72%
"Aug. 21, 2019",3.73%
"Aug. 20, 2019",3.74%
"Aug. 19, 2019",3.72%
"Aug. 16, 2019",3.73%
"Aug. 15, 2019",3.76%
"Aug. 14, 2019",3.80%
"Aug. 13, 2019",3.73%
"Aug. 12, 2019",3.72%
"Aug. 9, 2019",3.65%
"Aug. 8, 2019",3.62%
"Aug. 7, 2019",3.67%
"Aug. 6, 2019",3.65%
"Aug. 5, 2019",3.74%
"Aug. 2, 2019",3.67%
"Aug. 1, 2019",3.61%
"July 31, 2019",3.64%
"July 30, 2019",3.66%
"July 29, 2019",3.71%
"July 26, 2019",3.76%
"July 25, 2019",3.76%
"July 24, 2019",3.79%
"July 23, 2019",3.79%
"July 22, 2019",3.77%
"July 19, 2019",3.74%
"July 18, 2019",3.70%
"July 17, 2019",3.71%
"July 16, 2019",3.72%
"July 15, 2019",3.71%
"July 12, 2019",3.69%
"July 11, 2019",3.60%
"July 10, 2019",3.59%
"July 9, 2019",3.62%
"July 8, 2019",3.60%
"July 5, 2019",3.60%
"July 3, 2019",3.61%
"July 2, 2019",3.62%
"July 1, 2019",3.65%
"June 30, 2019",3.64%
"June 28, 2019",3.60%
"June 27, 2019",3.62%
"June 26, 2019",3.60%
"June 25, 2019",3.56%
"June 24, 2019",3.54%
"June 21, 2019",3.51%
