date,capex_ttm
"Dec. 31, 2019",2.74B
"Sept. 30, 2019",2.659B
"June 30, 2019",2.373B
"March 31, 2019",1.813B
"Dec. 31, 2018",1.787B
"Sept. 30, 2018",1.885B
"June 30, 2018",2.098B
"March 31, 2018",2.29B
"Dec. 31, 2017",2.416B
"Sept. 30, 2017",2.375B
"June 30, 2017",2.102B
"March 31, 2017",1.956B
"Dec. 31, 2016",1.707B
"Sept. 30, 2016",1.448B
"June 30, 2016",1.226B
"March 31, 2016",994.00M
"Dec. 31, 2015",1.082B
"Sept. 30, 2015",1.504B
"June 30, 2015",1.434B
"March 31, 2015",1.329B
"Dec. 31, 2014",1.03B
"Sept. 30, 2014",916.00M
"June 30, 2014",925.56M
"March 31, 2014",934.06M
"Dec. 31, 2013",944.00M
"Sept. 30, 2013",298.56M
"June 30, 2013",287.42M
"March 31, 2013",289.13M
"Dec. 31, 2012",288.63M
"Sept. 30, 2012",315.38M
"June 30, 2012",312.25M
"March 31, 2012",319.04M
"Dec. 31, 2011",328.08M
"Sept. 30, 2011",299.92M
"June 30, 2011",279.03M
"March 31, 2011",240.01M
"Dec. 31, 2010",203.53M
"Sept. 30, 2010",168.21M
"June 30, 2010",150.16M
"March 31, 2010",138.64M
"Dec. 31, 2009",123.57M
"Sept. 30, 2009",150.89M
"June 30, 2009",163.82M
"March 31, 2009",187.65M
"Dec. 31, 2008",215.73M
"Sept. 30, 2008",238.22M
"June 30, 2008",274.06M
"March 31, 2008",266.68M
"Dec. 31, 2007",248.20M
"Sept. 30, 2007",192.04M
"June 30, 2007",135.54M
"March 31, 2007",107.90M
"Dec. 31, 2006",76.77M
"Sept. 30, 2006",72.04M
"June 30, 2006",65.23M
"March 31, 2006",60.70M
"Dec. 31, 2005",59.68M
"Sept. 30, 2005",60.61M
"June 30, 2005",57.61M
"March 31, 2005",53.49M
"Dec. 31, 2004",48.95M
"Sept. 30, 2004",30.99M
"June 30, 2004",37.62M
"March 31, 2004",46.10M
"Dec. 31, 2003",52.31M
"Sept. 30, 2003",55.19M
"June 30, 2003",53.25M
"March 31, 2003",50.48M
"Dec. 31, 2002",52.91M
"Sept. 30, 2002",59.02M
"June 30, 2002",53.99M
"March 31, 2002",52.21M
"Dec. 31, 2001",47.37M
"Sept. 30, 2001",42.25M
"June 30, 2001",51.23M
"March 31, 2001",52.90M
"Dec. 31, 2000",54.19M
"Sept. 30, 2000",49.28M
"June 30, 2000",41.00M
"March 31, 2000",38.63M
"Dec. 31, 1999",34.80M
"Sept. 30, 1999",44.70M
"June 30, 1999",43.90M
"March 31, 1999",35.40M
"Dec. 31, 1998",38.00M
"Sept. 30, 1998",24.60M
"June 30, 1998",19.80M
"March 31, 1998",27.30M
"Dec. 31, 1997",33.40M
"Sept. 30, 1997",41.70M
"June 30, 1997",49.90M
"March 31, 1997",50.50M
"Dec. 31, 1996",47.20M
"Sept. 30, 1996",54.90M
"June 30, 1996",53.60M
"March 31, 1996",58.70M
"Dec. 31, 1995",59.40M
"Sept. 30, 1995",56.80M
"June 30, 1995",62.60M
"March 31, 1995",62.80M
"Dec. 31, 1994",63.00M
"Sept. 30, 1994",44.60M
"June 30, 1994",27.70M
"March 31, 1994",12.10M
