date,days_payables_outstanding
"Dec. 31, 2019",110.79
"Sept. 30, 2019",105.39
"June 30, 2019",111.59
"March 31, 2019",94.05
"Dec. 31, 2018",91.94
"Sept. 30, 2018",93.65
"June 30, 2018",101.22
"March 31, 2018",85.32
"Dec. 31, 2017",123.33
"Sept. 30, 2017",105.75
"June 30, 2017",108.10
"March 31, 2017",95.25
"Dec. 31, 2016",101.69
"Sept. 30, 2016",89.79
"June 30, 2016",88.71
"March 31, 2016",78.95
"Dec. 31, 2015",39.11
"Sept. 30, 2015",20.27
"June 30, 2015",23.76
"March 31, 2015",81.53
"Dec. 31, 2014",16.69
"Sept. 30, 2014",46.47
"June 30, 2014",47.54
"March 31, 2014",43.11
"Dec. 31, 2013",6.726
"Sept. 30, 2013",47.61
"June 30, 2013",52.85
"March 31, 2013",48.92
"Dec. 31, 2012",57.02
"Sept. 30, 2012",51.84
"June 30, 2012",66.19
"March 31, 2012",61.43
"Dec. 31, 2011",30.93
"Sept. 30, 2011",94.21
"June 30, 2011",105.19
"March 31, 2011",70.10
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",103.37
"March 31, 2010",80.41
"Dec. 31, 2009",87.12
"Sept. 30, 2009",55.83
"June 30, 2009",73.16
"March 31, 2009",64.73
"Dec. 31, 2008",58.80
"Sept. 30, 2008",63.08
"June 30, 2008",83.51
"March 31, 2008",72.86
"Dec. 31, 2007",96.69
"Sept. 30, 2007",71.55
"June 30, 2007",67.81
"March 31, 2007",42.04
"Dec. 31, 2006",68.01
"Sept. 30, 2006",39.00
"June 30, 2006",62.91
"March 31, 2006",55.70
"Dec. 31, 2005",63.44
"Sept. 30, 2005",47.91
"June 30, 2005",64.40
"March 31, 2005",66.63
"Dec. 31, 2004",75.03
"Sept. 30, 2004",56.21
"June 30, 2004",79.32
"March 31, 2004",52.02
"Dec. 31, 2003",52.73
"Sept. 30, 2003",42.37
"June 30, 2003",48.99
"March 31, 2003",51.76
"Dec. 31, 2002",57.94
"Sept. 30, 2002",34.82
"June 30, 2002",47.54
"March 31, 2002",50.55
"Dec. 31, 2001",138.78
"Sept. 30, 2001",151.52
"June 30, 2001",175.41
"March 31, 2001",191.22
"Dec. 31, 2000",183.18
"Sept. 30, 2000",134.36
"June 30, 2000",117.41
"March 31, 2000",132.25
"Dec. 31, 1999",212.00
"Sept. 30, 1999",139.92
"June 30, 1999",232.47
"March 31, 1999",135.30
"Dec. 31, 1998",123.02
"Sept. 30, 1998",88.73
"June 30, 1998",86.71
"March 31, 1998",100.36
"Dec. 31, 1997",95.17
"Sept. 30, 1997",76.75
"June 30, 1997",86.12
"March 31, 1997",81.00
"Dec. 31, 1996",80.82
"Sept. 30, 1996",54.93
"June 30, 1996",62.55
"March 31, 1996",79.93
"Dec. 31, 1995",84.83
"Sept. 30, 1995",72.41
"June 30, 1995",87.00
"March 31, 1995",76.01
"Dec. 31, 1994",91.75
"Sept. 30, 1994",71.62
"June 30, 1994",86.14
