date,tobin_q
"Dec. 31, 2019",1.404
"Sept. 30, 2019",1.286
"June 30, 2019",1.627
"March 31, 2019",1.677
"Dec. 31, 2018",1.604
"Sept. 30, 2018",2.341
"June 30, 2018",2.409
"March 31, 2018",2.155
"Dec. 31, 2017",2.276
"Sept. 30, 2017",2.143
"June 30, 2017",1.982
"March 31, 2017",2.12
"Dec. 31, 2016",2.182
"Sept. 30, 2016",2.320
"June 30, 2016",2.020
"March 31, 2016",1.750
"Dec. 31, 2015",1.661
"Sept. 30, 2015",1.673
"June 30, 2015",1.564
"March 31, 2015",1.586
"Dec. 31, 2014",1.564
"Sept. 30, 2014",1.70
"June 30, 2014",2.063
"March 31, 2014",1.807
"Dec. 31, 2013",1.653
"Sept. 30, 2013",1.700
"June 30, 2013",1.394
"March 31, 2013",1.408
"Dec. 31, 2012",1.392
"Sept. 30, 2012",1.257
"June 30, 2012",1.118
"March 31, 2012",1.358
"Dec. 31, 2011",1.239
"Sept. 30, 2011",0.9288
"June 30, 2011",1.332
"March 31, 2011",1.517
"Dec. 31, 2010",1.291
"Sept. 30, 2010",1.392
"June 30, 2010",1.454
"March 31, 2010",1.417
"Dec. 31, 2009",1.481
"Sept. 30, 2009",1.347
"June 30, 2009",1.117
"March 31, 2009",0.9562
"Dec. 31, 2008",1.137
"Sept. 30, 2008",1.487
"June 30, 2008",2.400
"March 31, 2008",2.393
"Dec. 31, 2007",1.934
"Sept. 30, 2007",1.661
"June 30, 2007",1.798
"March 31, 2007",1.862
"Dec. 31, 2006",1.692
"Sept. 30, 2006",1.780
"June 30, 2006",1.987
"March 31, 2006",2.157
"Dec. 31, 2005",2.364
"Sept. 30, 2005",2.684
"June 30, 2005",2.268
"March 31, 2005",2.077
"Dec. 31, 2004",1.674
"Sept. 30, 2004",1.654
"June 30, 2004",1.601
"March 31, 2004",1.324
"Dec. 31, 2003",1.409
"Sept. 30, 2003",1.301
"June 30, 2003",1.353
"March 31, 2003",1.366
"Dec. 31, 2002",1.509
"Sept. 30, 2002",1.448
"June 30, 2002",1.603
"March 31, 2002",1.674
"Dec. 31, 2001",1.628
"Sept. 30, 2001",1.252
"June 30, 2001",1.533
"March 31, 2001",1.870
"Dec. 31, 2000",2.457
"Sept. 30, 2000",1.945
"June 30, 2000",1.864
"March 31, 2000",1.365
"Dec. 31, 1999",1.244
"Sept. 30, 1999",1.427
"June 30, 1999",1.428
"March 31, 1999",1.244
"Dec. 31, 1998",1.263
"Sept. 30, 1998",1.282
"June 30, 1998",1.440
"March 31, 1998",1.571
"Dec. 31, 1997",1.482
"Sept. 30, 1997",1.582
"June 30, 1997",1.355
"March 31, 1997",1.535
"Dec. 31, 1996",1.827
"Sept. 30, 1996",1.915
"June 30, 1996",2.128
"March 31, 1996",2.064
"Dec. 31, 1995",1.899
"Sept. 30, 1995",1.757
"June 30, 1995",1.787
"March 31, 1995",2.065
"Dec. 31, 1994",1.626
"Sept. 30, 1994",1.823
"June 30, 1994",2.108
"March 31, 1994",1.997
"Dec. 31, 1993",1.788
"Sept. 30, 1993",2.453
"June 30, 1993",2.000
"March 31, 1993",1.988
"Dec. 31, 1992",1.414
"Sept. 30, 1992",1.519
"June 30, 1992",1.605
"March 31, 1992",1.406
"Dec. 31, 1991",1.310
"Sept. 30, 1991",1.585
"June 30, 1991",1.244
"March 31, 1991",1.362
"Dec. 31, 1990",1.432
"Sept. 30, 1990",1.735
"June 30, 1990",1.617
"March 31, 1990",1.570
"Dec. 31, 1989",1.644
