date,springate_score
"Dec. 31, 2019",1.137
"Sept. 30, 2019",1.255
"June 30, 2019",1.399
"March 31, 2019",1.437
"Dec. 31, 2018",1.549
"Sept. 30, 2018",1.327
"June 30, 2018",1.014
"March 31, 2018",0.8396
"Dec. 31, 2017",0.6122
"Sept. 30, 2017",0.4308
"June 30, 2017",0.2654
"March 31, 2017",0.0961
"Dec. 31, 2016",-0.3596
"Sept. 30, 2016",-3.506
"June 30, 2016",-3.216
"March 31, 2016",-2.712
"Dec. 31, 2015",-2.196
"Sept. 30, 2015",0.5887
"June 30, 2015",1.105
"March 31, 2015",1.398
"Dec. 31, 2014",1.830
"Sept. 30, 2014",1.813
"June 30, 2014",1.552
"March 31, 2014",1.586
"Dec. 31, 2013",1.471
"Sept. 30, 2013",1.034
"June 30, 2013",0.9934
"March 31, 2013",0.8208
"Dec. 31, 2012",0.7911
"Sept. 30, 2012",1.058
"June 30, 2012",1.056
"March 31, 2012",1.114
"Dec. 31, 2011",1.026
"Sept. 30, 2011",1.029
"June 30, 2011",0.7844
"March 31, 2011",0.5131
"Dec. 31, 2010",0.4763
"Sept. 30, 2010",0.7685
"June 30, 2010",0.886
"March 31, 2010",0.797
"Dec. 31, 2009",0.8419
"Sept. 30, 2009",0.8816
"June 30, 2009",2.272
"March 31, 2009",2.352
"Dec. 31, 2008",2.418
"Sept. 30, 2008",2.449
"June 30, 2008",1.167
"March 31, 2008",1.513
