date,debt_equity_ratio
"Dec. 31, 2019",0.2392
"Sept. 30, 2019",0.2451
"June 30, 2019",0.251
"March 31, 2019",0.3055
"Dec. 31, 2018",0.3142
"Sept. 30, 2018",0.3471
"June 30, 2018",0.3687
"March 31, 2018",0.3821
"Dec. 31, 2017",0.3922
"Sept. 30, 2017",0.4588
"June 30, 2017",0.5026
"March 31, 2017",0.5016
"Dec. 31, 2016",0.4997
"Sept. 30, 2016",0.5921
"June 30, 2016",0.5794
"March 31, 2016",0.5631
"Dec. 31, 2015",0.5142
"Sept. 30, 2015",0.484
"June 30, 2015",0.3673
"March 31, 2015",0.395
"Dec. 31, 2014",0.3337
"Sept. 30, 2014",0.3335
"June 30, 2014",0.3537
"March 31, 2014",0.3686
"Dec. 31, 2013",0.3835
"Sept. 30, 2013",0.4248
"June 30, 2013",0.4389
"March 31, 2013",0.4589
"Dec. 31, 2012",0.4751
"Sept. 30, 2012",0.4571
"June 30, 2012",0.3753
"March 31, 2012",0.3857
"Dec. 31, 2011",0.3963
"Sept. 30, 2011",0.4184
"June 30, 2011",0.4327
"March 31, 2011",0.4432
"Dec. 31, 2010",0.5105
"Sept. 30, 2010",0.3725
"June 30, 2010",0.3686
"March 31, 2010",0.2752
"Dec. 31, 2009",0.2798
"Sept. 30, 2009",0.2939
"June 30, 2009",0.3021
"March 31, 2009",0.2309
"Dec. 31, 2008",0.2104
"Sept. 30, 2008",0.2127
"June 30, 2008",0.1545
"March 31, 2008",0.1648
"Dec. 31, 2007",0.1695
"Sept. 30, 2007",0.1937
"June 30, 2007",0.1405
"March 31, 2007",0.1403
"Dec. 31, 2006",0.131
"Sept. 30, 2006",0.1515
"June 30, 2006",0.1734
"March 31, 2006",0.1966
"Dec. 31, 2005",0.2282
"Sept. 30, 2005",0.2707
"June 30, 2005",0.3286
"March 31, 2005",0.3551
"Dec. 31, 2004",0.3659
"Sept. 30, 2004",0.39
"June 30, 2004",0.4382
"March 31, 2004",0.4689
"Dec. 31, 2003",0.4987
"Sept. 30, 2003",0.4812
"June 30, 2003",0.5101
"March 31, 2003",0.5728
"Dec. 31, 2002",0.6847
"Sept. 30, 2002",0.6548
"June 30, 2002",0.6145
"March 31, 2002",0.6004
"Dec. 31, 2001",0.5211
"Sept. 30, 2001",0.4149
"June 30, 2001",0.3864
"March 31, 2001",0.4209
"Dec. 31, 2000",0.622
"Sept. 30, 2000",0.7571
"June 30, 2000",0.8164
"March 31, 2000",0.8298
"Dec. 31, 1999",0.8767
"Sept. 30, 1999",1.224
"June 30, 1999",0.8702
"March 31, 1999",0.9111
"Dec. 31, 1998",0.8926
"Sept. 30, 1998",0.8421
"June 30, 1998",0.6546
"March 31, 1998",0.6151
"Dec. 31, 1997",0.5787
"Sept. 30, 1997",0.5321
"June 30, 1997",0.5049
"March 31, 1997",0.4145
"Dec. 31, 1996",0.3684
"Sept. 30, 1996",0.2431
"June 30, 1996",0.2377
"March 31, 1996",0.2709
"Dec. 31, 1995",0.2484
"Sept. 30, 1995",0.2314
"June 30, 1995",0.1908
"March 31, 1995",0.1841
"Dec. 31, 1994",0.184
"Sept. 30, 1994",0.1803
"June 30, 1994",0.1794
"March 31, 1994",0.1607
"Dec. 31, 1993",0.1961
"Sept. 30, 1993",0.1669
"June 30, 1993",0.1714
"March 31, 1993",0.1763
"Dec. 31, 1992",0.1799
"Sept. 30, 1992",0.1998
"June 30, 1992",0.6313
"March 31, 1992",0.6282
"Dec. 31, 1991",0.6496
"Sept. 30, 1991",0.6255
"June 30, 1991",0.5866
"March 31, 1991",0.6681
"Dec. 31, 1990",0.6859
"Sept. 30, 1990",0.688
"June 30, 1990",0.773
"March 31, 1990",0.6716
"Dec. 31, 1989",0.6182
