date,current_ratio
"Dec. 31, 2019",1.175
"Sept. 30, 2019",1.077
"June 30, 2019",1.018
"March 31, 2019",1.141
"Dec. 31, 2018",1.356
"Sept. 30, 2018",1.089
"June 30, 2018",0.9848
"March 31, 2018",1.264
"Dec. 31, 2017",1.203
"Sept. 30, 2017",1.268
"June 30, 2017",1.243
"March 31, 2017",1.670
"Dec. 31, 2016",1.670
"Sept. 30, 2016",1.580
"June 30, 2016",1.431
"March 31, 2016",1.528
"Dec. 31, 2015",1.425
"Sept. 30, 2015",1.380
"June 30, 2015",1.641
"March 31, 2015",1.549
"Dec. 31, 2014",1.600
"Sept. 30, 2014",1.446
"June 30, 2014",1.336
"March 31, 2014",1.420
"Dec. 31, 2013",1.423
"Sept. 30, 2013",1.252
"June 30, 2013",1.404
"March 31, 2013",1.327
"Dec. 31, 2012",1.228
"Sept. 30, 2012",1.551
"June 30, 2012",1.10
"March 31, 2012",1.097
"Dec. 31, 2011",1.290
"Sept. 30, 2011",1.401
"June 30, 2011",1.469
"March 31, 2011",1.439
"Dec. 31, 2010",1.138
"Sept. 30, 2010",0.7916
"June 30, 2010",1.230
"March 31, 2010",1.035
"Dec. 31, 2009",1.367
"Sept. 30, 2009",1.525
"June 30, 2009",1.858
"March 31, 2009",1.410
"Dec. 31, 2008",1.195
"Sept. 30, 2008",1.351
"June 30, 2008",0.854
"March 31, 2008",0.9799
"Dec. 31, 2007",0.8765
"Sept. 30, 2007",0.9766
"June 30, 2007",0.9182
"March 31, 2007",1.027
"Dec. 31, 2006",1.076
"Sept. 30, 2006",1.257
"June 30, 2006",1.477
"March 31, 2006",1.560
"Dec. 31, 2005",1.334
"Sept. 30, 2005",1.480
"June 30, 2005",1.433
"March 31, 2005",1.301
"Dec. 31, 2004",0.9282
"Sept. 30, 2004",1.063
"June 30, 2004",1.088
"March 31, 2004",1.022
"Dec. 31, 2003",0.8311
"Sept. 30, 2003",1.576
"June 30, 2003",1.711
"March 31, 2003",1.495
"Dec. 31, 2002",1.429
"Sept. 30, 2002",1.166
"June 30, 2002",1.181
"March 31, 2002",1.018
"Dec. 31, 2001",0.8764
"Sept. 30, 2001",0.8789
"June 30, 2001",0.9714
"March 31, 2001",0.8839
"Dec. 31, 2000",1.067
"Sept. 30, 2000",1.143
"June 30, 2000",1.287
"March 31, 2000",1.006
"Dec. 31, 1999",0.9172
"Sept. 30, 1999",0.9543
"June 30, 1999",1.129
"March 31, 1999",1.028
"Dec. 31, 1998",0.9383
"Sept. 30, 1998",0.8764
"June 30, 1998",1.025
"March 31, 1998",1.155
"Dec. 31, 1997",0.9691
"Sept. 30, 1997",1.188
"June 30, 1997",1.233
"March 31, 1997",1.030
"Dec. 31, 1996",1.027
"Sept. 30, 1996",1.074
"June 30, 1996",1.477
"March 31, 1996",1.610
"Dec. 31, 1995",1.286
"Sept. 30, 1995",1.224
"June 30, 1995",1.379
"March 31, 1995",1.315
"Dec. 31, 1994",0.9502
"Sept. 30, 1994",1.364
"June 30, 1994",1.305
"March 31, 1994",1.180
"Dec. 31, 1993",1.145
"Sept. 30, 1993",1.452
"June 30, 1993",1.074
"March 31, 1993",1.157
"Dec. 31, 1992",1.269
"Sept. 30, 1992",2.376
"June 30, 1992",1.095
"March 31, 1992",1.101
"Dec. 31, 1991",0.9682
"Sept. 30, 1991",0.7145
"June 30, 1991",0.8702
"March 31, 1991",0.9713
"Dec. 31, 1990",1.009
"Sept. 30, 1990",1.006
"June 30, 1990",1.120
"March 31, 1990",1.245
"Dec. 31, 1989",1.381
