date,historical_daily_var_5_all
"Feb. 29, 2020",3.51%
"Jan. 31, 2020",3.50%
"Dec. 31, 2019",3.50%
"Nov. 30, 2019",3.50%
"Oct. 31, 2019",3.51%
"Sept. 30, 2019",3.51%
"Aug. 31, 2019",3.51%
"July 31, 2019",3.50%
"June 30, 2019",3.50%
"May 31, 2019",3.50%
"April 30, 2019",3.50%
"March 31, 2019",3.50%
"Feb. 28, 2019",3.49%
"Jan. 31, 2019",3.50%
"Dec. 31, 2018",3.50%
"Nov. 30, 2018",3.49%
"Oct. 31, 2018",3.49%
"Sept. 30, 2018",3.47%
"Aug. 31, 2018",3.47%
"July 31, 2018",3.47%
"June 30, 2018",3.48%
"May 31, 2018",3.48%
"April 30, 2018",3.49%
"March 31, 2018",3.49%
"Feb. 28, 2018",3.49%
"Jan. 31, 2018",3.49%
"Dec. 31, 2017",3.49%
"Nov. 30, 2017",3.50%
"Oct. 31, 2017",3.50%
"Sept. 30, 2017",3.51%
"Aug. 31, 2017",3.51%
"July 31, 2017",3.51%
"June 30, 2017",3.51%
"May 31, 2017",3.51%
"April 30, 2017",3.52%
"March 31, 2017",3.52%
"Feb. 28, 2017",3.52%
"Jan. 31, 2017",3.52%
"Dec. 31, 2016",3.53%
"Nov. 30, 2016",3.53%
"Oct. 31, 2016",3.53%
"Sept. 30, 2016",3.54%
"Aug. 31, 2016",3.55%
"July 31, 2016",3.55%
"June 30, 2016",3.56%
"May 31, 2016",3.55%
"April 30, 2016",3.56%
"March 31, 2016",3.56%
"Feb. 29, 2016",3.56%
"Jan. 31, 2016",3.55%
"Dec. 31, 2015",3.55%
"Nov. 30, 2015",3.53%
"Oct. 31, 2015",3.53%
"Sept. 30, 2015",3.53%
"Aug. 31, 2015",3.53%
"July 31, 2015",3.52%
"June 30, 2015",3.53%
"May 31, 2015",3.53%
"April 30, 2015",3.53%
"March 31, 2015",3.54%
"Feb. 28, 2015",3.55%
"Jan. 31, 2015",3.55%
"Dec. 31, 2014",3.55%
"Nov. 30, 2014",3.55%
"Oct. 31, 2014",3.55%
"Sept. 30, 2014",3.54%
"Aug. 31, 2014",3.54%
"July 31, 2014",3.55%
"June 30, 2014",3.55%
"May 31, 2014",3.55%
"April 30, 2014",3.56%
"March 31, 2014",3.56%
"Feb. 28, 2014",3.56%
"Jan. 31, 2014",3.57%
"Dec. 31, 2013",3.57%
"Nov. 30, 2013",3.57%
"Oct. 31, 2013",3.57%
"Sept. 30, 2013",3.57%
