date,historical_monthly_var_5_all
"Feb. 29, 2020",14.29%
"Jan. 31, 2020",14.25%
"Dec. 31, 2019",14.25%
"Nov. 30, 2019",14.26%
"Oct. 31, 2019",14.28%
"Sept. 30, 2019",14.24%
"Aug. 31, 2019",14.24%
"July 31, 2019",14.23%
"June 30, 2019",14.24%
"May 31, 2019",14.24%
"April 30, 2019",14.23%
"March 31, 2019",14.24%
"Feb. 28, 2019",14.24%
"Jan. 31, 2019",14.24%
"Dec. 31, 2018",14.24%
"Nov. 30, 2018",14.21%
"Oct. 31, 2018",14.06%
"Sept. 30, 2018",13.92%
"Aug. 31, 2018",13.94%
"July 31, 2018",13.99%
"June 30, 2018",14.05%
"May 31, 2018",14.06%
"April 30, 2018",14.06%
"March 31, 2018",14.07%
"Feb. 28, 2018",14.09%
"Jan. 31, 2018",14.10%
"Dec. 31, 2017",14.11%
"Nov. 30, 2017",14.13%
"Oct. 31, 2017",14.19%
"Sept. 30, 2017",14.20%
"Aug. 31, 2017",14.21%
"July 31, 2017",14.21%
"June 30, 2017",14.23%
"May 31, 2017",14.24%
"April 30, 2017",14.24%
"March 31, 2017",14.25%
"Feb. 28, 2017",14.25%
"Jan. 31, 2017",14.27%
"Dec. 31, 2016",14.29%
"Nov. 30, 2016",14.29%
"Oct. 31, 2016",14.29%
"Sept. 30, 2016",14.32%
"Aug. 31, 2016",14.33%
"July 31, 2016",14.33%
"June 30, 2016",14.36%
"May 31, 2016",14.36%
"April 30, 2016",14.36%
"March 31, 2016",14.36%
"Feb. 29, 2016",14.36%
"Jan. 31, 2016",14.38%
"Dec. 31, 2015",14.31%
"Nov. 30, 2015",14.28%
"Oct. 31, 2015",14.29%
"Sept. 30, 2015",14.29%
"Aug. 31, 2015",14.29%
"July 31, 2015",14.29%
"June 30, 2015",14.29%
"May 31, 2015",14.30%
"April 30, 2015",14.33%
"March 31, 2015",14.33%
"Feb. 28, 2015",14.35%
"Jan. 31, 2015",14.36%
"Dec. 31, 2014",14.36%
"Nov. 30, 2014",14.36%
"Oct. 31, 2014",14.36%
"Sept. 30, 2014",14.36%
"Aug. 31, 2014",14.36%
"July 31, 2014",14.37%
"June 30, 2014",14.40%
"May 31, 2014",14.46%
"April 30, 2014",14.49%
"March 31, 2014",14.51%
"Feb. 28, 2014",14.53%
"Jan. 31, 2014",14.56%
"Dec. 31, 2013",14.60%
"Nov. 30, 2013",14.65%
"Oct. 31, 2013",14.69%
"Sept. 30, 2013",14.75%
"Aug. 31, 2013",14.75%
"July 31, 2013",14.76%
"June 30, 2013",14.77%
"May 31, 2013",14.79%
"April 30, 2013",14.79%
"March 31, 2013",14.80%
"Feb. 28, 2013",14.80%
"Jan. 31, 2013",14.81%
"Dec. 31, 2012",14.83%
"Nov. 30, 2012",14.84%
"Oct. 31, 2012",14.84%
"Sept. 30, 2012",14.88%
"Aug. 31, 2012",14.89%
"July 31, 2012",14.97%
"June 30, 2012",15.02%
"May 31, 2012",14.86%
"April 30, 2012",14.88%
"March 31, 2012",14.93%
"Feb. 29, 2012",14.99%
"Jan. 31, 2012",15.04%
"Dec. 31, 2011",15.05%
"Nov. 30, 2011",15.05%
"Oct. 31, 2011",15.06%
"Sept. 30, 2011",15.05%
"Aug. 31, 2011",14.97%
"July 31, 2011",14.84%
"June 30, 2011",14.84%
"May 31, 2011",14.86%
"April 30, 2011",14.88%
"March 31, 2011",14.93%
"Feb. 28, 2011",14.99%
"Jan. 31, 2011",15.04%
"Dec. 31, 2010",15.05%
"Nov. 30, 2010",15.05%
"Oct. 31, 2010",15.06%
"Sept. 30, 2010",15.08%
"Aug. 31, 2010",15.09%
"July 31, 2010",15.09%
"June 30, 2010",15.11%
"May 31, 2010",15.13%
"April 30, 2010",15.16%
"March 31, 2010",15.19%
"Feb. 28, 2010",15.20%
"Jan. 31, 2010",15.22%
"Dec. 31, 2009",15.23%
"Nov. 30, 2009",15.24%
"Oct. 31, 2009",15.31%
"Sept. 30, 2009",15.34%
"Aug. 31, 2009",15.36%
"July 31, 2009",15.39%
"June 30, 2009",15.23%
"May 31, 2009",15.23%
"April 30, 2009",15.28%
"March 31, 2009",15.33%
"Feb. 28, 2009",15.16%
"Jan. 31, 2009",15.08%
"Dec. 31, 2008",15.10%
"Nov. 30, 2008",14.85%
"Oct. 31, 2008",14.88%
"Sept. 30, 2008",14.45%
"Aug. 31, 2008",14.46%
"July 31, 2008",14.30%
"June 30, 2008",14.09%
"May 31, 2008",14.11%
"April 30, 2008",14.17%
"March 31, 2008",14.20%
"Feb. 29, 2008",14.21%
"Jan. 31, 2008",14.21%
"Dec. 31, 2007",14.23%
"Nov. 30, 2007",14.24%
"Oct. 31, 2007",14.26%
"Sept. 30, 2007",14.29%
"Aug. 31, 2007",14.29%
"July 31, 2007",14.29%
"June 30, 2007",14.31%
"May 31, 2007",14.33%
"April 30, 2007",14.35%
"March 31, 2007",14.36%
"Feb. 28, 2007",14.36%
"Jan. 31, 2007",14.36%
"Dec. 31, 2006",14.38%
"Nov. 30, 2006",14.45%
"Oct. 31, 2006",14.48%
"Sept. 30, 2006",14.54%
"Aug. 31, 2006",14.59%
"July 31, 2006",14.65%
"June 30, 2006",14.73%
"May 31, 2006",14.42%
"April 30, 2006",14.35%
"March 31, 2006",14.36%
"Feb. 28, 2006",14.36%
"Jan. 31, 2006",14.25%
"Dec. 31, 2005",14.29%
"Nov. 30, 2005",14.29%
"Oct. 31, 2005",14.29%
"Sept. 30, 2005",14.29%
"Aug. 31, 2005",14.29%
"July 31, 2005",14.29%
"June 30, 2005",14.31%
"May 31, 2005",14.33%
"April 30, 2005",14.35%
"March 31, 2005",14.36%
"Feb. 28, 2005",14.36%
"Jan. 31, 2005",14.37%
"Dec. 31, 2004",14.45%
"Nov. 30, 2004",14.48%
"Oct. 31, 2004",14.54%
"Sept. 30, 2004",14.63%
"Aug. 31, 2004",14.72%
"July 31, 2004",14.75%
"June 30, 2004",14.76%
"May 31, 2004",14.78%
"April 30, 2004",14.80%
"March 31, 2004",14.80%
"Feb. 29, 2004",14.82%
"Jan. 31, 2004",14.84%
"Dec. 31, 2003",14.84%
"Nov. 30, 2003",14.86%
"Oct. 31, 2003",14.91%
"Sept. 30, 2003",14.98%
"Aug. 31, 2003",15.03%
"July 31, 2003",15.05%
"June 30, 2003",15.07%
"May 31, 2003",15.08%
"April 30, 2003",15.10%
"March 31, 2003",15.11%
"Feb. 28, 2003",15.15%
"Jan. 31, 2003",15.16%
"Dec. 31, 2002",15.20%
"Nov. 30, 2002",15.21%
"Oct. 31, 2002",15.23%
"Sept. 30, 2002",15.27%
"Aug. 31, 2002",15.32%
"July 31, 2002",15.33%
"June 30, 2002",15.20%
"May 31, 2002",15.22%
"April 30, 2002",15.23%
"March 31, 2002",15.31%
"Feb. 28, 2002",15.34%
"Jan. 31, 2002",15.34%
"Dec. 31, 2001",15.25%
"Nov. 30, 2001",15.32%
"Oct. 31, 2001",15.34%
"Sept. 30, 2001",15.37%
"Aug. 31, 2001",15.18%
"July 31, 2001",15.20%
"June 30, 2001",14.84%
"May 31, 2001",14.51%
"April 30, 2001",14.70%
"March 31, 2001",14.45%
"Feb. 28, 2001",14.48%
"Jan. 31, 2001",14.45%
"Dec. 31, 2000",14.36%
"Nov. 30, 2000",14.36%
"Oct. 31, 2000",14.41%
"Sept. 30, 2000",14.46%
"Aug. 31, 2000",14.50%
"July 31, 2000",14.66%
"June 30, 2000",14.46%
"May 31, 2000",14.51%
"April 30, 2000",14.70%
"March 31, 2000",14.75%
"Feb. 29, 2000",14.76%
"Jan. 31, 2000",14.79%
"Dec. 31, 1999",14.80%
"Nov. 30, 1999",14.41%
"Oct. 31, 1999",14.46%
"Sept. 30, 1999",14.42%
"Aug. 31, 1999",14.46%
"July 31, 1999",14.51%
"June 30, 1999",14.68%
"May 31, 1999",14.75%
"April 30, 1999",14.76%
"March 31, 1999",14.79%
"Feb. 28, 1999",14.80%
"Jan. 31, 1999",14.80%
"Dec. 31, 1998",14.83%
"Nov. 30, 1998",14.46%
"Oct. 31, 1998",14.50%
"Sept. 30, 1998",14.64%
"Aug. 31, 1998",14.46%
"July 31, 1998",14.21%
"June 30, 1998",13.83%
"May 31, 1998",13.49%
"April 30, 1998",13.53%
"March 31, 1998",13.54%
"Feb. 28, 1998",13.57%
"Jan. 31, 1998",13.65%
"Dec. 31, 1997",13.74%
"Nov. 30, 1997",13.82%
"Oct. 31, 1997",13.76%
"Sept. 30, 1997",13.82%
"Aug. 31, 1997",13.83%
"July 31, 1997",13.87%
"June 30, 1997",14.20%
"May 31, 1997",13.83%
"April 30, 1997",13.84%
"March 31, 1997",13.84%
"Feb. 28, 1997",13.99%
"Jan. 31, 1997",13.25%
"Dec. 31, 1996",13.32%
"Nov. 30, 1996",13.35%
"Oct. 31, 1996",13.39%
"Sept. 30, 1996",13.46%
"Aug. 31, 1996",13.49%
"July 31, 1996",13.52%
"June 30, 1996",13.56%
"May 31, 1996",13.70%
"April 30, 1996",13.81%
"March 31, 1996",13.85%
"Feb. 29, 1996",14.01%
"Jan. 31, 1996",14.21%
"Dec. 31, 1995",14.23%
"Nov. 30, 1995",14.27%
"Oct. 31, 1995",14.29%
"Sept. 30, 1995",13.78%
"Aug. 31, 1995",13.83%
"July 31, 1995",13.89%
"June 30, 1995",14.21%
"May 31, 1995",14.22%
"April 30, 1995",14.26%
"March 31, 1995",14.29%
"Feb. 28, 1995",14.32%
"Jan. 31, 1995",14.36%
"Dec. 31, 1994",14.36%
"Nov. 30, 1994",14.23%
"Oct. 31, 1994",14.14%
"Sept. 30, 1994",14.21%
"Aug. 31, 1994",14.24%
"July 31, 1994",14.29%
"June 30, 1994",14.30%
"May 31, 1994",14.36%
"April 30, 1994",14.36%
"March 31, 1994",14.50%
"Feb. 28, 1994",14.73%
"Jan. 31, 1994",14.75%
"Dec. 31, 1993",14.79%
"Nov. 30, 1993",14.80%
"Oct. 31, 1993",14.16%
"Sept. 30, 1993",13.87%
"Aug. 31, 1993",14.21%
"July 31, 1993",14.22%
"June 30, 1993",14.29%
"May 31, 1993",14.31%
"April 30, 1993",14.36%
"March 31, 1993",14.36%
"Feb. 28, 1993",14.56%
"Jan. 31, 1993",14.73%
"Dec. 31, 1992",14.75%
"Nov. 30, 1992",14.80%
"Oct. 31, 1992",14.75%
"Sept. 30, 1992",14.87%
"Aug. 31, 1992",15.05%
"July 31, 1992",15.08%
"June 30, 1992",15.18%
"May 31, 1992",15.25%
"April 30, 1992",15.44%
"March 31, 1992",15.64%
"Feb. 29, 1992",15.64%
"Jan. 31, 1992",15.73%
"Dec. 31, 1991",15.64%
"Nov. 30, 1991",15.14%
"Oct. 31, 1991",15.22%
"Sept. 30, 1991",15.64%
"Aug. 31, 1991",15.64%
"July 31, 1991",15.68%
"June 30, 1991",15.70%
"May 31, 1991",15.91%
"April 30, 1991",16.18%
"March 31, 1991",16.35%
"Feb. 28, 1991",16.58%
"Jan. 31, 1991",17.53%
"Dec. 31, 1990",14.21%
"Nov. 30, 1990",12.35%
"Oct. 31, 1990",11.74%
"Sept. 30, 1990",9.67%
"Aug. 31, 1990",10.06%
"July 31, 1990",10.91%
"June 30, 1990",11.97%
"May 31, 1990",12.32%
"April 30, 1990",12.36%
"March 31, 1990",12.62%
"Feb. 28, 1990",12.84%
"Jan. 31, 1990",12.96%
"Dec. 31, 1989",-1.98%
"Nov. 30, 1989",-1.30%
