date,ev_revenues
"March 19, 2020",1.313
"March 18, 2020",1.196
"March 17, 2020",1.234
"March 16, 2020",1.241
"March 13, 2020",1.367
"March 12, 2020",1.289
"March 11, 2020",1.505
"March 10, 2020",1.598
"March 9, 2020",1.462
"March 6, 2020",2.064
"March 5, 2020",2.287
"March 4, 2020",2.362
"March 3, 2020",2.306
"March 2, 2020",2.321
"Feb. 28, 2020",2.334
"Feb. 27, 2020",2.224
"Feb. 26, 2020",2.332
"Feb. 25, 2020",2.461
"Feb. 24, 2020",2.560
"Feb. 21, 2020",2.707
"Feb. 20, 2020",2.767
"Feb. 19, 2020",2.811
"Feb. 18, 2020",2.717
"Feb. 14, 2020",2.731
"Feb. 13, 2020",2.756
"Feb. 12, 2020",2.746
"Feb. 11, 2020",2.726
"Feb. 10, 2020",2.689
"Feb. 7, 2020",2.711
"Feb. 6, 2020",2.762
"Feb. 5, 2020",2.802
"Feb. 4, 2020",2.686
"Feb. 3, 2020",2.609
"Jan. 31, 2020",2.662
"Jan. 30, 2020",2.761
"Jan. 29, 2020",2.738
"Jan. 28, 2020",2.802
"Jan. 27, 2020",2.788
"Jan. 24, 2020",2.898
"Jan. 23, 2020",2.965
"Jan. 22, 2020",3.008
"Jan. 21, 2020",3.04
"Jan. 17, 2020",3.083
"Jan. 16, 2020",3.141
"Jan. 15, 2020",3.132
"Jan. 14, 2020",3.118
"Jan. 13, 2020",3.090
"Jan. 10, 2020",3.116
"Jan. 9, 2020",3.183
"Jan. 8, 2020",3.152
"Jan. 7, 2020",3.218
"Jan. 6, 2020",3.190
"Jan. 3, 2020",3.072
"Jan. 2, 2020",3.043
"Dec. 31, 2019",3.030
"Dec. 30, 2019",2.951
"Dec. 27, 2019",2.976
"Dec. 26, 2019",2.993
"Dec. 24, 2019",2.999
"Dec. 23, 2019",2.984
"Dec. 20, 2019",2.960
"Dec. 19, 2019",2.913
"Dec. 18, 2019",2.891
"Dec. 17, 2019",2.832
"Dec. 16, 2019",2.802
"Dec. 13, 2019",2.721
"Dec. 12, 2019",2.762
"Dec. 11, 2019",2.694
"Dec. 10, 2019",2.700
"Dec. 9, 2019",2.689
"Dec. 6, 2019",2.670
"Dec. 5, 2019",2.558
"Dec. 4, 2019",2.607
"Dec. 3, 2019",2.498
"Dec. 2, 2019",2.565
"Nov. 29, 2019",2.568
"Nov. 27, 2019",2.617
"Nov. 26, 2019",2.602
"Nov. 25, 2019",2.656
"Nov. 22, 2019",2.638
"Nov. 21, 2019",2.649
"Nov. 20, 2019",2.607
"Nov. 19, 2019",2.552
"Nov. 18, 2019",2.580
"Nov. 15, 2019",2.654
"Nov. 14, 2019",2.617
"Nov. 13, 2019",2.625
"Nov. 12, 2019",2.648
"Nov. 11, 2019",2.666
"Nov. 8, 2019",2.695
"Nov. 7, 2019",2.696
"Nov. 6, 2019",2.586
"Nov. 5, 2019",2.672
"Nov. 4, 2019",2.661
"Nov. 1, 2019",2.577
"Oct. 31, 2019",2.516
"Oct. 30, 2019",2.526
"Oct. 29, 2019",2.599
"Oct. 28, 2019",2.574
"Oct. 25, 2019",2.621
"Oct. 24, 2019",2.604
"Oct. 23, 2019",2.603
"Oct. 22, 2019",2.524
"Oct. 21, 2019",2.460
"Oct. 18, 2019",2.353
"Oct. 17, 2019",2.431
"Oct. 16, 2019",2.478
"Oct. 15, 2019",2.514
"Oct. 14, 2019",2.478
"Oct. 11, 2019",2.514
"Oct. 10, 2019",2.502
"Oct. 9, 2019",2.492
"Oct. 8, 2019",2.496
"Oct. 7, 2019",2.530
"Oct. 4, 2019",2.569
"Oct. 3, 2019",2.566
"Oct. 2, 2019",2.532
"Oct. 1, 2019",2.591
"Sept. 30, 2019",2.679
"Sept. 27, 2019",2.670
"Sept. 26, 2019",2.673
"Sept. 25, 2019",2.728
"Sept. 24, 2019",2.786
"Sept. 23, 2019",2.838
"Sept. 20, 2019",2.866
"Sept. 19, 2019",2.886
"Sept. 18, 2019",2.876
"Sept. 17, 2019",2.873
"Sept. 16, 2019",3.017
"Sept. 13, 2019",2.813
"Sept. 12, 2019",2.823
"Sept. 11, 2019",2.867
"Sept. 10, 2019",2.836
"Sept. 9, 2019",2.833
"Sept. 6, 2019",2.717
"Sept. 5, 2019",2.690
"Sept. 4, 2019",2.689
"Sept. 3, 2019",2.642
"Aug. 30, 2019",2.644
"Aug. 29, 2019",2.653
"Aug. 28, 2019",2.590
"Aug. 27, 2019",2.561
"Aug. 26, 2019",2.581
"Aug. 23, 2019",2.564
"Aug. 22, 2019",2.687
"Aug. 21, 2019",2.743
"Aug. 20, 2019",2.725
"Aug. 19, 2019",2.762
"Aug. 16, 2019",2.700
"Aug. 15, 2019",2.668
"Aug. 14, 2019",2.671
"Aug. 13, 2019",2.785
"Aug. 12, 2019",2.765
"Aug. 9, 2019",2.813
"Aug. 8, 2019",2.845
"Aug. 7, 2019",2.753
"Aug. 6, 2019",2.777
"Aug. 5, 2019",2.801
"Aug. 2, 2019",2.913
"Aug. 1, 2019",2.868
"July 31, 2019",3.024
"July 30, 2019",3.031
"July 29, 2019",2.961
"July 26, 2019",2.973
"July 25, 2019",3.011
"July 24, 2019",3.083
"July 23, 2019",3.080
"July 22, 2019",3.068
"July 19, 2019",3.062
"July 18, 2019",3.01
"July 17, 2019",3.002
"July 16, 2019",3.061
"July 15, 2019",3.118
"July 12, 2019",3.188
"July 11, 2019",3.186
"July 10, 2019",3.180
"July 9, 2019",3.131
"July 8, 2019",3.164
