date,net_income_ttm
"Dec. 31, 2019",2.735B
"Sept. 30, 2019",2.991B
"June 30, 2019",3.567B
"March 31, 2019",3.416B
"Dec. 31, 2018",3.419B
"Sept. 30, 2018",4.957B
"June 30, 2018",3.866B
"March 31, 2018",3.193B
"Dec. 31, 2017",2.583B
"Sept. 30, 2017",9.759M
"June 30, 2017",-280.78M
"March 31, 2017",-596.39M
"Dec. 31, 2016",-1.097B
"Sept. 30, 2016",-1.239B
"June 30, 2016",-5.124B
"March 31, 2016",-4.827B
"Dec. 31, 2015",-4.525B
"Sept. 30, 2015",-3.796B
"June 30, 2015",1.384B
"March 31, 2015",2.085B
"Dec. 31, 2014",2.915B
"Sept. 30, 2014",3.051B
"June 30, 2014",2.410B
"March 31, 2014",2.363B
"Dec. 31, 2013",2.197B
"Sept. 30, 2013",1.112B
"June 30, 2013",1.005B
"March 31, 2013",741.00M
"Dec. 31, 2012",570.28M
"Sept. 30, 2012",1.196B
"June 30, 2012",1.381B
"March 31, 2012",1.281B
"Dec. 31, 2011",1.091B
"Sept. 30, 2011",1.024B
"June 30, 2011",412.31M
"March 31, 2011",176.61M
"Dec. 31, 2010",160.65M
"Sept. 30, 2010",507.41M
"June 30, 2010",582.51M
"March 31, 2010",505.93M
"Dec. 31, 2009",546.63M
"Sept. 30, 2009",607.67M
"June 30, 2009",2.160B
"March 31, 2009",2.355B
"Dec. 31, 2008",2.437B
"Sept. 30, 2008",2.337B
"June 30, 2008",984.36M
"March 31, 2008",1.113B
"Dec. 31, 2007",1.090B
"Sept. 30, 2007",971.35M
"June 30, 2007",1.066B
"March 31, 2007",1.091B
"Dec. 31, 2006",1.300B
"Sept. 30, 2006",1.521B
"June 30, 2006",1.566B
"March 31, 2006",1.484B
"Dec. 31, 2005",1.260B
"Sept. 30, 2005",1.003B
"June 30, 2005",831.22M
"March 31, 2005",726.70M
"Dec. 31, 2004",624.86M
"Sept. 30, 2004",492.61M
"June 30, 2004",437.72M
"March 31, 2004",401.57M
"Dec. 31, 2003",430.14M
"Sept. 30, 2003",400.05M
"June 30, 2003",311.52M
"March 31, 2003",240.84M
"Dec. 31, 2002",87.17M
"Sept. 30, 2002",17.96M
"June 30, 2002",61.03M
"March 31, 2002",159.13M
"Dec. 31, 2001",398.62M
"Sept. 30, 2001",584.86M
"June 30, 2001",629.37M
"March 31, 2001",570.69M
"Dec. 31, 2000",396.93M
"Sept. 30, 2000",265.98M
"June 30, 2000",662.40M
"March 31, 2000",605.48M
"Dec. 31, 1999",569.09M
"Sept. 30, 1999",548.57M
"June 30, 1999",41.57M
"March 31, 1999",34.27M
"Dec. 31, 1998",56.17M
"Sept. 30, 1998",89.40M
"June 30, 1998",114.70M
"March 31, 1998",126.00M
"Dec. 31, 1997",122.10M
"Sept. 30, 1997",114.00M
"June 30, 1997",114.20M
"March 31, 1997",137.20M
"Dec. 31, 1996",140.00M
"Sept. 30, 1996",136.30M
"June 30, 1996",137.90M
"March 31, 1996",138.40M
"Dec. 31, 1995",142.10M
"Sept. 30, 1995",153.30M
"June 30, 1995",161.30M
"March 31, 1995",147.40M
"Dec. 31, 1994",148.10M
"Sept. 30, 1994",144.00M
"June 30, 1994",138.80M
"March 31, 1994",138.10M
"Dec. 31, 1993",138.00M
"Sept. 30, 1993",139.60M
"June 30, 1993",124.40M
"March 31, 1993",105.50M
"Dec. 31, 1992",97.60M
"Sept. 30, 1992",79.80M
"June 30, 1992",72.60M
"March 31, 1992",65.30M
"Dec. 31, 1991",54.90M
"Sept. 30, 1991",52.80M
"June 30, 1991",47.90M
"March 31, 1991",46.20M
"Dec. 31, 1990",45.50M
"Sept. 30, 1990",27.40M
"June 30, 1990",15.60M
"March 31, 1990",7.50M
"Dec. 31, 1989",-6.10M
