date,forward_pe_ratio
"March 19, 2020",13.47
"March 18, 2020",12.06
"March 17, 2020",12.52
"March 16, 2020",12.61
"March 13, 2020",14.11
"March 12, 2020",13.18
"March 11, 2020",15.75
"March 10, 2020",16.86
"March 9, 2020",15.24
"March 6, 2020",22.42
"March 5, 2020",25.08
"March 4, 2020",25.98
"March 3, 2020",25.31
"March 2, 2020",25.48
"Feb. 28, 2020",25.65
"Feb. 27, 2020",24.32
"Feb. 26, 2020",25.62
"Feb. 25, 2020",27.16
"Feb. 24, 2020",28.34
"Feb. 21, 2020",30.08
"Feb. 20, 2020",30.81
"Feb. 19, 2020",31.33
"Feb. 18, 2020",30.21
"Feb. 14, 2020",30.37
"Feb. 13, 2020",30.68
"Feb. 12, 2020",30.56
"Feb. 11, 2020",30.32
"Feb. 10, 2020",29.88
"Feb. 7, 2020",30.14
"Feb. 6, 2020",30.76
"Feb. 5, 2020",31.24
"Feb. 4, 2020",29.85
"Feb. 3, 2020",28.93
"Jan. 31, 2020",29.56
"Jan. 30, 2020",30.74
"Jan. 29, 2020",30.46
"Jan. 28, 2020",31.24
"Jan. 27, 2020",31.07
"Jan. 24, 2020",32.37
"Jan. 23, 2020",33.17
"Jan. 22, 2020",33.68
"Jan. 21, 2020",34.07
"Jan. 17, 2020",34.58
"Jan. 16, 2020",35.28
"Jan. 15, 2020",35.16
"Jan. 14, 2020",35.00
"Jan. 13, 2020",34.67
"Jan. 10, 2020",34.97
"Jan. 9, 2020",35.78
"Jan. 8, 2020",35.41
"Jan. 7, 2020",36.20
"Jan. 6, 2020",35.85
"Jan. 3, 2020",34.45
"Jan. 2, 2020",34.11
"Dec. 31, 2019",33.96
"Dec. 30, 2019",17.03
"Dec. 27, 2019",17.18
"Dec. 26, 2019",17.29
"Dec. 24, 2019",17.32
"Dec. 23, 2019",17.23
"Dec. 20, 2019",17.08
"Dec. 19, 2019",16.79
"Dec. 18, 2019",16.65
"Dec. 17, 2019",16.29
"Dec. 16, 2019",16.10
"Dec. 13, 2019",15.60
"Dec. 12, 2019",15.85
"Dec. 11, 2019",15.43
"Dec. 10, 2019",15.47
"Dec. 9, 2019",15.40
"Dec. 6, 2019",15.28
"Dec. 5, 2019",14.59
"Dec. 4, 2019",14.89
"Dec. 3, 2019",14.21
"Dec. 2, 2019",14.63
"Nov. 29, 2019",14.65
"Nov. 27, 2019",14.95
"Nov. 26, 2019",14.86
"Nov. 25, 2019",15.19
"Nov. 22, 2019",15.08
"Nov. 21, 2019",15.15
"Nov. 20, 2019",14.89
"Nov. 19, 2019",14.55
"Nov. 18, 2019",14.73
"Nov. 15, 2019",15.19
"Nov. 14, 2019",14.95
"Nov. 13, 2019",15.01
"Nov. 12, 2019",15.15
"Nov. 11, 2019",15.26
"Nov. 8, 2019",15.44
"Nov. 7, 2019",15.45
"Nov. 6, 2019",14.76
"Nov. 5, 2019",15.29
"Nov. 4, 2019",15.23
"Nov. 1, 2019",14.70
"Oct. 31, 2019",14.32
"Oct. 30, 2019",14.39
"Oct. 29, 2019",14.84
"Oct. 28, 2019",14.68
"Oct. 25, 2019",14.98
"Oct. 24, 2019",14.87
"Oct. 23, 2019",14.87
"Oct. 22, 2019",14.38
"Oct. 21, 2019",13.98
"Oct. 18, 2019",13.32
"Oct. 17, 2019",13.80
"Oct. 16, 2019",14.09
"Oct. 15, 2019",14.31
"Oct. 14, 2019",14.09
