date,altman_z_score
"Dec. 31, 2019",3.297
"Sept. 30, 2019",3.130
"June 30, 2019",3.658
"March 31, 2019",3.577
"Dec. 31, 2018",3.626
"Sept. 30, 2018",4.305
"June 30, 2018",4.140
"March 31, 2018",3.734
"Dec. 31, 2017",3.763
"Sept. 30, 2017",3.081
"June 30, 2017",2.791
"March 31, 2017",2.918
"Dec. 31, 2016",2.848
"Sept. 30, 2016",2.124
"June 30, 2016",1.838
"March 31, 2016",1.649
"Dec. 31, 2015",1.717
"Sept. 30, 2015",2.822
"June 30, 2015",3.09
"March 31, 2015",3.222
"Dec. 31, 2014",3.437
"Sept. 30, 2014",3.561
"June 30, 2014",3.800
"March 31, 2014",3.501
"Dec. 31, 2013",3.281
"Sept. 30, 2013",3.092
"June 30, 2013",2.735
"March 31, 2013",2.621
"Dec. 31, 2012",2.550
"Sept. 30, 2012",2.521
"June 30, 2012",2.420
"March 31, 2012",2.699
"Dec. 31, 2011",2.536
"Sept. 30, 2011",2.120
"June 30, 2011",2.490
"March 31, 2011",2.566
"Dec. 31, 2010",2.167
"Sept. 30, 2010",2.510
"June 30, 2010",2.730
"March 31, 2010",2.804
"Dec. 31, 2009",2.974
"Sept. 30, 2009",2.852
"June 30, 2009",3.228
"March 31, 2009",3.200
"Dec. 31, 2008",3.439
"Sept. 30, 2008",3.878
"June 30, 2008",4.169
"March 31, 2008",4.578
"Dec. 31, 2007",4.108
"Sept. 30, 2007",3.677
"June 30, 2007",4.149
"March 31, 2007",4.326
"Dec. 31, 2006",4.273
"Sept. 30, 2006",4.726
"June 30, 2006",5.162
"March 31, 2006",5.295
"Dec. 31, 2005",5.253
"Sept. 30, 2005",5.413
"June 30, 2005",4.606
"March 31, 2005",4.151
"Dec. 31, 2004",3.463
"Sept. 30, 2004",3.338
"June 30, 2004",3.161
"March 31, 2004",2.728
"Dec. 31, 2003",2.837
"Sept. 30, 2003",2.874
"June 30, 2003",2.816
"March 31, 2003",2.638
"Dec. 31, 2002",2.451
"Sept. 30, 2002",2.279
"June 30, 2002",2.603
"March 31, 2002",2.890
"Dec. 31, 2001",3.406
"Sept. 30, 2001",3.451
"June 30, 2001",4.069
"March 31, 2001",4.355
"Dec. 31, 2000",4.301
"Sept. 30, 2000",3.261
"June 30, 2000",2.856
"March 31, 2000",2.031
"Dec. 31, 1999",1.695
"Sept. 30, 1999",1.687
"June 30, 1999",1.861
"March 31, 1999",1.624
"Dec. 31, 1998",1.69
"Sept. 30, 1998",1.795
"June 30, 1998",2.236
"March 31, 1998",2.435
"Dec. 31, 1997",2.296
"Sept. 30, 1997",2.507
"June 30, 1997",2.279
"March 31, 1997",2.620
"Dec. 31, 1996",3.007
"Sept. 30, 1996",3.436
"June 30, 1996",3.780
"March 31, 1996",3.604
"Dec. 31, 1995",3.346
"Sept. 30, 1995",3.267
"June 30, 1995",3.345
"March 31, 1995",3.572
"Dec. 31, 1994",3.015
"Sept. 30, 1994",3.156
"June 30, 1994",3.518
"March 31, 1994",3.303
"Dec. 31, 1993",2.901
"Sept. 30, 1993",3.772
"June 30, 1993",3.154
"March 31, 1993",3.041
"Dec. 31, 1992",2.232
"Sept. 30, 1992",2.461
"June 30, 1992",2.055
"March 31, 1992",1.830
"Dec. 31, 1991",1.637
"Sept. 30, 1991",1.894
"June 30, 1991",1.546
"March 31, 1991",1.579
"Dec. 31, 1990",1.649
"Sept. 30, 1990",1.397
"June 30, 1990",1.390
"March 31, 1990",1.580
"Dec. 31, 1989",1.785
