date,eps_est_0y
"March 20, 2020",2.354
"March 19, 2020",2.368
"March 18, 2020",2.395
"March 17, 2020",2.513
"March 16, 2020",2.888
"March 14, 2020",4.083
"March 12, 2020",4.093
"March 10, 2020",4.243
"March 9, 2020",4.321
"March 3, 2020",4.842
"March 2, 2020",4.853
"Feb. 29, 2020",4.878
"Feb. 28, 2020",4.775
"Feb. 26, 2020",5.452
"Feb. 14, 2020",5.475
"Feb. 3, 2020",5.420
"Jan. 31, 2020",5.414
"Jan. 30, 2020",5.414
"Jan. 28, 2020",5.477
"Jan. 27, 2020",5.471
"Jan. 24, 2020",5.437
"Jan. 23, 2020",5.359
"Jan. 22, 2020",5.342
"Jan. 21, 2020",5.340
"Jan. 17, 2020",5.308
"Jan. 14, 2020",5.308
"Jan. 13, 2020",5.150
"Jan. 9, 2020",5.113
"Jan. 6, 2020",5.115
"Jan. 3, 2020",5.105
"Dec. 31, 2019",4.839
"Dec. 25, 2019",4.788
"Dec. 23, 2019",4.788
"Dec. 18, 2019",4.789
"Dec. 17, 2019",4.787
"Dec. 16, 2019",4.795
"Dec. 6, 2019",4.795
"Dec. 5, 2019",4.798
"Dec. 4, 2019",4.801
"Nov. 27, 2019",4.808
"Nov. 21, 2019",4.807
"Nov. 16, 2019",4.803
"Nov. 15, 2019",4.805
"Nov. 13, 2019",4.810
"Nov. 12, 2019",4.833
"Nov. 11, 2019",4.758
"Nov. 9, 2019",4.759
"Nov. 8, 2019",4.764
"Nov. 7, 2019",4.743
"Nov. 6, 2019",4.856
"Nov. 4, 2019",4.849
"Oct. 23, 2019",4.863
"Oct. 22, 2019",4.869
"Oct. 21, 2019",4.880
"Oct. 20, 2019",4.899
"Oct. 19, 2019",4.898
"Oct. 18, 2019",4.895
"Oct. 17, 2019",4.916
"Oct. 16, 2019",4.956
"Oct. 15, 2019",4.971
"Oct. 14, 2019",4.983
"Oct. 11, 2019",4.995
"Oct. 10, 2019",4.995
"Oct. 8, 2019",4.990
"Oct. 4, 2019",4.989
"Oct. 3, 2019",5.001
"Sept. 30, 2019",5.000
"Sept. 26, 2019",5.005
"Sept. 24, 2019",5.013
"Sept. 20, 2019",5.016
"Sept. 6, 2019",5.019
"Aug. 30, 2019",5.026
