date,max_drawdown_all
"Feb. 29, 2020",68.04%
"Jan. 31, 2020",68.04%
"Dec. 31, 2019",68.04%
"Nov. 30, 2019",68.04%
"Oct. 31, 2019",68.04%
"Sept. 30, 2019",68.04%
"Aug. 31, 2019",68.04%
"July 31, 2019",68.04%
"June 30, 2019",68.04%
"May 31, 2019",68.04%
"April 30, 2019",68.04%
"March 31, 2019",68.04%
"Feb. 28, 2019",68.04%
"Jan. 31, 2019",68.04%
"Dec. 31, 2018",68.04%
"Nov. 30, 2018",68.04%
"Oct. 31, 2018",68.04%
"Sept. 30, 2018",68.04%
"Aug. 31, 2018",68.04%
"July 31, 2018",68.04%
"June 30, 2018",68.04%
"May 31, 2018",68.04%
"April 30, 2018",68.04%
"March 31, 2018",68.04%
"Feb. 28, 2018",68.04%
"Jan. 31, 2018",68.04%
"Dec. 31, 2017",68.04%
"Nov. 30, 2017",68.04%
"Oct. 31, 2017",68.04%
"Sept. 30, 2017",68.04%
"Aug. 31, 2017",68.04%
"July 31, 2017",68.04%
"June 30, 2017",68.04%
"May 31, 2017",68.04%
"April 30, 2017",68.04%
"March 31, 2017",68.04%
"Feb. 28, 2017",68.04%
"Jan. 31, 2017",68.04%
"Dec. 31, 2016",68.04%
"Nov. 30, 2016",68.04%
"Oct. 31, 2016",68.04%
"Sept. 30, 2016",68.04%
"Aug. 31, 2016",68.04%
"July 31, 2016",68.04%
"June 30, 2016",68.04%
"May 31, 2016",68.04%
"April 30, 2016",68.04%
"March 31, 2016",68.04%
"Feb. 29, 2016",68.04%
"Jan. 31, 2016",68.04%
"Dec. 31, 2015",68.04%
"Nov. 30, 2015",68.04%
"Oct. 31, 2015",68.04%
"Sept. 30, 2015",68.04%
"Aug. 31, 2015",68.04%
"July 31, 2015",68.04%
"June 30, 2015",68.04%
"May 31, 2015",68.04%
"April 30, 2015",68.04%
"March 31, 2015",68.04%
"Feb. 28, 2015",68.04%
"Jan. 31, 2015",68.04%
"Dec. 31, 2014",68.04%
"Nov. 30, 2014",68.04%
"Oct. 31, 2014",68.04%
"Sept. 30, 2014",68.04%
"Aug. 31, 2014",68.04%
"July 31, 2014",68.04%
"June 30, 2014",68.04%
"May 31, 2014",68.04%
"April 30, 2014",68.04%
"March 31, 2014",68.04%
"Feb. 28, 2014",68.04%
"Jan. 31, 2014",68.04%
"Dec. 31, 2013",68.04%
"Nov. 30, 2013",68.04%
"Oct. 31, 2013",68.04%
"Sept. 30, 2013",68.04%
"Aug. 31, 2013",68.04%
"July 31, 2013",68.04%
"June 30, 2013",68.04%
"May 31, 2013",68.04%
"April 30, 2013",68.04%
"March 31, 2013",68.04%
"Feb. 28, 2013",68.04%
"Jan. 31, 2013",68.04%
"Dec. 31, 2012",68.04%
"Nov. 30, 2012",68.04%
"Oct. 31, 2012",68.04%
"Sept. 30, 2012",68.04%
"Aug. 31, 2012",68.04%
"July 31, 2012",68.04%
"June 30, 2012",68.04%
"May 31, 2012",68.04%
"April 30, 2012",68.04%
"March 31, 2012",68.04%
"Feb. 29, 2012",68.04%
"Jan. 31, 2012",68.04%
"Dec. 31, 2011",68.04%
"Nov. 30, 2011",68.04%
"Oct. 31, 2011",68.04%
"Sept. 30, 2011",68.04%
"Aug. 31, 2011",68.04%
"July 31, 2011",68.04%
"June 30, 2011",68.04%
"May 31, 2011",68.04%
"April 30, 2011",68.04%
"March 31, 2011",68.04%
"Feb. 28, 2011",68.04%
"Jan. 31, 2011",68.04%
"Dec. 31, 2010",68.04%
"Nov. 30, 2010",68.04%
"Oct. 31, 2010",68.04%
"Sept. 30, 2010",68.04%
"Aug. 31, 2010",68.04%
"July 31, 2010",68.04%
"June 30, 2010",68.04%
"May 31, 2010",68.04%
"April 30, 2010",68.04%
"March 31, 2010",68.04%
"Feb. 28, 2010",68.04%
"Jan. 31, 2010",68.04%
"Dec. 31, 2009",68.04%
"Nov. 30, 2009",68.04%
"Oct. 31, 2009",68.04%
"Sept. 30, 2009",68.04%
"Aug. 31, 2009",68.04%
"July 31, 2009",68.04%
"June 30, 2009",68.04%
"May 31, 2009",68.04%
"April 30, 2009",68.04%
"March 31, 2009",68.04%
"Feb. 28, 2009",64.92%
"Jan. 31, 2009",58.40%
"Dec. 31, 2008",58.40%
"Nov. 30, 2008",58.40%
"Oct. 31, 2008",58.40%
"Sept. 30, 2008",56.82%
"Aug. 31, 2008",56.82%
"July 31, 2008",56.82%
"June 30, 2008",56.82%
"May 31, 2008",56.82%
"April 30, 2008",56.82%
"March 31, 2008",56.82%
"Feb. 29, 2008",56.82%
"Jan. 31, 2008",56.82%
"Dec. 31, 2007",56.82%
"Nov. 30, 2007",56.82%
