date,ebitda_ttm
"Dec. 31, 2019",7.480B
"Sept. 30, 2019",7.905B
"June 30, 2019",8.372B
"March 31, 2019",8.051B
"Dec. 31, 2018",7.921B
"Sept. 30, 2018",6.935B
"June 30, 2018",5.704B
"March 31, 2018",4.914B
"Dec. 31, 2017",4.345B
"Sept. 30, 2017",3.824B
"June 30, 2017",3.477B
"March 31, 2017",3.058B
"Dec. 31, 2016",2.278B
"Sept. 30, 2016",-4.217B
"June 30, 2016",-4.185B
"March 31, 2016",-3.825B
"Dec. 31, 2015",-3.371B
"Sept. 30, 2015",4.702B
"June 30, 2015",6.715B
"March 31, 2015",7.869B
"Dec. 31, 2014",9.194B
"Sept. 30, 2014",9.031B
"June 30, 2014",7.986B
"March 31, 2014",7.837B
"Dec. 31, 2013",7.273B
"Sept. 30, 2013",5.793B
"June 30, 2013",5.444B
"March 31, 2013",4.859B
"Dec. 31, 2012",4.664B
"Sept. 30, 2012",5.195B
"June 30, 2012",5.096B
"March 31, 2012",5.014B
"Dec. 31, 2011",4.484B
"Sept. 30, 2011",4.257B
"June 30, 2011",3.424B
"March 31, 2011",2.669B
"Dec. 31, 2010",2.479B
"Sept. 30, 2010",2.807B
"June 30, 2010",2.733B
"March 31, 2010",2.504B
"Dec. 31, 2009",2.522B
"Sept. 30, 2009",2.591B
"June 30, 2009",4.923B
"March 31, 2009",5.118B
"Dec. 31, 2008",5.125B
"Sept. 30, 2008",4.866B
"June 30, 2008",2.760B
"March 31, 2008",2.916B
"Dec. 31, 2007",2.842B
"Sept. 30, 2007",2.600B
"June 30, 2007",2.654B
"March 31, 2007",2.597B
"Dec. 31, 2006",2.820B
"Sept. 30, 2006",3.222B
"June 30, 2006",3.208B
"March 31, 2006",3.117B
"Dec. 31, 2005",2.773B
"Sept. 30, 2005",2.283B
"June 30, 2005",2.001B
"March 31, 2005",1.781B
"Dec. 31, 2004",1.598B
"Sept. 30, 2004",1.378B
"June 30, 2004",1.277B
"March 31, 2004",1.201B
"Dec. 31, 2003",1.240B
"Sept. 30, 2003",1.105B
"June 30, 2003",962.76M
"March 31, 2003",846.90M
"Dec. 31, 2002",579.01M
"Sept. 30, 2002",482.43M
"June 30, 2002",547.82M
"March 31, 2002",711.93M
"Dec. 31, 2001",1.086B
"Sept. 30, 2001",1.376B
"June 30, 2001",1.445B
"March 31, 2001",1.343B
"Dec. 31, 2000",1.059B
"Sept. 30, 2000",678.08M
"June 30, 2000",527.13M
"March 31, 2000",401.70M
"Dec. 31, 1999",309.81M
"Sept. 30, 1999",430.92M
"June 30, 1999",389.62M
"March 31, 1999",401.62M
"Dec. 31, 1998",428.67M
"Sept. 30, 1998",467.70M
"June 30, 1998",506.70M
"March 31, 1998",477.20M
"Dec. 31, 1997",470.90M
"Sept. 30, 1997",449.20M
"June 30, 1997",412.40M
"March 31, 1997",468.90M
"Dec. 31, 1996",460.10M
"Sept. 30, 1996",433.00M
"June 30, 1996",421.50M
"March 31, 1996",400.20M
"Dec. 31, 1995",411.70M
"Sept. 30, 1995",449.00M
"June 30, 1995",428.10M
"March 31, 1995",394.30M
"Dec. 31, 1994",396.20M
"Sept. 30, 1994",340.60M
"June 30, 1994",358.30M
"March 31, 1994",360.30M
"Dec. 31, 1993",351.80M
"Sept. 30, 1993",363.90M
"June 30, 1993",342.70M
"March 31, 1993",308.20M
"Dec. 31, 1992",279.60M
"Sept. 30, 1992",262.90M
"June 30, 1992",232.30M
"March 31, 1992",228.20M
"Dec. 31, 1991",224.70M
"Sept. 30, 1991",217.90M
"June 30, 1991",210.00M
"March 31, 1991",198.90M
"Dec. 31, 1990",197.70M
"Sept. 30, 1990",-70.20M
"June 30, 1990",-37.10M
"March 31, 1990",-7.70M
"Dec. 31, 1989",6.20M
