date,days_inventory_outstanding
"Dec. 31, 2019",49.61
"Sept. 30, 2019",52.04
"June 30, 2019",55.18
"March 31, 2019",59.13
"Dec. 31, 2018",53.82
"Sept. 30, 2018",48.46
"June 30, 2018",45.03
"March 31, 2018",42.40
"Dec. 31, 2017",31.29
"Sept. 30, 2017",27.45
"June 30, 2017",25.68
"March 31, 2017",27.30
"Dec. 31, 2016",31.29
"Sept. 30, 2016",36.45
"June 30, 2016",42.53
"March 31, 2016",43.32
"Dec. 31, 2015",54.35
"Sept. 30, 2015",57.92
"June 30, 2015",52.71
"March 31, 2015",51.21
"Dec. 31, 2014",43.94
"Sept. 30, 2014",42.16
"June 30, 2014",43.20
"March 31, 2014",42.03
"Dec. 31, 2013",41.87
"Sept. 30, 2013",44.33
"June 30, 2013",51.29
"March 31, 2013",56.25
"Dec. 31, 2012",58.48
"Sept. 30, 2012",52.75
"June 30, 2012",49.92
"March 31, 2012",50.75
"Dec. 31, 2011",21.83
"Sept. 30, 2011",128.21
"June 30, 2011",137.92
"March 31, 2011",100.93
"Dec. 31, 2010",21.75
"Sept. 30, 2010",88.99
"June 30, 2010",83.70
"March 31, 2010",76.09
"Dec. 31, 2009",76.36
"Sept. 30, 2009",80.45
"June 30, 2009",78.65
"March 31, 2009",69.01
"Dec. 31, 2008",47.18
"Sept. 30, 2008",41.76
"June 30, 2008",35.47
"March 31, 2008",32.29
"Dec. 31, 2007",31.00
"Sept. 30, 2007",41.40
"June 30, 2007",50.01
"March 31, 2007",48.98
"Dec. 31, 2006",45.20
"Sept. 30, 2006",57.30
"June 30, 2006",48.95
"March 31, 2006",38.51
"Dec. 31, 2005",51.93
"Sept. 30, 2005",30.26
"June 30, 2005",33.52
"March 31, 2005",30.62
"Dec. 31, 2004",36.19
"Sept. 30, 2004",21.41
"June 30, 2004",23.65
"March 31, 2004",20.75
"Dec. 31, 2003",57.59
"Sept. 30, 2003",16.92
"June 30, 2003",16.24
"March 31, 2003",23.44
"Dec. 31, 2002",35.16
"Sept. 30, 2002",20.19
"June 30, 2002",19.46
"March 31, 2002",22.32
"Dec. 31, 2001",15.17
"Sept. 30, 2001",21.96
"June 30, 2001",20.60
"March 31, 2001",17.87
"Dec. 31, 2000",17.50
"Sept. 30, 2000",23.62
"June 30, 2000",26.61
"March 31, 2000",26.81
"Dec. 31, 1999",6.878
"Sept. 30, 1999",59.24
"June 30, 1999",76.32
"March 31, 1999",72.33
"Dec. 31, 1998",56.03
"Sept. 30, 1998",54.80
"June 30, 1998",64.43
"March 31, 1998",43.78
"Dec. 31, 1997",49.82
"Sept. 30, 1997",63.59
"June 30, 1997",43.59
"March 31, 1997",39.42
"Dec. 31, 1996",38.60
"Sept. 30, 1996",38.70
"June 30, 1996",34.51
"March 31, 1996",23.70
"Dec. 31, 1995",30.81
"Sept. 30, 1995",33.38
"June 30, 1995",36.20
"March 31, 1995",39.32
"Dec. 31, 1994",36.76
"Sept. 30, 1994",47.70
"June 30, 1994",
"March 31, 1994",
"Dec. 31, 1993",
"Sept. 30, 1993",
"June 30, 1993",32.48
"March 31, 1993",30.59
"Dec. 31, 1992",29.56
"Sept. 30, 1992",35.00
"June 30, 1992",38.71
"March 31, 1992",44.92
"Dec. 31, 1991",35.27
"Sept. 30, 1991",42.94
"June 30, 1991",53.68
"March 31, 1991",54.38
"Dec. 31, 1990",36.36
"Sept. 30, 1990",42.16
"June 30, 1990",51.65
"March 31, 1990",55.78
