date,quality_ratio
"Dec. 31, 2019",0.3219
"Sept. 30, 2019",0.3391
"June 30, 2019",0.3606
"March 31, 2019",0.3623
"Dec. 31, 2018",0.37
"Sept. 30, 2018",0.3519
"June 30, 2018",0.3031
"March 31, 2018",0.2585
"Dec. 31, 2017",0.2262
"Sept. 30, 2017",0.196
"June 30, 2017",0.1763
"March 31, 2017",0.1511
"Dec. 31, 2016",0.103
"Sept. 30, 2016",0.0895
"June 30, 2016",0.0943
"March 31, 2016",0.1078
"Dec. 31, 2015",0.1293
"Sept. 30, 2015",0.185
"June 30, 2015",0.2507
"March 31, 2015",0.2996
"Dec. 31, 2014",0.3604
"Sept. 30, 2014",0.3623
"June 30, 2014",0.3322
"March 31, 2014",0.3368
"Dec. 31, 2013",0.3239
"Sept. 30, 2013",0.3127
"June 30, 2013",0.3044
"March 31, 2013",0.2793
"Dec. 31, 2012",0.2725
"Sept. 30, 2012",0.2109
"June 30, 2012",0.232
"March 31, 2012",0.2504
"Dec. 31, 2011",0.2502
"Sept. 30, 2011",0.243
"June 30, 2011",0.2134
"March 31, 2011",0.1751
"Dec. 31, 2010",0.161
"Sept. 30, 2010",0.2539
"June 30, 2010",0.2353
"March 31, 2010",0.2192
"Dec. 31, 2009",0.2168
"Sept. 30, 2009",0.2137
"June 30, 2009",0.3647
"March 31, 2009",0.3999
"Dec. 31, 2008",0.4202
"Sept. 30, 2008",0.4192
"June 30, 2008",0.2686
"March 31, 2008",0.2862
"Dec. 31, 2007",0.2903
"Sept. 30, 2007",0.2526
"June 30, 2007",0.2785
"March 31, 2007",0.2886
"Dec. 31, 2006",0.3288
"Sept. 30, 2006",0.437
"June 30, 2006",0.4652
"March 31, 2006",0.4829
"Dec. 31, 2005",0.4637
"Sept. 30, 2005",0.4182
"June 30, 2005",0.3923
"March 31, 2005",0.3711
"Dec. 31, 2004",0.3538
"Sept. 30, 2004",0.3334
"June 30, 2004",0.3207
"March 31, 2004",0.3147
"Dec. 31, 2003",0.3381
"Sept. 30, 2003",0.3396
"June 30, 2003",0.322
"March 31, 2003",0.305
"Dec. 31, 2002",0.2379
"Sept. 30, 2002",0.1806
"June 30, 2002",0.2051
"March 31, 2002",0.2633
"Dec. 31, 2001",0.3936
"Sept. 30, 2001",0.5051
"June 30, 2001",0.5539
"March 31, 2001",0.5376
"Dec. 31, 2000",0.4428
"Sept. 30, 2000",0.3026
"June 30, 2000",0.2438
"March 31, 2000",0.194
"Dec. 31, 1999",0.157
"Sept. 30, 1999",0.2099
"June 30, 1999",0.1902
"March 31, 1999",0.1901
"Dec. 31, 1998",0.201
"Sept. 30, 1998",0.2092
"June 30, 1998",0.2218
"March 31, 1998",0.218
"Dec. 31, 1997",0.2202
"Sept. 30, 1997",0.22
"June 30, 1997",0.2193
"March 31, 1997",0.2469
"Dec. 31, 1996",0.2477
"Sept. 30, 1996",0.2396
"June 30, 1996",0.2376
"March 31, 1996",0.2356
"Dec. 31, 1995",0.2465
"Sept. 30, 1995",0.2713
"June 30, 1995",0.2686
"March 31, 1995",0.2548
"Dec. 31, 1994",0.2614
"Sept. 30, 1994",0.2338
"June 30, 1994",0.2463
"March 31, 1994",0.2543
"Dec. 31, 1993",0.2491
"Sept. 30, 1993",0.2598
"June 30, 1993",0.2548
"March 31, 1993",0.2395
"Dec. 31, 1992",0.2223
"Sept. 30, 1992",0.2145
"June 30, 1992",0.2004
"March 31, 1992",0.1946
"Dec. 31, 1991",0.1957
"Sept. 30, 1991",0.1958
"June 30, 1991",0.1926
"March 31, 1991",0.1863
"Dec. 31, 1990",0.1866
