date,assets
"Dec. 31, 2019",37.12B
"Sept. 30, 2019",36.54B
"June 30, 2019",35.75B
"March 31, 2019",35.66B
"Dec. 31, 2018",33.93B
"Sept. 30, 2018",33.64B
"June 30, 2018",32.09B
"March 31, 2018",30.74B
"Dec. 31, 2017",29.83B
"Sept. 30, 2017",28.81B
"June 30, 2017",29.26B
"March 31, 2017",29.21B
"Dec. 31, 2016",29.30B
"Sept. 30, 2016",25.55B
"June 30, 2016",25.83B
"March 31, 2016",26.34B
"Dec. 31, 2015",26.97B
"Sept. 30, 2015",27.28B
"June 30, 2015",33.88B
"March 31, 2015",34.69B
"Dec. 31, 2014",34.76B
"Sept. 30, 2014",34.50B
"June 30, 2014",33.30B
"March 31, 2014",32.14B
"Dec. 31, 2013",30.57B
"Sept. 30, 2013",30.15B
"June 30, 2013",29.08B
"March 31, 2013",28.23B
"Dec. 31, 2012",27.34B
"Sept. 30, 2012",28.03B
"June 30, 2012",26.00B
"March 31, 2012",25.56B
"Dec. 31, 2011",24.84B
"Sept. 30, 2011",24.79B
"June 30, 2011",23.96B
"March 31, 2011",23.55B
"Dec. 31, 2010",21.62B
"Sept. 30, 2010",19.94B
"June 30, 2010",19.47B
"March 31, 2010",18.51B
"Dec. 31, 2009",18.12B
"Sept. 30, 2009",17.22B
"June 30, 2009",16.79B
"March 31, 2009",15.98B
"Dec. 31, 2008",15.95B
"Sept. 30, 2008",15.83B
"June 30, 2008",14.22B
"March 31, 2008",12.95B
"Dec. 31, 2007",12.09B
"Sept. 30, 2007",11.47B
"June 30, 2007",10.52B
"March 31, 2007",9.827B
"Dec. 31, 2006",9.402B
"Sept. 30, 2006",9.165B
"June 30, 2006",8.642B
"March 31, 2006",8.243B
"Dec. 31, 2005",7.753B
"Sept. 30, 2005",7.027B
"June 30, 2005",6.428B
"March 31, 2005",6.117B
"Dec. 31, 2004",5.799B
"Sept. 30, 2004",5.425B
"June 30, 2004",5.127B
"March 31, 2004",4.955B
"Dec. 31, 2003",4.749B
"Sept. 30, 2003",4.426B
"June 30, 2003",4.240B
"March 31, 2003",4.071B
"Dec. 31, 2002",3.814B
"Sept. 30, 2002",3.693B
"June 30, 2002",3.590B
"March 31, 2002",3.480B
"Dec. 31, 2001",3.414B
"Sept. 30, 2001",3.386B
"June 30, 2001",3.211B
"March 31, 2001",3.012B
"Dec. 31, 2000",3.001B
"Sept. 30, 2000",2.872B
"June 30, 2000",2.652B
"March 31, 2000",2.616B
"Dec. 31, 1999",2.611B
"Sept. 30, 1999",2.597B
"June 30, 1999",2.962B
"March 31, 1999",2.990B
"Dec. 31, 1998",3.018B
"Sept. 30, 1998",2.962B
"June 30, 1998",2.763B
"March 31, 1998",2.739B
"Dec. 31, 1997",2.723B
"Sept. 30, 1997",2.612B
"June 30, 1997",2.536B
"March 31, 1997",2.470B
"Dec. 31, 1996",2.458B
"Sept. 30, 1996",2.225B
"June 30, 1996",2.190B
"March 31, 1996",2.156B
"Dec. 31, 1995",2.147B
"Sept. 30, 1995",2.11B
"June 30, 1995",2.047B
"March 31, 1995",1.991B
"Dec. 31, 1994",1.862B
"Sept. 30, 1994",1.856B
"June 30, 1994",1.804B
"March 31, 1994",1.772B
"Dec. 31, 1993",1.811B
"Sept. 30, 1993",1.760B
"June 30, 1993",1.699B
"March 31, 1993",1.679B
"Dec. 31, 1992",1.731B
"Sept. 30, 1992",1.658B
"June 30, 1992",1.466B
"March 31, 1992",1.438B
"Dec. 31, 1991",1.456B
"Sept. 30, 1991",1.414B
"June 30, 1991",1.416B
"March 31, 1991",1.428B
"Dec. 31, 1990",1.418B
"Sept. 30, 1990",1.405B
"June 30, 1990",1.387B
"March 31, 1990",1.368B
"Dec. 31, 1989",1.366B
