date,ca_score
"Dec. 31, 2019",0.5294
"Sept. 30, 2019",0.577
"June 30, 2019",0.6355
"March 31, 2019",0.5992
"Dec. 31, 2018",0.6135
"Sept. 30, 2018",0.4122
"June 30, 2018",0.1637
"March 31, 2018",-0.0333
"Dec. 31, 2017",-0.2083
"Sept. 30, 2017",-0.3715
"June 30, 2017",-0.4558
"March 31, 2017",-0.5376
"Dec. 31, 2016",-0.703
"Sept. 30, 2016",-1.796
"June 30, 2016",-1.633
"March 31, 2016",-1.477
"Dec. 31, 2015",-1.312
"Sept. 30, 2015",-0.1479
"June 30, 2015",0.1084
"March 31, 2015",0.2619
"Dec. 31, 2014",0.4772
"Sept. 30, 2014",0.4741
"June 30, 2014",0.3336
"March 31, 2014",0.3336
"Dec. 31, 2013",0.2653
"Sept. 30, 2013",0.0444
"June 30, 2013",0.0293
"March 31, 2013",-0.0408
"Dec. 31, 2012",-0.0329
"Sept. 30, 2012",0.0966
"June 30, 2012",0.1345
"March 31, 2012",0.1501
"Dec. 31, 2011",0.0597
"Sept. 30, 2011",0.0434
"June 30, 2011",-0.0776
"March 31, 2011",-0.1753
"Dec. 31, 2010",-0.1387
"Sept. 30, 2010",0.0688
"June 30, 2010",0.1217
"March 31, 2010",0.1364
"Dec. 31, 2009",0.173
"Sept. 30, 2009",0.219
"June 30, 2009",0.9452
"March 31, 2009",1.091
"Dec. 31, 2008",1.196
"Sept. 30, 2008",1.228
"June 30, 2008",0.5513
"March 31, 2008",0.761
"Dec. 31, 2007",0.8413
"Sept. 30, 2007",0.8024
"June 30, 2007",0.9282
"March 31, 2007",0.9576
"Dec. 31, 2006",1.133
"Sept. 30, 2006",1.443
"June 30, 2006",1.516
"March 31, 2006",1.517
"Dec. 31, 2005",1.343
"Sept. 30, 2005",1.049
"June 30, 2005",0.865
"March 31, 2005",0.7143
"Dec. 31, 2004",0.5921
"Sept. 30, 2004",0.4205
"June 30, 2004",0.3441
"March 31, 2004",0.2821
"Dec. 31, 2003",0.3584
"Sept. 30, 2003",0.2563
"June 30, 2003",0.1199
"March 31, 2003",0.0059
"Dec. 31, 2002",-0.2937
"Sept. 30, 2002",-0.3597
"June 30, 2002",-0.2032
"March 31, 2002",0.0894
"Dec. 31, 2001",0.6821
"Sept. 30, 2001",1.145
"June 30, 2001",1.304
"March 31, 2001",1.133
"Dec. 31, 2000",0.6156
"Sept. 30, 2000",0.1194
"June 30, 2000",-0.3355
"March 31, 2000",-0.5762
"Dec. 31, 1999",-0.7475
"Sept. 30, 1999",-0.7606
"June 30, 1999",-0.5681
"March 31, 1999",-0.5116
"Dec. 31, 1998",-0.3891
"Sept. 30, 1998",-0.2377
"June 30, 1998",-0.1142
"March 31, 1998",-0.0812
"Dec. 31, 1997",-0.0325
"Sept. 30, 1997",0.0249
"June 30, 1997",0.0916
"March 31, 1997",0.2466
"Dec. 31, 1996",0.2756
"Sept. 30, 1996",0.2792
"June 30, 1996",0.2635
"March 31, 1996",0.2621
"Dec. 31, 1995",0.3135
"Sept. 30, 1995",0.4252
"June 30, 1995",0.4001
"March 31, 1995",0.2815
"Dec. 31, 1994",0.2396
"Sept. 30, 1994",0.0339
"June 30, 1994",0.032
"March 31, 1994",0.0171
"Dec. 31, 1993",-0.0449
"Sept. 30, 1993",0.0007
"June 30, 1993",-0.0387
"March 31, 1993",-0.1301
"Dec. 31, 1992",-0.2079
"Sept. 30, 1992",-0.2747
"June 30, 1992",-0.3507
"March 31, 1992",-0.3804
"Dec. 31, 1991",-0.4162
"Sept. 30, 1991",-0.4428
"June 30, 1991",-0.5096
"March 31, 1991",-0.5706
"Dec. 31, 1990",-0.567
"Sept. 30, 1990",-1.303
"June 30, 1990",-1.075
