date,cash_operations_ttm
"Dec. 31, 2019",8.163B
"Sept. 30, 2019",8.441B
"June 30, 2019",8.569B
"March 31, 2019",7.824B
"Dec. 31, 2018",7.769B
"Sept. 30, 2018",7.011B
"June 30, 2018",5.783B
"March 31, 2018",4.919B
"Dec. 31, 2017",4.265B
"Sept. 30, 2017",3.743B
"June 30, 2017",3.541B
"March 31, 2017",2.966B
"Dec. 31, 2016",2.359B
"Sept. 30, 2016",2.170B
"June 30, 2016",2.542B
"March 31, 2016",2.926B
"Dec. 31, 2015",3.595B
"Sept. 30, 2015",5.090B
"June 30, 2015",6.295B
"March 31, 2015",7.342B
"Dec. 31, 2014",8.649B
"Sept. 30, 2014",8.540B
"June 30, 2014",8.216B
"March 31, 2014",8.172B
"Dec. 31, 2013",7.329B
"Sept. 30, 2013",6.555B
"June 30, 2013",5.979B
"March 31, 2013",5.584B
"Dec. 31, 2012",5.237B
"Sept. 30, 2012",5.246B
"June 30, 2012",5.082B
"March 31, 2012",4.699B
"Dec. 31, 2011",4.578B
"Sept. 30, 2011",3.964B
"June 30, 2011",3.477B
"March 31, 2011",3.046B
"Dec. 31, 2010",2.709B
"Sept. 30, 2010",2.914B
"June 30, 2010",2.947B
"March 31, 2010",2.937B
"Dec. 31, 2009",2.922B
"Sept. 30, 2009",3.127B
"June 30, 2009",3.848B
"March 31, 2009",4.312B
"Dec. 31, 2008",4.633B
"Sept. 30, 2008",4.347B
"June 30, 2008",3.534B
"March 31, 2008",3.122B
"Dec. 31, 2007",2.893B
"Sept. 30, 2007",2.745B
"June 30, 2007",2.624B
"March 31, 2007",2.490B
"Dec. 31, 2006",2.579B
"Sept. 30, 2006",2.845B
"June 30, 2006",2.760B
"March 31, 2006",2.674B
"Dec. 31, 2005",2.369B
"Sept. 30, 2005",1.931B
"June 30, 2005",1.785B
"March 31, 2005",1.561B
"Dec. 31, 2004",1.444B
"Sept. 30, 2004",1.253B
"June 30, 2004",1.240B
"March 31, 2004",1.328B
"Dec. 31, 2003",1.249B
"Sept. 30, 2003",1.163B
"June 30, 2003",990.78M
"March 31, 2003",776.78M
"Dec. 31, 2002",611.66M
"Sept. 30, 2002",607.02M
"June 30, 2002",650.73M
"March 31, 2002",839.66M
"Dec. 31, 2001",1.197B
"Sept. 30, 2001",1.409B
"June 30, 2001",1.461B
"March 31, 2001",1.272B
"Dec. 31, 2000",967.41M
"Sept. 30, 2000",772.72M
"June 30, 2000",615.71M
"March 31, 2000",549.50M
"Dec. 31, 1999",443.52M
"Sept. 30, 1999",367.70M
"June 30, 1999",365.10M
"March 31, 1999",360.80M
"Dec. 31, 1998",403.60M
"Sept. 30, 1998",501.40M
"June 30, 1998",482.00M
"March 31, 1998",507.50M
"Dec. 31, 1997",530.90M
"Sept. 30, 1997",429.00M
"June 30, 1997",423.60M
"March 31, 1997",413.10M
"Dec. 31, 1996",365.10M
"Sept. 30, 1996",390.80M
"June 30, 1996",350.10M
"March 31, 1996",326.10M
"Dec. 31, 1995",335.40M
"Sept. 30, 1995",321.80M
"June 30, 1995",376.00M
"March 31, 1995",418.70M
"Dec. 31, 1994",425.90M
"Sept. 30, 1994",438.00M
"June 30, 1994",504.70M
"March 31, 1994",513.40M
"Dec. 31, 1993",479.70M
"Sept. 30, 1993",490.50M
"June 30, 1993",381.80M
"March 31, 1993",305.00M
"Dec. 31, 1992",306.40M
"Sept. 30, 1992",253.20M
"June 30, 1992",240.40M
"March 31, 1992",245.20M
"Dec. 31, 1991",241.90M
"Sept. 30, 1991",232.10M
"June 30, 1991",240.80M
"March 31, 1991",231.50M
"Dec. 31, 1990",239.60M
