date,days_sales_outstanding
"Dec. 31, 2019",46.19
"Sept. 30, 2019",44.70
"June 30, 2019",46.63
"March 31, 2019",56.61
"Dec. 31, 2018",48.80
"Sept. 30, 2018",46.76
"June 30, 2018",45.86
"March 31, 2018",45.76
"Dec. 31, 2017",41.48
"Sept. 30, 2017",44.70
"June 30, 2017",43.33
"March 31, 2017",43.76
"Dec. 31, 2016",43.23
"Sept. 30, 2016",42.60
"June 30, 2016",45.42
"March 31, 2016",61.26
"Dec. 31, 2015",54.70
"Sept. 30, 2015",53.45
"June 30, 2015",49.71
"March 31, 2015",62.88
"Dec. 31, 2014",42.13
"Sept. 30, 2014",35.80
"June 30, 2014",40.75
"March 31, 2014",38.95
"Dec. 31, 2013",43.53
"Sept. 30, 2013",48.25
"June 30, 2013",44.94
"March 31, 2013",51.67
"Dec. 31, 2012",49.54
"Sept. 30, 2012",48.15
"June 30, 2012",48.68
"March 31, 2012",50.94
"Dec. 31, 2011",46.09
"Sept. 30, 2011",46.65
"June 30, 2011",49.19
"March 31, 2011",58.38
"Dec. 31, 2010",63.77
"Sept. 30, 2010",52.71
"June 30, 2010",58.87
"March 31, 2010",57.24
"Dec. 31, 2009",37.31
"Sept. 30, 2009",55.32
"June 30, 2009",61.08
"March 31, 2009",51.73
"Dec. 31, 2008",50.46
"Sept. 30, 2008",35.30
"June 30, 2008",108.74
"March 31, 2008",84.05
"Dec. 31, 2007",63.62
"Sept. 30, 2007",75.17
"June 30, 2007",70.44
"March 31, 2007",81.37
"Dec. 31, 2006",113.86
"Sept. 30, 2006",59.06
"June 30, 2006",60.82
"March 31, 2006",58.48
"Dec. 31, 2005",52.97
"Sept. 30, 2005",52.83
"June 30, 2005",51.90
"March 31, 2005",58.93
"Dec. 31, 2004",52.78
"Sept. 30, 2004",54.19
"June 30, 2004",57.95
"March 31, 2004",59.61
"Dec. 31, 2003",60.37
"Sept. 30, 2003",61.01
"June 30, 2003",72.42
"March 31, 2003",66.86
"Dec. 31, 2002",59.98
"Sept. 30, 2002",65.39
"June 30, 2002",61.23
"March 31, 2002",93.00
"Dec. 31, 2001",77.04
"Sept. 30, 2001",58.03
"June 30, 2001",51.98
"March 31, 2001",48.08
"Dec. 31, 2000",55.08
"Sept. 30, 2000",55.91
"June 30, 2000",57.35
"March 31, 2000",57.62
"Dec. 31, 1999",48.03
"Sept. 30, 1999",61.86
"June 30, 1999",83.13
"March 31, 1999",104.02
"Dec. 31, 1998",73.49
"Sept. 30, 1998",88.60
"June 30, 1998",105.81
"March 31, 1998",107.05
"Dec. 31, 1997",87.32
"Sept. 30, 1997",101.72
"June 30, 1997",114.54
"March 31, 1997",126.62
"Dec. 31, 1996",103.42
"Sept. 30, 1996",101.70
"June 30, 1996",86.67
"March 31, 1996",100.23
"Dec. 31, 1995",96.65
"Sept. 30, 1995",94.53
"June 30, 1995",74.49
"March 31, 1995",79.98
"Dec. 31, 1994",50.78
"Sept. 30, 1994",71.62
"June 30, 1994",71.34
"March 31, 1994",72.63
"Dec. 31, 1993",67.75
"Sept. 30, 1993",65.61
"June 30, 1993",71.02
"March 31, 1993",71.37
"Dec. 31, 1992",60.04
"Sept. 30, 1992",67.89
"June 30, 1992",65.65
"March 31, 1992",70.75
"Dec. 31, 1991",56.48
"Sept. 30, 1991",65.12
"June 30, 1991",76.21
"March 31, 1991",84.30
"Dec. 31, 1990",59.93
"Sept. 30, 1990",74.69
"June 30, 1990",57.87
"March 31, 1990",55.05
"Dec. 31, 1989",43.59
"Sept. 30, 1989",0.00
"June 30, 1989",0.00
