date,gross_profit_margin
"Dec. 31, 2019",65.88%
"Sept. 30, 2019",66.54%
"June 30, 2019",69.61%
"March 31, 2019",66.98%
"Dec. 31, 2018",69.37%
"Sept. 30, 2018",70.76%
"June 30, 2018",69.81%
"March 31, 2018",68.62%
"Dec. 31, 2017",64.38%
"Sept. 30, 2017",57.00%
"June 30, 2017",55.64%
"March 31, 2017",57.35%
"Dec. 31, 2016",49.88%
"Sept. 30, 2016",41.87%
"June 30, 2016",37.22%
"March 31, 2016",10.17%
"Dec. 31, 2015",41.00%
"Sept. 30, 2015",51.80%
"June 30, 2015",49.85%
"March 31, 2015",43.19%
"Dec. 31, 2014",65.89%
"Sept. 30, 2014",71.23%
"June 30, 2014",67.05%
"March 31, 2014",67.95%
"Dec. 31, 2013",66.98%
"Sept. 30, 2013",64.24%
"June 30, 2013",68.32%
"March 31, 2013",64.79%
"Dec. 31, 2012",65.78%
"Sept. 30, 2012",61.59%
"June 30, 2012",61.22%
"March 31, 2012",62.03%
"Dec. 31, 2011",10.27%
"Sept. 30, 2011",84.23%
"June 30, 2011",85.80%
"March 31, 2011",78.61%
"Dec. 31, 2010",-8.43%
"Sept. 30, 2010",77.71%
"June 30, 2010",75.13%
"March 31, 2010",74.86%
"Dec. 31, 2009",82.97%
"Sept. 30, 2009",72.75%
"June 30, 2009",67.24%
"March 31, 2009",75.42%
"Dec. 31, 2008",80.20%
"Sept. 30, 2008",91.41%
"June 30, 2008",75.51%
"March 31, 2008",74.97%
"Dec. 31, 2007",74.64%
"Sept. 30, 2007",73.56%
"June 30, 2007",78.42%
"March 31, 2007",75.86%
"Dec. 31, 2006",61.34%
"Sept. 30, 2006",82.26%
"June 30, 2006",82.25%
"March 31, 2006",84.72%
"Dec. 31, 2005",91.36%
"Sept. 30, 2005",82.72%
"June 30, 2005",82.48%
"March 31, 2005",80.78%
"Dec. 31, 2004",87.06%
"Sept. 30, 2004",78.13%
"June 30, 2004",79.93%
"March 31, 2004",78.37%
"Dec. 31, 2003",92.25%
"Sept. 30, 2003",75.22%
"June 30, 2003",75.36%
"March 31, 2003",84.41%
"Dec. 31, 2002",87.54%
"Sept. 30, 2002",71.61%
"June 30, 2002",71.46%
"March 31, 2002",59.25%
"Dec. 31, 2001",48.76%
"Sept. 30, 2001",75.36%
"June 30, 2001",80.64%
"March 31, 2001",84.21%
"Dec. 31, 2000",82.85%
"Sept. 30, 2000",83.68%
"June 30, 2000",81.77%
"March 31, 2000",76.59%
"Dec. 31, 1999",3.15%
"Sept. 30, 1999",81.08%
"June 30, 1999",76.50%
"March 31, 1999",69.05%
"Dec. 31, 1998",73.99%
"Sept. 30, 1998",69.58%
"June 30, 1998",73.27%
"March 31, 1998",65.37%
"Dec. 31, 1997",75.34%
"Sept. 30, 1997",77.11%
"June 30, 1997",64.84%
"March 31, 1997",68.68%
"Dec. 31, 1996",76.80%
"Sept. 30, 1996",75.62%
"June 30, 1996",80.21%
"March 31, 1996",69.25%
"Dec. 31, 1995",77.94%
"Sept. 30, 1995",75.88%
"June 30, 1995",78.42%
"March 31, 1995",76.25%
"Dec. 31, 1994",78.95%
"Sept. 30, 1994",74.10%
"June 30, 1994",72.91%
"March 31, 1994",79.63%
"Dec. 31, 1993",67.92%
"Sept. 30, 1993",77.46%
"June 30, 1993",79.50%
"March 31, 1993",80.48%
"Dec. 31, 1992",78.82%
"Sept. 30, 1992",76.59%
"June 30, 1992",73.73%
"March 31, 1992",73.73%
"Dec. 31, 1991",72.04%
"Sept. 30, 1991",65.60%
"June 30, 1991",72.95%
"March 31, 1991",76.64%
"Dec. 31, 1990",71.61%
"Sept. 30, 1990",63.06%
"June 30, 1990",68.19%
"March 31, 1990",74.35%
