date,receivables_turnover
"Dec. 31, 2019",1.976
"Sept. 30, 2019",2.041
"June 30, 2019",1.957
"March 31, 2019",1.612
"Dec. 31, 2018",1.870
"Sept. 30, 2018",1.952
"June 30, 2018",1.990
"March 31, 2018",1.994
"Dec. 31, 2017",2.200
"Sept. 30, 2017",2.042
"June 30, 2017",2.106
"March 31, 2017",2.085
"Dec. 31, 2016",2.111
"Sept. 30, 2016",2.142
"June 30, 2016",2.009
"March 31, 2016",1.490
"Dec. 31, 2015",1.668
"Sept. 30, 2015",1.707
"June 30, 2015",1.836
"March 31, 2015",1.451
"Dec. 31, 2014",2.166
"Sept. 30, 2014",2.549
"June 30, 2014",2.239
"March 31, 2014",2.343
"Dec. 31, 2013",2.096
"Sept. 30, 2013",1.891
"June 30, 2013",2.030
"March 31, 2013",1.766
"Dec. 31, 2012",1.842
"Sept. 30, 2012",1.895
"June 30, 2012",1.874
"March 31, 2012",1.791
"Dec. 31, 2011",1.980
"Sept. 30, 2011",1.956
"June 30, 2011",1.855
"March 31, 2011",1.563
"Dec. 31, 2010",1.431
"Sept. 30, 2010",1.731
"June 30, 2010",1.550
"March 31, 2010",1.594
"Dec. 31, 2009",2.446
"Sept. 30, 2009",1.650
"June 30, 2009",1.494
"March 31, 2009",1.764
"Dec. 31, 2008",1.808
"Sept. 30, 2008",2.585
"June 30, 2008",0.8391
"March 31, 2008",1.086
"Dec. 31, 2007",1.434
"Sept. 30, 2007",1.214
"June 30, 2007",1.295
"March 31, 2007",1.121
"Dec. 31, 2006",0.8014
"Sept. 30, 2006",1.545
"June 30, 2006",1.500
"March 31, 2006",1.560
"Dec. 31, 2005",1.723
"Sept. 30, 2005",1.727
"June 30, 2005",1.758
"March 31, 2005",1.548
"Dec. 31, 2004",1.729
"Sept. 30, 2004",1.684
"June 30, 2004",1.575
"March 31, 2004",1.531
"Dec. 31, 2003",1.512
"Sept. 30, 2003",1.496
"June 30, 2003",1.26
"March 31, 2003",1.365
"Dec. 31, 2002",1.521
"Sept. 30, 2002",1.395
"June 30, 2002",1.490
"March 31, 2002",0.9812
"Dec. 31, 2001",1.184
"Sept. 30, 2001",1.572
"June 30, 2001",1.755
"March 31, 2001",1.898
"Dec. 31, 2000",1.657
"Sept. 30, 2000",1.632
"June 30, 2000",1.591
"March 31, 2000",1.584
"Dec. 31, 1999",1.900
"Sept. 30, 1999",1.475
"June 30, 1999",1.098
"March 31, 1999",0.8772
"Dec. 31, 1998",1.242
"Sept. 30, 1998",1.030
"June 30, 1998",0.8624
"March 31, 1998",0.8524
"Dec. 31, 1997",1.045
"Sept. 30, 1997",0.8971
"June 30, 1997",0.7967
"March 31, 1997",0.7206
"Dec. 31, 1996",0.8823
"Sept. 30, 1996",0.8972
"June 30, 1996",1.053
"March 31, 1996",0.9104
"Dec. 31, 1995",0.9442
"Sept. 30, 1995",0.9653
"June 30, 1995",1.225
"March 31, 1995",1.141
"Dec. 31, 1994",1.797
"Sept. 30, 1994",1.274
"June 30, 1994",1.279
"March 31, 1994",1.256
"Dec. 31, 1993",1.347
"Sept. 30, 1993",1.391
"June 30, 1993",1.285
"March 31, 1993",1.278
"Dec. 31, 1992",1.520
"Sept. 30, 1992",1.344
"June 30, 1992",1.39
"March 31, 1992",1.290
"Dec. 31, 1991",1.616
"Sept. 30, 1991",1.401
"June 30, 1991",1.197
"March 31, 1991",1.082
"Dec. 31, 1990",1.523
"Sept. 30, 1990",1.222
"June 30, 1990",1.577
"March 31, 1990",1.658
