date,cash_investing_ttm
"Dec. 31, 2019",-6.177B
"Sept. 30, 2019",-6.272B
"June 30, 2019",-6.604B
"March 31, 2019",-6.605B
"Dec. 31, 2018",-6.170B
"Sept. 30, 2018",-6.110B
"June 30, 2018",-5.358B
"March 31, 2018",-4.607B
"Dec. 31, 2017",-3.987B
"Sept. 30, 2017",-2.745B
"June 30, 2017",-2.091B
"March 31, 2017",-1.521B
"Dec. 31, 2016",-1.253B
"Sept. 30, 2016",-2.038B
"June 30, 2016",-3.334B
"March 31, 2016",-4.085B
"Dec. 31, 2015",-5.320B
"Sept. 30, 2015",-5.928B
"June 30, 2015",-6.268B
"March 31, 2015",-7.494B
"Dec. 31, 2014",-7.514B
"Sept. 30, 2014",-7.683B
"June 30, 2014",-7.541B
"March 31, 2014",-6.979B
"Dec. 31, 2013",-6.315B
"Sept. 30, 2013",-6.204B
"June 30, 2013",-6.151B
"March 31, 2013",-5.904B
"Dec. 31, 2012",-6.119B
"Sept. 30, 2012",-6.427B
"June 30, 2012",-6.014B
"March 31, 2012",-5.703B
"Dec. 31, 2011",-5.755B
"Sept. 30, 2011",-5.284B
"June 30, 2011",-5.267B
"March 31, 2011",-5.291B
"Dec. 31, 2010",-4.903B
"Sept. 30, 2010",-4.388B
"June 30, 2010",-3.893B
"March 31, 2010",-3.429B
"Dec. 31, 2009",-3.415B
"Sept. 30, 2009",-4.119B
"June 30, 2009",-4.712B
"March 31, 2009",-5.185B
"Dec. 31, 2008",-4.967B
"Sept. 30, 2008",-4.362B
"June 30, 2008",-3.740B
"March 31, 2008",-3.404B
"Dec. 31, 2007",-3.456B
"Sept. 30, 2007",-3.411B
"June 30, 2007",-3.253B
"March 31, 2007",-3.010B
"Dec. 31, 2006",-2.710B
"Sept. 30, 2006",-2.392B
"June 30, 2006",-2.091B
"March 31, 2006",-1.859B
"Dec. 31, 2005",-1.678B
"Sept. 30, 2005",-1.647B
"June 30, 2005",-1.582B
"March 31, 2005",-1.521B
"Dec. 31, 2004",-1.397B
"Sept. 30, 2004",-1.459B
"June 30, 2004",-1.433B
"March 31, 2004",-1.293B
"Dec. 31, 2003",-1.207B
"Sept. 30, 2003",-834.92M
"June 30, 2003",-729.01M
"March 31, 2003",-742.83M
"Dec. 31, 2002",-816.13M
"Sept. 30, 2002",-942.44M
"June 30, 2002",-1.053B
"March 31, 2002",-1.127B
"Dec. 31, 2001",-1.088B
"Sept. 30, 2001",-1.022B
"June 30, 2001",-935.79M
"March 31, 2001",-787.04M
"Dec. 31, 2000",-667.16M
"Sept. 30, 2000",-566.38M
"June 30, 2000",-433.47M
"March 31, 2000",-359.92M
"Dec. 31, 1999",-363.36M
"Sept. 30, 1999",-393.90M
"June 30, 1999",-619.90M
"March 31, 1999",-682.30M
"Dec. 31, 1998",-759.60M
"Sept. 30, 1998",-810.10M
"June 30, 1998",-630.90M
"March 31, 1998",-705.40M
"Dec. 31, 1997",-697.10M
"Sept. 30, 1997",-729.00M
"June 30, 1997",-711.70M
"March 31, 1997",-567.50M
"Dec. 31, 1996",-511.60M
"Sept. 30, 1996",-390.50M
"June 30, 1996",-376.90M
"March 31, 1996",-405.60M
"Dec. 31, 1995",-391.30M
"Sept. 30, 1995",-451.30M
"June 30, 1995",-436.00M
"March 31, 1995",-464.60M
"Dec. 31, 1994",-494.80M
"Sept. 30, 1994",-468.20M
"June 30, 1994",-461.60M
"March 31, 1994",-472.10M
"Dec. 31, 1993",-512.60M
"Sept. 30, 1993",-530.40M
"June 30, 1993",-168.30M
"March 31, 1993",-109.90M
"Dec. 31, 1992",-1.10M
"Sept. 30, 1992",76.90M
"June 30, 1992",-226.50M
"March 31, 1992",-226.80M
"Dec. 31, 1991",-230.60M
"Sept. 30, 1991",-237.40M
"June 30, 1991",-227.20M
"March 31, 1991",-247.80M
"Dec. 31, 1990",-253.20M
