date,pe_10
"March 19, 2020",20.24
"March 18, 2020",18.13
"March 17, 2020",18.82
"March 16, 2020",18.95
"March 13, 2020",21.20
"March 12, 2020",19.80
"March 11, 2020",23.68
"March 10, 2020",25.35
"March 9, 2020",22.91
"March 6, 2020",33.69
"March 5, 2020",37.70
"March 4, 2020",39.04
"March 3, 2020",38.04
"March 2, 2020",38.30
"Feb. 28, 2020",38.54
"Feb. 27, 2020",36.56
"Feb. 26, 2020",38.51
"Feb. 25, 2020",40.82
"Feb. 24, 2020",42.60
"Feb. 21, 2020",45.22
"Feb. 20, 2020",46.30
"Feb. 19, 2020",47.09
"Feb. 18, 2020",45.41
"Feb. 14, 2020",45.65
"Feb. 13, 2020",46.11
"Feb. 12, 2020",45.93
"Feb. 11, 2020",45.57
"Feb. 10, 2020",44.90
"Feb. 7, 2020",45.30
"Feb. 6, 2020",46.23
"Feb. 5, 2020",46.95
"Feb. 4, 2020",44.86
"Feb. 3, 2020",43.49
"Jan. 31, 2020",44.42
"Jan. 30, 2020",46.20
"Jan. 29, 2020",45.78
"Jan. 28, 2020",46.95
"Jan. 27, 2020",46.70
"Jan. 24, 2020",48.65
"Jan. 23, 2020",49.86
"Jan. 22, 2020",50.63
"Jan. 21, 2020",51.20
"Jan. 17, 2020",51.98
"Jan. 16, 2020",53.02
"Jan. 15, 2020",52.85
"Jan. 14, 2020",52.60
"Jan. 13, 2020",52.11
"Jan. 10, 2020",52.56
"Jan. 9, 2020",53.77
"Jan. 8, 2020",53.22
"Jan. 7, 2020",54.40
"Jan. 6, 2020",53.89
"Jan. 3, 2020",51.78
"Jan. 2, 2020",51.27
"Dec. 31, 2019",51.03
"Dec. 30, 2019",53.14
"Dec. 27, 2019",53.63
"Dec. 26, 2019",53.95
"Dec. 24, 2019",54.06
"Dec. 23, 2019",53.78
"Dec. 20, 2019",53.32
"Dec. 19, 2019",52.41
"Dec. 18, 2019",51.98
"Dec. 17, 2019",50.83
"Dec. 16, 2019",50.25
"Dec. 13, 2019",48.69
"Dec. 12, 2019",49.48
"Dec. 11, 2019",48.16
"Dec. 10, 2019",48.27
"Dec. 9, 2019",48.06
"Dec. 6, 2019",47.70
"Dec. 5, 2019",45.53
"Dec. 4, 2019",46.47
"Dec. 3, 2019",44.36
"Dec. 2, 2019",45.66
