date,eps_est_0q
"March 19, 2020",0.869
"March 18, 2020",0.8695
"March 17, 2020",0.8604
"March 16, 2020",0.9068
"March 14, 2020",1.023
"March 13, 2020",1.023
"March 12, 2020",1.023
"March 10, 2020",1.039
"March 9, 2020",1.052
"March 3, 2020",1.132
"March 2, 2020",1.136
"Feb. 29, 2020",1.137
"Feb. 28, 2020",1.089
"Feb. 27, 2020",1.238
"Feb. 26, 2020",1.246
"Feb. 14, 2020",1.257
"Feb. 3, 2020",1.244
"Jan. 31, 2020",1.245
"Jan. 30, 2020",1.257
"Jan. 28, 2020",1.268
"Jan. 27, 2020",1.280
"Jan. 24, 2020",1.268
"Jan. 23, 2020",1.245
"Jan. 22, 2020",1.240
"Jan. 21, 2020",1.237
"Jan. 17, 2020",1.236
"Jan. 14, 2020",1.236
"Jan. 13, 2020",1.193
"Jan. 10, 2020",1.172
"Jan. 9, 2020",1.170
"Jan. 6, 2020",1.159
"Jan. 3, 2020",1.133
"Dec. 31, 2019",1.193
"Dec. 18, 2019",1.133
"Dec. 17, 2019",1.132
"Dec. 16, 2019",1.141
"Dec. 6, 2019",1.141
"Dec. 5, 2019",1.142
"Dec. 4, 2019",1.151
"Nov. 27, 2019",1.152
"Nov. 21, 2019",1.151
"Nov. 16, 2019",1.146
"Nov. 15, 2019",1.149
"Nov. 13, 2019",1.155
"Nov. 12, 2019",1.160
"Nov. 11, 2019",1.133
"Nov. 9, 2019",1.142
"Nov. 8, 2019",1.138
"Nov. 7, 2019",1.113
"Nov. 6, 2019",1.196
"Oct. 23, 2019",1.191
"Oct. 22, 2019",1.194
"Oct. 21, 2019",1.202
"Oct. 19, 2019",1.218
"Oct. 18, 2019",1.218
"Oct. 17, 2019",1.233
"Oct. 16, 2019",1.260
"Oct. 15, 2019",1.268
"Oct. 14, 2019",1.278
"Oct. 11, 2019",1.283
"Oct. 10, 2019",1.286
"Oct. 8, 2019",1.29
"Oct. 4, 2019",1.298
"Sept. 30, 2019",1.150
"Sept. 26, 2019",1.241
"Sept. 24, 2019",1.241
"Sept. 20, 2019",1.249
"Sept. 6, 2019",1.253
"Aug. 30, 2019",1.258
"Aug. 29, 2019",1.259
"Aug. 28, 2019",1.259
"Aug. 26, 2019",1.276
"Aug. 22, 2019",1.271
"Aug. 21, 2019",1.279
"Aug. 20, 2019",1.286
"Aug. 16, 2019",1.283
"Aug. 15, 2019",1.283
"Aug. 13, 2019",1.284
"Aug. 12, 2019",1.293
"Aug. 6, 2019",1.293
"Aug. 5, 2019",1.287
"Aug. 2, 2019",1.305
"Aug. 1, 2019",1.291
"July 31, 2019",1.309
"July 29, 2019",1.296
"July 24, 2019",1.319
"July 23, 2019",1.339
"July 22, 2019",1.346
"July 19, 2019",1.36
"July 18, 2019",1.352
"July 17, 2019",1.372
"July 16, 2019",1.391
"July 15, 2019",1.392
"July 12, 2019",1.404
"July 11, 2019",1.406
"July 10, 2019",1.408
"July 9, 2019",1.410
"July 8, 2019",1.41
"June 30, 2019",1.321
"June 28, 2019",1.397
"June 24, 2019",1.398
"June 20, 2019",1.398
"June 18, 2019",1.410
"June 14, 2019",1.399
"June 4, 2019",1.398
"May 28, 2019",1.414
"May 23, 2019",1.418
"May 21, 2019",1.404
"May 16, 2019",1.382
"May 15, 2019",1.380
"May 14, 2019",1.381
"May 13, 2019",1.383
"May 10, 2019",1.392
"May 8, 2019",1.395
"May 7, 2019",1.394
"May 6, 2019",1.394
"May 3, 2019",1.365
"May 2, 2019",1.29
"April 29, 2019",1.299
"April 26, 2019",1.288
"April 24, 2019",1.293
"April 22, 2019",1.271
"April 19, 2019",1.256
"April 18, 2019",1.252
"April 17, 2019",1.229
"April 16, 2019",1.205
"April 12, 2019",1.158
"April 11, 2019",1.086
"April 10, 2019",1.086
"March 31, 2019",1.022
"March 27, 2019",0.9213
"March 26, 2019",0.9151
"March 22, 2019",0.9057
"March 21, 2019",0.8845
"March 20, 2019",0.8878
"March 19, 2019",0.8653
"March 18, 2019",0.8493
"March 13, 2019",0.8465
"March 12, 2019",0.8365
"March 11, 2019",0.8261
"March 7, 2019",0.838
"March 6, 2019",0.8321
