date,accruals
"Dec. 31, 2019",-1.171B
"Sept. 30, 2019",-1.447B
"June 30, 2019",-1.839B
"March 31, 2019",-972.34M
"Dec. 31, 2018",-1.192B
"Sept. 30, 2018",-998.64M
"June 30, 2018",-1.245B
"March 31, 2018",-913.58M
"Dec. 31, 2017",1.103B
"Sept. 30, 2017",-860.82M
"June 30, 2017",-1.055B
"March 31, 2017",-869.53M
"Dec. 31, 2016",-947.10M
"Sept. 30, 2016",-949.58M
"June 30, 2016",-795.70M
"March 31, 2016",-763.37M
"Dec. 31, 2015",-900.11M
"Sept. 30, 2015",-5.207B
"June 30, 2015",-882.10M
"March 31, 2015",-1.130B
"Dec. 31, 2014",-1.666B
"Sept. 30, 2014",-1.233B
"June 30, 2014",-1.228B
"March 31, 2014",-1.607B
"Dec. 31, 2013",-1.421B
"Sept. 30, 2013",-1.550B
"June 30, 2013",-1.231B
"March 31, 2013",-930.21M
"Dec. 31, 2012",-1.732B
"Sept. 30, 2012",-1.081B
"June 30, 2012",-1.100B
"March 31, 2012",-753.60M
"Dec. 31, 2011",-1.116B
"Sept. 30, 2011",-731.40M
"June 30, 2011",-816.18M
"March 31, 2011",-823.52M
"Dec. 31, 2010",-569.20M
"Sept. 30, 2010",-855.29M
"June 30, 2010",-621.18M
"March 31, 2010",-502.27M
"Dec. 31, 2009",-428.34M
"Sept. 30, 2009",-812.26M
"June 30, 2009",-688.08M
"March 31, 2009",-447.13M
"Dec. 31, 2008",-572.09M
"Sept. 30, 2008",19.22M
"June 30, 2008",-957.33M
"March 31, 2008",-686.13M
"Dec. 31, 2007",-386.22M
"Sept. 30, 2007",-520.26M
"June 30, 2007",-416.16M
"March 31, 2007",-480.81M
"Dec. 31, 2006",-356.38M
"Sept. 30, 2006",-303.98M
"June 30, 2006",-258.25M
"March 31, 2006",-360.06M
"Dec. 31, 2005",-401.56M
"Sept. 30, 2005",-175.05M
"June 30, 2005",-254.11M
"March 31, 2005",-279.14M
"Dec. 31, 2004",-219.72M
"Sept. 30, 2004",-201.11M
"June 30, 2004",-134.08M
"March 31, 2004",-264.59M
"Dec. 31, 2003",-160.21M
"Sept. 30, 2003",-243.82M
"June 30, 2003",-257.86M
"March 31, 2003",-157.14M
"Dec. 31, 2002",-104.21M
"Sept. 30, 2002",-160.05M
"June 30, 2002",-114.54M
"March 31, 2002",-145.68M
"Dec. 31, 2001",-168.78M
"Sept. 30, 2001",-160.69M
"June 30, 2001",-205.38M
"March 31, 2001",-263.96M
"Dec. 31, 2000",-193.66M
"Sept. 30, 2000",-168.23M
"June 30, 2000",-74.99M
"March 31, 2000",-133.59M
"Dec. 31, 1999",-129.92M
"Sept. 30, 1999",385.20M
"June 30, 1999",-65.70M
"March 31, 1999",-64.00M
"Dec. 31, 1998",-74.63M
"Sept. 30, 1998",-119.20M
"June 30, 1998",-68.70M
"March 31, 1998",-84.90M
"Dec. 31, 1997",-139.20M
"Sept. 30, 1997",-74.50M
"June 30, 1997",-82.90M
"March 31, 1997",-112.20M
"Dec. 31, 1996",-45.40M
"Sept. 30, 1996",-68.90M
"June 30, 1996",-49.40M
"March 31, 1996",-61.40M
"Dec. 31, 1995",-74.80M
"Sept. 30, 1995",-26.60M
"June 30, 1995",-24.90M
"March 31, 1995",-67.00M
"Dec. 31, 1994",-50.00M
"Sept. 30, 1994",-72.80M
"June 30, 1994",-81.50M
"March 31, 1994",-73.50M
"Dec. 31, 1993",-66.20M
"Sept. 30, 1993",-144.70M
"June 30, 1993",-90.90M
"March 31, 1993",-39.90M
"Dec. 31, 1992",-75.40M
"Sept. 30, 1992",-51.20M
"June 30, 1992",-33.00M
"March 31, 1992",-49.20M
"Dec. 31, 1991",-40.00M
"Sept. 30, 1991",-45.60M
"June 30, 1991",-45.10M
"March 31, 1991",-56.30M
"Dec. 31, 1990",-32.30M
"Sept. 30, 1990",-59.20M
"June 30, 1990",-37.50M
"March 31, 1990",-65.10M
