date,zmijewski_score
"Dec. 31, 2019",-2.307
"Sept. 30, 2019",-2.320
"June 30, 2019",-2.400
"March 31, 2019",-2.286
"Dec. 31, 2018",-2.374
"Sept. 30, 2018",-2.504
"June 30, 2018",-2.320
"March 31, 2018",-2.250
"Dec. 31, 2017",-2.150
"Sept. 30, 2017",-1.398
"June 30, 2017",-1.304
"March 31, 2017",-1.259
"Dec. 31, 2016",-1.176
"Sept. 30, 2016",-1.061
"June 30, 2016",-0.4778
"March 31, 2016",-0.5956
"Dec. 31, 2015",-0.7288
"Sept. 30, 2015",-0.8985
"June 30, 2015",-1.754
"March 31, 2015",-1.788
"Dec. 31, 2014",-1.942
"Sept. 30, 2014",-1.996
"June 30, 2014",-1.851
"March 31, 2014",-1.839
"Dec. 31, 2013",-1.856
"Sept. 30, 2013",-1.627
"June 30, 2013",-1.624
"March 31, 2013",-1.542
"Dec. 31, 2012",-1.510
"Sept. 30, 2012",-1.654
"June 30, 2012",-1.819
"March 31, 2012",-1.775
"Dec. 31, 2011",-1.749
"Sept. 30, 2011",-1.716
"June 30, 2011",-1.600
"March 31, 2011",-1.533
"Dec. 31, 2010",-1.377
"Sept. 30, 2010",-1.658
"June 30, 2010",-1.754
"March 31, 2010",-1.904
"Dec. 31, 2009",-1.932
"Sept. 30, 2009",-1.957
"June 30, 2009",-2.400
"March 31, 2009",-2.599
"Dec. 31, 2008",-2.636
"Sept. 30, 2008",-2.643
"June 30, 2008",-1.981
"March 31, 2008",-2.248
"Dec. 31, 2007",-2.399
"Sept. 30, 2007",-2.37
"June 30, 2007",-2.555
"March 31, 2007",-2.575
"Dec. 31, 2006",-2.714
"Sept. 30, 2006",-2.885
"June 30, 2006",-2.962
"March 31, 2006",-2.860
"Dec. 31, 2005",-2.671
"Sept. 30, 2005",-2.499
"June 30, 2005",-2.304
"March 31, 2005",-2.178
"Dec. 31, 2004",-2.079
"Sept. 30, 2004",-1.957
"June 30, 2004",-1.818
"March 31, 2004",-1.711
"Dec. 31, 2003",-1.768
"Sept. 30, 2003",-1.792
"June 30, 2003",-1.667
"March 31, 2003",-1.486
"Dec. 31, 2002",-1.251
"Sept. 30, 2002",-1.237
"June 30, 2002",-1.400
"March 31, 2002",-1.523
"Dec. 31, 2001",-1.947
"Sept. 30, 2001",-2.339
"June 30, 2001",-2.550
"March 31, 2001",-2.452
"Dec. 31, 2000",-1.917
"Sept. 30, 2000",-1.57
"June 30, 2000",-2.255
"March 31, 2000",-2.106
"Dec. 31, 1999",-2.016
"Sept. 30, 1999",-1.586
"June 30, 1999",-1.228
"March 31, 1999",-1.146
"Dec. 31, 1998",-1.152
"Sept. 30, 1998",-1.246
"June 30, 1998",-1.518
"March 31, 1998",-1.564
"Dec. 31, 1997",-1.540
"Sept. 30, 1997",-1.634
"June 30, 1997",-1.680
"March 31, 1997",-1.796
"Dec. 31, 1996",-1.858
"Sept. 30, 1996",-2.094
"June 30, 1996",-2.092
"March 31, 1996",-2.045
"Dec. 31, 1995",-2.045
"Sept. 30, 1995",-2.123
"June 30, 1995",-2.170
"March 31, 1995",-2.107
"Dec. 31, 1994",-2.203
"Sept. 30, 1994",-2.133
"June 30, 1994",-2.095
"March 31, 1994",-2.061
"Dec. 31, 1993",-1.937
"Sept. 30, 1993",-1.922
"June 30, 1993",-1.918
"March 31, 1993",-1.829
"Dec. 31, 1992",-1.672
"Sept. 30, 1992",-1.630
"June 30, 1992",-1.499
"March 31, 1992",-1.489
"Dec. 31, 1991",-1.364
"Sept. 30, 1991",-1.367
"June 30, 1991",-1.422
"March 31, 1991",-1.261
"Dec. 31, 1990",-1.244
"Sept. 30, 1990",-1.143
"June 30, 1990",-1.087
