date,Open,High,Low,Close
"Oct. 24, 2019",205.97,205.97,205.97,205.97
"Oct. 23, 2019",208.75,208.75,208.75,208.75
"Oct. 22, 2019",207.81,207.81,207.81,207.81
"Oct. 21, 2019",206.94,206.94,206.94,206.94
"Oct. 18, 2019",207.50,207.50,207.50,207.50
"Oct. 17, 2019",207.10,207.10,207.10,207.10
"Oct. 16, 2019",203.98,203.98,203.98,203.98
"Oct. 15, 2019",202.92,202.92,202.92,202.92
"Oct. 14, 2019",200.10,200.10,200.10,200.10
"Oct. 11, 2019",199.98,199.98,199.98,199.98
"Oct. 10, 2019",198.51,198.51,198.51,198.51
"Oct. 9, 2019",198.80,198.80,198.80,198.80
"Oct. 8, 2019",196.02,196.02,196.02,196.02
"Oct. 7, 2019",198.25,198.25,198.25,198.25
"Oct. 4, 2019",196.15,196.15,196.15,196.15
"Oct. 3, 2019",193.36,193.36,193.36,193.36
"Oct. 2, 2019",192.37,192.37,192.37,192.37
"Oct. 1, 2019",195.47,195.47,195.47,195.47
"Sept. 30, 2019",196.38,196.38,196.38,196.38
"Sept. 27, 2019",195.46,195.46,195.46,195.46
"Sept. 26, 2019",194.90,194.90,194.90,194.90
"Sept. 25, 2019",191.35,191.35,191.35,191.35
"Sept. 24, 2019",190.83,190.83,190.83,190.83
"Sept. 23, 2019",190.47,190.47,190.47,190.47
"Sept. 20, 2019",192.28,192.28,192.28,192.28
"Sept. 19, 2019",192.00,192.00,192.00,192.00
"Sept. 18, 2019",190.69,190.69,190.69,190.69
"Sept. 17, 2019",188.54,188.54,188.54,188.54
"Sept. 16, 2019",185.85,185.85,185.85,185.85
"Sept. 13, 2019",188.09,188.09,188.09,188.09
"Sept. 12, 2019",186.17,186.17,186.17,186.17
"Sept. 11, 2019",187.53,187.53,187.53,187.53
"Sept. 10, 2019",185.81,185.81,185.81,185.81
"Sept. 9, 2019",183.11,183.11,183.11,183.11
"Sept. 6, 2019",185.48,185.48,185.48,185.48
"Sept. 5, 2019",185.65,185.65,185.65,185.65
"Sept. 4, 2019",186.50,186.50,186.50,186.50
"Sept. 3, 2019",185.60,185.60,185.60,185.60
"Sept. 2, 2019",186.81,186.81,186.81,186.81
"Aug. 30, 2019",189.06,189.06,189.06,189.06
"Aug. 29, 2019",184.21,184.21,184.21,184.21
"Aug. 28, 2019",186.45,186.45,186.45,186.45
"Aug. 27, 2019",187.03,187.03,187.03,187.03
"Aug. 26, 2019",185.06,185.06,185.06,185.06
"Aug. 23, 2019",185.77,185.77,185.77,185.77
"Aug. 22, 2019",185.07,185.07,185.07,185.07
"Aug. 21, 2019",186.61,186.61,186.61,186.61
"Aug. 20, 2019",184.24,184.24,184.24,184.24
"Aug. 19, 2019",187.80,187.80,187.80,187.80
"Aug. 16, 2019",186.99,186.99,186.99,186.99
"Aug. 15, 2019",184.75,184.75,184.75,184.75
"Aug. 14, 2019",185.95,185.95,185.95,185.95
"Aug. 13, 2019",188.30,188.30,188.30,188.30
"Aug. 12, 2019",191.27,191.27,191.27,191.27
"Aug. 9, 2019",191.42,191.42,191.42,191.42
"Aug. 8, 2019",191.52,191.52,191.52,191.52
"Aug. 7, 2019",191.15,191.15,191.15,191.15
"Aug. 6, 2019",189.61,189.61,189.61,189.61
"Aug. 5, 2019",190.98,190.98,190.98,190.98
"Aug. 2, 2019",191.99,191.99,191.99,191.99
"Aug. 1, 2019",190.30,190.30,190.30,190.30
"July 31, 2019",189.33,189.33,189.33,189.33
"July 30, 2019",191.65,191.65,191.65,191.65
"July 29, 2019",193.24,193.24,193.24,193.24
"July 26, 2019",190.87,190.87,190.87,190.87
"July 25, 2019",192.97,192.97,192.97,192.97
"July 24, 2019",193.22,193.22,193.22,193.22
"July 23, 2019",192.13,192.13,192.13,192.13
"July 22, 2019",192.43,192.43,192.43,192.43
"July 19, 2019",193.50,193.50,193.50,193.50
"July 18, 2019",192.65,192.65,192.65,192.65
"July 17, 2019",192.51,192.51,192.51,192.51
"July 16, 2019",191.44,191.44,191.44,191.44
"July 15, 2019",194.25,194.25,194.25,194.25
"July 12, 2019",194.23,194.23,194.23,194.23
"July 11, 2019",194.94,194.94,194.94,194.94
"July 10, 2019",196.47,196.47,196.47,196.47
"July 9, 2019",197.71,197.71,197.71,197.71
"July 8, 2019",196.08,196.08,196.08,196.08
"July 5, 2019",196.06,196.06,196.06,196.06
"July 4, 2019",198.29,198.29,198.29,198.29
"July 3, 2019",196.38,196.38,196.38,196.38
"July 2, 2019",194.67,194.67,194.67,194.67
"July 1, 2019",193.99,193.99,193.99,193.99
"June 28, 2019",193.93,193.93,193.93,193.93
"June 27, 2019",190.74,190.74,190.74,190.74
"June 26, 2019",192.32,192.32,192.32,192.32
"June 25, 2019",195.58,195.58,195.58,195.58
"June 24, 2019",196.10,196.10,196.10,196.10
"June 21, 2019",197.26,197.26,197.26,197.26
"June 20, 2019",198.26,198.26,198.26,198.26
"June 19, 2019",200.47,200.47,200.47,200.47
"June 18, 2019",203.69,203.69,203.69,203.69
"June 17, 2019",203.78,203.78,203.78,203.78
"June 14, 2019",203.55,203.55,203.55,203.55
"June 13, 2019",204.97,204.97,204.97,204.97
"June 12, 2019",203.59,203.59,203.59,203.59
"June 11, 2019",204.35,204.35,204.35,204.35
"June 10, 2019",202.83,202.83,202.83,202.83
"June 7, 2019",356.06,356.06,356.06,356.06
"June 6, 2019",359.81,359.81,359.81,359.81
"June 5, 2019",374.05,374.05,374.05,374.05
"June 4, 2019",370.08,370.08,370.08,370.08
"June 3, 2019",368.04,368.04,368.04,368.04
"May 31, 2019",364.40,364.40,364.40,364.40
"May 30, 2019",360.90,360.90,360.90,360.90
"May 29, 2019",363.95,363.95,363.95,363.95
"May 28, 2019",367.98,367.98,367.98,367.98
"May 27, 2019",372.62,372.62,372.62,372.62
"May 24, 2019",371.84,371.84,371.84,371.84
"May 23, 2019",365.62,365.62,365.62,365.62
"May 22, 2019",368.60,368.60,368.60,368.60
"May 21, 2019",373.72,373.72,373.72,373.72
"May 20, 2019",371.28,371.28,371.28,371.28
"May 17, 2019",371.61,371.61,371.61,371.61
"May 16, 2019",374.88,374.88,374.88,374.88
"May 15, 2019",373.56,373.56,373.56,373.56
"May 14, 2019",371.20,371.20,371.20,371.20
"May 13, 2019",373.14,373.14,373.14,373.14
"May 10, 2019",373.65,373.65,373.65,373.65
"May 9, 2019",371.96,371.96,371.96,371.96
"May 8, 2019",369.01,369.01,369.01,369.01
"May 7, 2019",371.94,371.94,371.94,371.94
"May 6, 2019",365.33,365.33,365.33,365.33
"May 3, 2019",365.53,365.53,365.53,365.53
"May 2, 2019",368.62,368.62,368.62,368.62
"May 1, 2019",367.29,367.29,367.29,367.29
"April 30, 2019",366.19,366.19,366.19,366.19
"April 29, 2019",366.24,366.24,366.24,366.24
"April 26, 2019",367.07,367.07,367.07,367.07
"April 25, 2019",367.36,367.36,367.36,367.36
"April 24, 2019",371.87,371.87,371.87,371.87
"April 23, 2019",365.01,365.01,365.01,365.01
"April 22, 2019",366.51,366.51,366.51,366.51
"April 19, 2019",366.14,366.14,366.14,366.14
"April 18, 2019",366.14,366.14,366.14,366.14
"April 17, 2019",366.13,366.13,366.13,366.13
"April 16, 2019",368.89,368.89,368.89,368.89
"April 15, 2019",368.15,368.15,368.15,368.15
"April 12, 2019",370.61,370.61,370.61,370.61
"April 11, 2019",372.04,372.04,372.04,372.04
"April 10, 2019",370.50,370.50,370.50,370.50
"April 9, 2019",363.90,363.90,363.90,363.90
"April 8, 2019",367.62,367.62,367.62,367.62
"April 5, 2019",372.31,372.31,372.31,372.31
"April 4, 2019",374.24,374.24,374.24,374.24
"April 3, 2019",374.77,374.77,374.77,374.77
"April 2, 2019",372.72,372.72,372.72,372.72
"April 1, 2019",372.73,372.73,372.73,372.73
"March 29, 2019",370.59,370.59,370.59,370.59
"March 28, 2019",371.86,371.86,371.86,371.86
"March 27, 2019",375.89,375.89,375.89,375.89
"March 26, 2019",378.68,378.68,378.68,378.68
"March 25, 2019",375.60,375.60,375.60,375.60
"March 22, 2019",376.42,376.42,376.42,376.42
"March 21, 2019",379.05,379.05,379.05,379.05
"March 20, 2019",374.80,374.80,374.80,374.80
"March 19, 2019",376.47,376.47,376.47,376.47
"March 18, 2019",375.84,375.84,375.84,375.84
"March 15, 2019",373.02,373.02,373.02,373.02
"March 14, 2019",372.53,372.53,372.53,372.53
"March 13, 2019",368.06,368.06,368.06,368.06
"March 12, 2019",367.05,367.05,367.05,367.05
"March 11, 2019",364.70,364.70,364.70,364.70
"March 8, 2019",364.37,364.37,364.37,364.37
"March 7, 2019",357.84,357.84,357.84,357.84
"March 6, 2019",353.89,353.89,353.89,353.89
"March 5, 2019",355.33,355.33,355.33,355.33
"March 4, 2019",354.12,354.12,354.12,354.12
"March 1, 2019",355.49,355.49,355.49,355.49
"Feb. 28, 2019",356.41,356.41,356.41,356.41
"Feb. 27, 2019",357.20,357.20,357.20,357.20
"Feb. 26, 2019",358.06,358.06,358.06,358.06
"Feb. 25, 2019",356.45,356.45,356.45,356.45
"Feb. 22, 2019",358.02,358.02,358.02,358.02
"Feb. 21, 2019",359.93,359.93,359.93,359.93
"Feb. 20, 2019",359.16,359.16,359.16,359.16
"Feb. 19, 2019",360.72,360.72,360.72,360.72
"Feb. 18, 2019",361.39,361.39,361.39,361.39
"Feb. 15, 2019",359.00,359.00,359.00,359.00
"Feb. 14, 2019",357.47,357.47,357.47,357.47
"Feb. 13, 2019",363.43,363.43,363.43,363.43
"Feb. 12, 2019",366.44,366.44,366.44,366.44
"Feb. 11, 2019",366.82,366.82,366.82,366.82
"Feb. 8, 2019",364.69,364.69,364.69,364.69
"Feb. 7, 2019",368.56,368.56,368.56,368.56
"Feb. 6, 2019",370.65,370.65,370.65,370.65
"Feb. 5, 2019",373.48,373.48,373.48,373.48
"Feb. 4, 2019",373.86,373.86,373.86,373.86
"Feb. 1, 2019",374.59,374.59,374.59,374.59
"Jan. 31, 2019",375.21,375.21,375.21,375.21
"Jan. 30, 2019",375.77,375.77,375.77,375.77
"Jan. 29, 2019",372.35,372.35,372.35,372.35
"Jan. 28, 2019",368.20,368.20,368.20,368.20
"Jan. 25, 2019",364.96,364.96,364.96,364.96
"Jan. 24, 2019",359.96,359.96,359.96,359.96
"Jan. 23, 2019",359.62,359.62,359.62,359.62
"Jan. 22, 2019",355.43,355.43,355.43,355.43
"Jan. 21, 2019",357.49,357.49,357.49,357.49
"Jan. 18, 2019",356.08,356.08,356.08,356.08
"Jan. 17, 2019",351.58,351.58,351.58,351.58
"Jan. 16, 2019",351.55,351.55,351.55,351.55
"Jan. 15, 2019",350.38,350.38,350.38,350.38
"Jan. 14, 2019",352.19,352.19,352.19,352.19
"Jan. 11, 2019",353.06,353.06,353.06,353.06
"Jan. 10, 2019",349.37,349.37,349.37,349.37
"Jan. 9, 2019",349.83,349.83,349.83,349.83
"Jan. 8, 2019",348.13,348.13,348.13,348.13
"Jan. 7, 2019",343.34,343.34,343.34,343.34
"Jan. 4, 2019",341.81,341.81,341.81,341.81
"Jan. 3, 2019",334.07,334.07,334.07,334.07
"Jan. 2, 2019",331.73,331.73,331.73,331.73
"Jan. 1, 2019",335.53,335.53,335.53,335.53
"Dec. 31, 2018",335.53,335.53,335.53,335.53
"Dec. 28, 2018",333.18,333.18,333.18,333.18
"Dec. 27, 2018",330.89,330.89,330.89,330.89
"Dec. 26, 2018",340.16,340.16,340.16,340.16
"Dec. 25, 2018",340.34,340.34,340.34,340.34
"Dec. 24, 2018",340.34,340.34,340.34,340.34
"Dec. 21, 2018",343.86,343.86,343.86,343.86
"Dec. 20, 2018",345.34,345.34,345.34,345.34
"Dec. 19, 2018",349.49,349.49,349.49,349.49
"Dec. 18, 2018",344.92,344.92,344.92,344.92
"Dec. 17, 2018",346.12,346.12,346.12,346.12
"Dec. 14, 2018",350.20,350.20,350.20,350.20
"Dec. 13, 2018",352.13,352.13,352.13,352.13
"Dec. 12, 2018",354.80,354.80,354.80,354.80
"Dec. 11, 2018",348.34,348.34,348.34,348.34
"Dec. 10, 2018",351.42,351.42,351.42,351.42
"Dec. 7, 2018",353.05,353.05,353.05,353.05
"Dec. 6, 2018",348.88,348.88,348.88,348.88
"Dec. 5, 2018",351.45,351.45,351.45,351.45
"Dec. 4, 2018",351.67,351.67,351.67,351.67
"Dec. 3, 2018",353.20,353.20,353.20,353.20
"Nov. 30, 2018",359.16,359.16,359.16,359.16
"Nov. 29, 2018",365.55,365.55,365.55,365.55
"Nov. 28, 2018",363.44,363.44,363.44,363.44
"Nov. 27, 2018",365.12,365.12,365.12,365.12
"Nov. 26, 2018",364.41,364.41,364.41,364.41
"Nov. 23, 2018",362.27,362.27,362.27,362.27
"Nov. 22, 2018",360.91,360.91,360.91,360.91
"Nov. 21, 2018",363.21,363.21,363.21,363.21
"Nov. 20, 2018",356.95,356.95,356.95,356.95
"Nov. 19, 2018",363.36,363.36,363.36,363.36
"Nov. 16, 2018",365.22,365.22,365.22,365.22
"Nov. 15, 2018",363.04,363.04,363.04,363.04
"Nov. 14, 2018",368.55,368.55,368.55,368.55
"Nov. 13, 2018",367.08,367.08,367.08,367.08
"Nov. 12, 2018",364.36,364.36,364.36,364.36
"Nov. 9, 2018",368.56,368.56,368.56,368.56
"Nov. 8, 2018",367.62,367.62,367.62,367.62
"Nov. 7, 2018",368.60,368.60,368.60,368.60
"Nov. 6, 2018",361.12,361.12,361.12,361.12
"Nov. 5, 2018",357.60,357.60,357.60,357.60
"Nov. 2, 2018",359.20,359.20,359.20,359.20
"Nov. 1, 2018",362.61,362.61,362.61,362.61
"Oct. 31, 2018",359.98,359.98,359.98,359.98
"Oct. 30, 2018",361.24,361.24,361.24,361.24
"Oct. 29, 2018",359.20,359.20,359.20,359.20
"Oct. 26, 2018",359.48,359.48,359.48,359.48
"Oct. 25, 2018",360.66,360.66,360.66,360.66
"Oct. 24, 2018",356.94,356.94,356.94,356.94
"Oct. 23, 2018",360.87,360.87,360.87,360.87
"Oct. 22, 2018",367.52,367.52,367.52,367.52
"Oct. 19, 2018",369.58,369.58,369.58,369.58
"Oct. 18, 2018",367.08,367.08,367.08,367.08
"Oct. 17, 2018",369.63,369.63,369.63,369.63
"Oct. 16, 2018",363.29,363.29,363.29,363.29
"Oct. 15, 2018",353.84,353.84,353.84,353.84
"Oct. 12, 2018",354.76,354.76,354.76,354.76
"Oct. 11, 2018",361.06,361.06,361.06,361.06
"Oct. 10, 2018",364.48,364.48,364.48,364.48
"Oct. 9, 2018",368.10,368.10,368.10,368.10
"Oct. 8, 2018",364.64,364.64,364.64,364.64
"Oct. 5, 2018",365.66,365.66,365.66,365.66
"Oct. 4, 2018",367.59,367.59,367.59,367.59
"Oct. 3, 2018",378.54,378.54,378.54,378.54
"Oct. 2, 2018",378.55,378.55,378.55,378.55
"Oct. 1, 2018",385.90,385.90,385.90,385.90
"Sept. 28, 2018",388.22,388.22,388.22,388.22
"Sept. 27, 2018",392.13,392.13,392.13,392.13
"Sept. 26, 2018",394.40,394.40,394.40,394.40
"Sept. 25, 2018",392.57,392.57,392.57,392.57
"Sept. 24, 2018",393.36,393.36,393.36,393.36
"Sept. 21, 2018",393.92,393.92,393.92,393.92
"Sept. 20, 2018",397.72,397.72,397.72,397.72
"Sept. 19, 2018",393.50,393.50,393.50,393.50
"Sept. 18, 2018",399.16,399.16,399.16,399.16
"Sept. 17, 2018",396.68,396.68,396.68,396.68
"Sept. 14, 2018",397.03,397.03,397.03,397.03
"Sept. 13, 2018",397.98,397.98,397.98,397.98
"Sept. 12, 2018",397.27,397.27,397.27,397.27
"Sept. 11, 2018",392.74,392.74,392.74,392.74
"Sept. 10, 2018",393.64,393.64,393.64,393.64
"Sept. 7, 2018",393.75,393.75,393.75,393.75
"Sept. 6, 2018",394.41,394.41,394.41,394.41
"Sept. 5, 2018",398.23,398.23,398.23,398.23
"Sept. 4, 2018",394.83,394.83,394.83,394.83
"Sept. 3, 2018",398.58,398.58,398.58,398.58
"Aug. 31, 2018",405.43,405.43,405.43,405.43
"Aug. 30, 2018",408.68,408.68,408.68,408.68
"Aug. 29, 2018",417.14,417.14,417.14,417.14
"Aug. 28, 2018",413.80,413.80,413.80,413.80
"Aug. 27, 2018",410.97,410.97,410.97,410.97
"Aug. 24, 2018",406.75,406.75,406.75,406.75
"Aug. 23, 2018",406.07,406.07,406.07,406.07
"Aug. 22, 2018",405.51,405.51,405.51,405.51
"Aug. 21, 2018",399.11,399.11,399.11,399.11
"Aug. 20, 2018",396.29,396.29,396.29,396.29
"Aug. 17, 2018",395.72,395.72,395.72,395.72
"Aug. 16, 2018",394.86,394.86,394.86,394.86
"Aug. 15, 2018",386.79,386.79,386.79,386.79
"Aug. 14, 2018",390.17,390.17,390.17,390.17
"Aug. 13, 2018",394.83,394.83,394.83,394.83
"Aug. 10, 2018",394.58,394.58,394.58,394.58
"Aug. 9, 2018",404.47,404.47,404.47,404.47
"Aug. 8, 2018",404.41,404.41,404.41,404.41
"Aug. 7, 2018",402.32,402.32,402.32,402.32
"Aug. 6, 2018",402.61,402.61,402.61,402.61
"Aug. 3, 2018",405.37,405.37,405.37,405.37
"Aug. 2, 2018",400.93,400.93,400.93,400.93
"Aug. 1, 2018",400.30,400.30,400.30,400.30
"July 31, 2018",404.29,404.29,404.29,404.29
"July 30, 2018",405.08,405.08,405.08,405.08
"July 27, 2018",403.54,403.54,403.54,403.54
"July 26, 2018",402.70,402.70,402.70,402.70
"July 25, 2018",400.85,400.85,400.85,400.85
"July 24, 2018",398.77,398.77,398.77,398.77
"July 23, 2018",397.69,397.69,397.69,397.69
"July 20, 2018",400.31,400.31,400.31,400.31
"July 19, 2018",398.05,398.05,398.05,398.05
"July 18, 2018",400.52,400.52,400.52,400.52
"July 17, 2018",399.90,399.90,399.90,399.90
"July 16, 2018",401.12,401.12,401.12,401.12
"July 13, 2018",400.03,400.03,400.03,400.03
"July 12, 2018",398.42,398.42,398.42,398.42
"July 11, 2018",399.79,399.79,399.79,399.79
"July 10, 2018",403.21,403.21,403.21,403.21
"July 9, 2018",402.91,402.91,402.91,402.91
"July 6, 2018",403.88,403.88,403.88,403.88
"July 5, 2018",399.65,399.65,399.65,399.65
"July 4, 2018",400.37,400.37,400.37,400.37
"July 3, 2018",398.29,398.29,398.29,398.29
"July 2, 2018",395.85,395.85,395.85,395.85
"June 29, 2018",399.44,399.44,399.44,399.44
"June 28, 2018",392.93,392.93,392.93,392.93
"June 27, 2018",395.74,395.74,395.74,395.74
"June 26, 2018",396.69,396.69,396.69,396.69
"June 25, 2018",399.94,399.94,399.94,399.94
"June 22, 2018",401.40,401.40,401.40,401.40
"June 21, 2018",397.69,397.69,397.69,397.69
"June 20, 2018",397.79,397.79,397.79,397.79
"June 19, 2018",394.94,394.94,394.94,394.94
"June 18, 2018",400.80,400.80,400.80,400.80
"June 15, 2018",403.61,403.61,403.61,403.61
"June 14, 2018",402.39,402.39,402.39,402.39
"June 13, 2018",402.94,402.94,402.94,402.94
"June 12, 2018",401.53,401.53,401.53,401.53
"June 11, 2018",403.34,403.34,403.34,403.34
"June 8, 2018",403.51,403.51,403.51,403.51
"June 7, 2018",403.51,403.51,403.51,403.51
"June 6, 2018",404.25,404.25,404.25,404.25
"June 5, 2018",400.59,400.59,400.59,400.59
"June 4, 2018",398.98,398.98,398.98,398.98
"June 1, 2018",393.98,393.98,393.98,393.98
"May 31, 2018",399.12,399.12,399.12,399.12
"May 30, 2018",395.32,395.32,395.32,395.32
"May 29, 2018",387.09,387.09,387.09,387.09
"May 28, 2018",391.34,391.34,391.34,391.34
"May 25, 2018",392.18,392.18,392.18,392.18
"May 24, 2018",389.57,389.57,389.57,389.57
"May 23, 2018",392.35,392.35,392.35,392.35
"May 22, 2018",396.24,396.24,396.24,396.24
"May 21, 2018",395.33,395.33,395.33,395.33
"May 18, 2018",396.72,396.72,396.72,396.72
"May 17, 2018",395.84,395.84,395.84,395.84
"May 16, 2018",395.64,395.64,395.64,395.64
"May 15, 2018",401.73,401.73,401.73,401.73
"May 14, 2018",407.68,407.68,407.68,407.68
"May 11, 2018",406.06,406.06,406.06,406.06
"May 10, 2018",403.39,403.39,403.39,403.39
"May 9, 2018",403.10,403.10,403.10,403.10
"May 8, 2018",404.24,404.24,404.24,404.24
"May 7, 2018",406.62,406.62,406.62,406.62
"May 4, 2018",404.04,404.04,404.04,404.04
"May 3, 2018",404.35,404.35,404.35,404.35
"May 2, 2018",406.88,406.88,406.88,406.88
"May 1, 2018",409.02,409.02,409.02,409.02
"April 30, 2018",412.18,412.18,412.18,412.18
"April 27, 2018",407.81,407.81,407.81,407.81
"April 26, 2018",405.29,405.29,405.29,405.29
"April 25, 2018",400.87,400.87,400.87,400.87
"April 24, 2018",403.06,403.06,403.06,403.06
"April 23, 2018",402.92,402.92,402.92,402.92
"April 20, 2018",406.69,406.69,406.69,406.69
"April 19, 2018",408.98,408.98,408.98,408.98
"April 18, 2018",412.69,412.69,412.69,412.69
"April 17, 2018",412.50,412.50,412.50,412.50
"April 16, 2018",407.10,407.10,407.10,407.10
"April 13, 2018",407.94,407.94,407.94,407.94
"April 12, 2018",401.30,401.30,401.30,401.30
"April 11, 2018",404.25,404.25,404.25,404.25
"April 10, 2018",404.53,404.53,404.53,404.53
"April 9, 2018",405.16,405.16,405.16,405.16
"April 6, 2018",402.98,402.98,402.98,402.98
"April 5, 2018",401.48,401.48,401.48,401.48
"April 4, 2018",399.96,399.96,399.96,399.96
"April 3, 2018",398.93,398.93,398.93,398.93
"April 2, 2018",401.21,401.21,401.21,401.21
"March 30, 2018",400.86,400.86,400.86,400.86
"March 29, 2018",400.86,400.86,400.86,400.86
"March 28, 2018",399.35,399.35,399.35,399.35
"March 27, 2018",396.34,396.34,396.34,396.34
"March 26, 2018",392.79,392.79,392.79,392.79
"March 23, 2018",393.24,393.24,393.24,393.24
"March 22, 2018",394.84,394.84,394.84,394.84
"March 21, 2018",392.97,392.97,392.97,392.97
