date,Open,High,Low,Close
"Jan. 6, 2020",8943.50,9072.41,8943.50,9071.46
"Jan. 3, 2020",8976.43,9065.76,8976.43,9020.77
"Jan. 2, 2020",9039.46,9093.43,9010.89,9092.19
"Jan. 1, 2020",8972.60,8972.60,8972.60,8972.60
"Dec. 31, 2019",8918.74,8975.35,8912.77,8972.60
"Dec. 30, 2019",9004.45,9006.36,8909.19,8945.99
"Dec. 27, 2019",9049.47,9052.00,8987.32,9006.62
"Dec. 26, 2019",8970.21,9022.46,8968.45,9022.39
"Dec. 25, 2019",8952.88,8952.88,8952.88,8952.88
"Dec. 24, 2019",8955.01,8957.12,8934.36,8952.88
"Dec. 23, 2019",8950.20,8956.64,8934.55,8945.65
"Dec. 20, 2019",8911.84,8931.91,8901.87,8924.96
"Dec. 19, 2019",8838.97,8888.13,8838.97,8887.22
"Dec. 18, 2019",8834.65,8848.76,8820.42,8827.73
"Dec. 17, 2019",8829.47,8831.99,8804.60,8823.36
"Dec. 16, 2019",8791.31,8833.45,8789.77,8814.23
"Dec. 13, 2019",8713.91,8768.87,8697.58,8734.88
"Dec. 12, 2019",8645.36,8745.82,8633.60,8717.32
"Dec. 11, 2019",8631.12,8658.48,8622.35,8654.05
"Dec. 10, 2019",8623.56,8650.76,8600.82,8616.18
"Dec. 9, 2019",8650.86,8678.85,8619.77,8621.83
"Dec. 6, 2019",8634.25,8665.44,8630.57,8656.53
"Dec. 5, 2019",8587.93,8588.89,8541.92,8570.70
"Dec. 4, 2019",8557.44,8584.88,8552.38,8566.67
"Dec. 3, 2019",8460.72,8523.98,8435.40,8520.64
"Dec. 2, 2019",8672.84,8672.84,8540.16,8567.99
"Nov. 29, 2019",8682.01,8697.32,8664.04,8665.47
"Nov. 28, 2019",8705.18,8705.18,8705.18,8705.18
"Nov. 27, 2019",8669.59,8705.91,8662.58,8705.18
"Nov. 26, 2019",8635.40,8659.73,8625.62,8647.93
"Nov. 25, 2019",8559.65,8633.15,8559.65,8632.49
"Nov. 22, 2019",8530.54,8535.46,8477.49,8519.88
"Nov. 21, 2019",8527.87,8530.73,8487.29,8506.21
"Nov. 20, 2019",8543.57,8578.27,8468.63,8526.73
"Nov. 19, 2019",8578.02,8589.76,8536.73,8570.66
"Nov. 18, 2019",8529.16,8559.78,8503.62,8549.94
"Nov. 15, 2019",8524.48,8540.83,8506.80,8540.83
"Nov. 14, 2019",8461.06,8485.36,8441.58,8479.02
"Nov. 13, 2019",8455.02,8496.90,8451.34,8482.10
"Nov. 12, 2019",8471.07,8514.84,8462.99,8486.09
"Nov. 11, 2019",8431.26,8467.29,8425.48,8464.28
"Nov. 8, 2019",8422.67,8475.57,8405.89,8475.31
"Nov. 7, 2019",8455.11,8483.16,8415.87,8434.52
"Nov. 6, 2019",8426.57,8426.57,8379.33,8410.63
"Nov. 5, 2019",8446.62,8457.39,8421.05,8434.68
"Nov. 4, 2019",8445.50,8451.37,8421.30,8433.20
"Nov. 1, 2019",8335.05,8386.75,8326.56,8386.40
"Oct. 31, 2019",8314.38,8321.80,8248.81,8292.36
"Oct. 30, 2019",8284.28,8315.50,8241.70,8303.98
"Oct. 29, 2019",8313.35,8319.29,8275.14,8276.85
"Oct. 28, 2019",8285.77,8335.56,8285.27,8325.99
"Oct. 25, 2019",8150.59,8249.97,8150.59,8243.12
"Oct. 24, 2019",8180.04,8187.84,8137.66,8185.80
"Oct. 23, 2019",8090.24,8122.88,8078.35,8119.79
"Oct. 22, 2019",8188.12,8194.62,8101.98,8104.30
"Oct. 21, 2019",8137.42,8164.14,8117.26,8162.99
"Oct. 18, 2019",8149.85,8157.36,8045.37,8089.54
"Oct. 17, 2019",8176.91,8183.64,8131.25,8156.85
"Oct. 16, 2019",8119.81,8146.15,8103.38,8124.18
"Oct. 15, 2019",8074.85,8166.18,8071.81,8148.71
"Oct. 14, 2019",8044.35,8069.85,8036.41,8048.65
"Oct. 11, 2019",8047.34,8115.80,8046.80,8057.04
"Oct. 10, 2019",7904.56,7982.84,7899.81,7950.78
"Oct. 9, 2019",7895.96,7930.92,7873.52,7903.74
"Oct. 8, 2019",7898.27,7921.88,7823.73,7823.78
"Oct. 7, 2019",7956.41,8013.31,7942.08,7956.29
"Oct. 4, 2019",7908.44,7986.62,7899.39,7982.47
"Oct. 3, 2019",7787.02,7872.26,7700.00,7872.26
"Oct. 2, 2019",7851.13,7852.70,7744.96,7785.25
"Oct. 1, 2019",8026.83,8062.50,7906.29,7908.68
"Sept. 30, 2019",7964.09,8012.16,7949.63,7999.34
"Sept. 27, 2019",8047.11,8051.83,7890.28,7939.63
"Sept. 26, 2019",8070.12,8072.11,7991.02,8030.66
"Sept. 25, 2019",7990.66,8095.00,7935.57,8077.38
"Sept. 24, 2019",8147.23,8158.83,7969.65,7993.63
"Sept. 23, 2019",8106.49,8135.81,8085.34,8112.46
"Sept. 20, 2019",8184.88,8202.82,8086.16,8117.67
"Sept. 19, 2019",8193.59,8237.43,8174.32,8182.88
"Sept. 18, 2019",8174.62,8179.87,8086.22,8177.39
"Sept. 17, 2019",8148.65,8188.23,8139.82,8186.02
"Sept. 16, 2019",8121.64,8165.33,8121.25,8153.54
"Sept. 13, 2019",8190.57,8210.20,8165.47,8176.71
"Sept. 12, 2019",8206.58,8243.80,8176.73,8194.47
"Sept. 11, 2019",8091.68,8169.68,8081.56,8169.68
"Sept. 10, 2019",8049.98,8086.53,8001.68,8084.16
"Sept. 9, 2019",8130.91,8131.66,8052.34,8087.44
"Sept. 6, 2019",8125.58,8134.39,8098.52,8103.07
"Sept. 5, 2019",8061.29,8134.42,8061.29,8116.83
"Sept. 4, 2019",7949.81,7981.41,7928.94,7976.88
"Sept. 3, 2019",7906.44,7940.37,7847.32,7874.16
"Sept. 2, 2019",7962.88,7962.88,7962.88,7962.88
"Aug. 30, 2019",8015.16,8017.91,7914.74,7962.88
"Aug. 29, 2019",7945.78,7992.29,7925.83,7973.39
"Aug. 28, 2019",7798.35,7866.87,7766.67,7856.88
"Aug. 27, 2019",7908.78,7916.83,7795.18,7826.95
"Aug. 26, 2019",7829.58,7856.04,7789.05,7853.74
"Aug. 23, 2019",7943.65,8005.34,7730.77,7751.77
"Aug. 22, 2019",8038.79,8048.58,7937.12,7991.39
"Aug. 21, 2019",8017.07,8036.94,7998.50,8020.21
"Aug. 20, 2019",7989.36,8010.58,7948.09,7948.56
"Aug. 19, 2019",8006.18,8026.75,7895.99,8002.81
"Aug. 16, 2019",7828.35,7907.52,7828.35,7895.99
"Aug. 15, 2019",7790.20,7805.93,7716.55,7766.62
"Aug. 14, 2019",7877.33,7900.28,7762.87,7773.94
"Aug. 13, 2019",7852.37,8065.24,7851.58,8016.36
"Aug. 12, 2019",7907.49,7924.99,7833.79,7863.41
"Aug. 9, 2019",7997.19,8020.56,7910.35,7959.14
"Aug. 8, 2019",7921.59,8041.12,7896.15,8039.16
"Aug. 7, 2019",7747.27,7881.38,7702.42,7862.83
"Aug. 6, 2019",7804.51,7845.01,7739.57,7833.26
"Aug. 5, 2019",7823.33,7836.45,7662.90,7726.04
"Aug. 2, 2019",8056.42,8068.80,7953.67,8004.07
"Aug. 1, 2019",8190.56,8311.04,8080.52,8111.12
"July 31, 2019",8290.80,8299.83,8110.02,8175.42
"July 30, 2019",8231.77,8295.46,8228.02,8273.61
"July 29, 2019",8325.10,8325.28,8247.37,8293.33
"July 26, 2019",8294.30,8339.64,8291.12,8330.21
"July 25, 2019",8294.68,8295.95,8233.40,8238.54
"July 24, 2019",8227.36,8321.81,8226.50,8321.50
"July 23, 2019",8242.50,8251.83,8193.89,8251.40
"July 22, 2019",8171.99,8218.42,8171.54,8204.14
"July 19, 2019",8241.34,8245.78,8144.63,8146.49
"July 18, 2019",8151.76,8215.58,8135.12,8207.24
"July 17, 2019",8224.00,8230.67,8184.66,8185.21
"July 16, 2019",8251.66,8259.75,8204.23,8222.80
"July 15, 2019",8263.18,8264.78,8236.27,8258.19
"July 12, 2019",8209.20,8245.66,8201.52,8244.14
"July 11, 2019",8219.28,8226.18,8171.63,8196.04
"July 10, 2019",8183.19,8228.60,8160.56,8202.53
"July 9, 2019",8061.41,8146.98,8061.32,8141.73
"July 8, 2019",8112.91,8161.79,8078.39,8098.38
"July 5, 2019",8123.28,8171.97,8093.66,8161.79
"July 4, 2019",8129.57,8129.57,8129.57,8129.57
"July 3, 2019",8129.57,8129.57,8129.57,8170.23
"July 2, 2019",8086.65,8109.37,8063.10,8109.09
"July 1, 2019",8145.85,8150.45,8059.29,8091.16
"June 28, 2019",7988.76,8010.15,7961.46,8006.24
"June 27, 2019",7939.36,7976.58,7935.47,7967.76
"June 26, 2019",7933.92,7974.28,7903.07,7909.97
"June 25, 2019",8005.27,8007.31,7879.15,7884.72
"June 24, 2019",8040.58,8047.56,8004.63,8005.70
"June 21, 2019",8028.69,8073.02,8011.20,8031.71
"June 20, 2019",8087.45,8088.88,7996.87,8051.34
"June 19, 2019",7970.26,7998.59,7930.38,7987.32
"June 18, 2019",7920.98,8005.21,7911.67,7953.88
"June 17, 2019",7819.43,7865.98,7812.61,7845.02
"June 14, 2019",7807.19,7819.21,7778.12,7796.66
"June 13, 2019",7822.56,7848.36,7813.60,7837.13
"June 12, 2019",7803.13,7819.16,7773.97,7792.72
"June 11, 2019",7901.04,7909.99,7798.63,7822.57
"June 10, 2019",7798.87,7895.44,7795.76,7823.17
"June 7, 2019",7652.97,7767.02,7647.91,7742.10
"June 6, 2019",7582.24,7634.12,7546.22,7615.55
"June 5, 2019",7585.68,7589.47,7498.17,7575.48
"June 4, 2019",7413.94,7529.50,7385.02,7527.12
"June 3, 2019",7441.21,7457.66,7292.22,7333.02
"May 31, 2019",7470.95,7506.86,7448.23,7453.15
"May 30, 2019",7565.46,7595.90,7527.66,7567.72
"May 29, 2019",7553.02,7581.11,7503.94,7547.31
"May 28, 2019",7655.66,7693.74,7603.76,7607.35
"May 24, 2019",7675.57,7694.15,7631.25,7637.01
"May 23, 2019",7660.72,7665.15,7585.32,7628.28
"May 22, 2019",7749.80,7786.33,7738.35,7750.84
"May 21, 2019",7765.57,7804.44,7752.92,7785.72
"May 20, 2019",7714.06,7747.27,7678.35,7702.38
"May 17, 2019",7829.03,7918.71,7810.35,7816.28
"May 16, 2019",7832.58,7946.23,7826.67,7898.05
"May 15, 2019",7682.80,7838.72,7682.24,7822.15
"May 14, 2019",7689.66,7776.20,7665.30,7734.49
"May 13, 2019",7720.07,7760.83,7627.22,7647.02
"May 10, 2019",7881.31,7949.34,7759.34,7916.94
"May 9, 2019",7853.21,7929.78,7796.16,7910.59
"May 8, 2019",7946.24,8004.49,7923.35,7943.32
"May 7, 2019",8043.52,8070.97,7899.02,7963.76
"May 6, 2019",7981.85,8135.54,7981.85,8123.29
"May 3, 2019",8092.88,8164.71,8084.80,8164.00
"May 2, 2019",8046.48,8094.06,7976.77,8036.77
"May 1, 2019",8132.93,8146.00,8048.23,8049.64
"April 30, 2019",8104.91,8124.61,8050.55,8095.39
"April 29, 2019",8147.65,8176.08,8136.41,8161.85
"April 26, 2019",8100.28,8146.42,8060.89,8146.40
"April 25, 2019",8150.85,8151.84,8075.41,8118.68
"April 24, 2019",8122.88,8139.55,8101.70,8102.01
"April 23, 2019",8026.75,8128.87,8023.81,8120.82
"April 22, 2019",7969.37,8017.15,7965.90,8015.27
"April 18, 2019",7998.45,8002.31,7950.97,7998.06
"April 17, 2019",8044.97,8052.40,7973.38,7996.08
"April 16, 2019",8000.57,8017.56,7978.81,8000.23
"April 15, 2019",7987.16,7993.33,7933.56,7976.01
"April 12, 2019",7984.15,7992.09,7952.61,7984.16
"April 11, 2019",7975.20,7975.20,7933.41,7947.36
"April 10, 2019",7922.73,7965.33,7916.90,7964.24
"April 9, 2019",7924.77,7945.55,7897.61,7909.28
"April 8, 2019",7924.89,7955.90,7891.85,7953.88
"April 5, 2019",7914.51,7940.45,7909.14,7938.69
"April 4, 2019",7894.26,7917.65,7844.96,7891.78
"April 3, 2019",7891.18,7938.26,7870.90,7895.55
"April 2, 2019",7824.61,7854.92,7811.28,7848.69
"April 1, 2019",7800.24,7831.45,7777.09,7828.91
"March 29, 2019",7726.71,7733.62,7688.51,7729.32
"March 28, 2019",7660.07,7689.16,7619.82,7669.17
"March 27, 2019",7702.05,7712.84,7582.09,7643.38
"March 26, 2019",7700.00,7738.17,7649.21,7691.52
"March 25, 2019",7618.98,7662.38,7579.29,7637.54
"March 22, 2019",7800.25,7817.83,7642.57,7642.67
"March 21, 2019",7705.43,7850.11,7705.43,7838.96
"March 20, 2019",7721.95,7779.24,7674.04,7728.97
"March 19, 2019",7747.40,7767.89,7699.15,7723.95
"March 18, 2019",7696.38,7737.67,7677.74,7714.48
"March 15, 2019",7658.41,7714.96,7652.04,7688.53
"March 14, 2019",7644.79,7653.10,7627.02,7630.91
"March 13, 2019",7621.38,7677.07,7619.46,7643.41
"March 12, 2019",7571.85,7611.13,7560.46,7591.03
"March 11, 2019",7442.56,7558.23,7442.40,7558.06
"March 8, 2019",7334.35,7411.52,7332.92,7408.14
"March 7, 2019",7483.79,7489.08,7397.19,7421.46
"March 6, 2019",7575.38,7579.02,7499.87,7505.92
"March 5, 2019",7582.29,7598.66,7543.54,7576.36
"March 4, 2019",7636.62,7643.66,7501.56,7577.57
"March 1, 2019",7587.45,7603.04,7540.75,7595.35
"Feb. 28, 2019",7533.31,7561.90,7516.48,7532.53
"Feb. 27, 2019",7526.42,7562.29,7485.39,7554.51
"Feb. 26, 2019",7535.29,7573.22,7524.31,7549.30
"Feb. 25, 2019",7585.30,7602.69,7551.61,7554.46
"Feb. 22, 2019",7481.63,7527.54,7479.01,7527.54
"Feb. 21, 2019",7475.41,7485.75,7430.89,7459.71
"Feb. 20, 2019",7490.31,7513.70,7455.25,7489.07
"Feb. 19, 2019",7450.75,7507.79,7450.27,7486.77
"Feb. 15, 2019",7468.57,7477.28,7440.26,7472.41
"Feb. 14, 2019",7390.25,7454.42,7375.71,7426.95
"Feb. 13, 2019",7437.46,7461.66,7413.84,7420.38
"Feb. 12, 2019",7358.85,7419.43,7349.80,7414.62
"Feb. 11, 2019",7327.37,7343.56,7290.03,7307.90
"Feb. 8, 2019",7232.30,7299.44,7225.14,7298.20
"Feb. 7, 2019",7316.50,7336.74,7235.05,7288.35
"Feb. 6, 2019",7400.44,7410.77,7346.72,7375.28
"Feb. 5, 2019",7356.34,7408.68,7355.36,7402.08
"Feb. 4, 2019",7266.28,7348.23,7261.07,7347.54
"Feb. 1, 2019",7256.37,7299.94,7243.41,7263.87
"Jan. 31, 2019",7208.17,7303.12,7205.95,7281.74
"Jan. 30, 2019",7094.79,7201.31,7065.57,7183.08
"Jan. 29, 2019",7087.49,7092.29,7011.47,7028.29
"Jan. 28, 2019",7075.01,7086.30,7034.25,7085.68
"Jan. 25, 2019",7128.18,7174.56,7111.09,7164.86
"Jan. 24, 2019",7042.25,7078.96,7029.95,7073.46
"Jan. 23, 2019",7061.65,7084.85,6953.23,7025.77
"Jan. 22, 2019",7109.57,7110.16,6979.81,7020.36
"Jan. 18, 2019",7134.09,7185.38,7096.62,7157.23
"Jan. 17, 2019",7010.13,7113.95,7003.62,7084.46
"Jan. 16, 2019",7033.75,7079.63,7028.12,7034.69
"Jan. 15, 2019",6931.39,7025.85,6928.12,7023.83
"Jan. 14, 2019",6908.03,6936.22,6887.48,6905.92
"Jan. 11, 2019",6947.46,6975.65,6933.60,6971.48
"Jan. 10, 2019",6908.65,6991.37,6877.08,6986.07
"Jan. 9, 2019",6923.06,6985.22,6899.56,6957.08
"Jan. 8, 2019",6893.44,6909.58,6795.86,6897.00
"Jan. 7, 2019",6757.53,6855.60,6741.40,6823.47
"Jan. 4, 2019",6567.14,6760.69,6554.24,6738.86
"Jan. 3, 2019",6584.77,6600.21,6457.13,6463.50
"Jan. 2, 2019",6506.91,6693.71,6506.88,6665.94
"Dec. 31, 2018",6649.52,6659.96,6570.06,6635.28
"Dec. 28, 2018",6616.79,6684.18,6529.22,6584.52
"Dec. 27, 2018",6457.19,6583.01,6336.97,6579.49
"Dec. 26, 2018",6257.86,6555.53,6214.34,6554.36
"Dec. 24, 2018",6278.49,6355.18,6190.17,6192.92
"Dec. 21, 2018",6573.49,6586.68,6304.63,6332.99
"Dec. 20, 2018",6607.76,6666.20,6447.91,6528.41
"Dec. 19, 2018",6777.59,6868.86,6586.50,6636.83
"Dec. 18, 2018",6809.82,6847.27,6733.71,6783.91
"Dec. 17, 2018",6886.46,6931.81,6710.01,6753.73
"Dec. 14, 2018",6986.37,7027.17,6898.99,6910.66
"Dec. 13, 2018",7135.28,7154.64,7034.82,7070.33
"Dec. 12, 2018",7127.00,7197.29,7096.56,7098.31
"Dec. 11, 2018",7121.66,7129.83,6983.01,7031.83
"Dec. 10, 2018",6959.63,7047.62,6878.98,7020.52
"Dec. 7, 2018",7163.49,7205.37,6945.27,6969.25
"Dec. 6, 2018",7017.05,7189.52,6984.34,7188.26
"Dec. 4, 2018",7407.95,7421.11,7150.11,7158.43
"Dec. 3, 2018",7486.13,7486.51,7392.22,7441.51
"Nov. 30, 2018",7279.30,7332.79,7255.68,7330.54
"Nov. 29, 2018",7267.37,7319.96,7217.69,7273.08
"Nov. 28, 2018",7135.08,7292.71,7090.98,7291.59
"Nov. 27, 2018",7041.23,7105.14,7014.36,7082.70
"Nov. 26, 2018",7026.50,7083.93,7003.12,7081.85
"Nov. 23, 2018",6919.52,6987.89,6919.16,6938.98
"Nov. 21, 2018",6985.51,7029.92,6951.62,6972.25
"Nov. 20, 2018",6867.43,6994.75,6830.76,6908.82
"Nov. 19, 2018",7217.24,7224.12,7011.40,7028.48
"Nov. 16, 2018",7193.60,7274.86,7171.70,7247.87
"Nov. 15, 2018",7112.83,7274.26,7072.36,7259.03
"Nov. 14, 2018",7265.39,7285.57,7101.17,7136.39
"Nov. 13, 2018",7230.69,7319.12,7182.86,7200.87
"Nov. 12, 2018",7364.05,7371.09,7193.77,7200.87
"Nov. 9, 2018",7468.51,7474.34,7349.48,7406.90
"Nov. 8, 2018",7544.17,7566.93,7499.71,7530.88
"Nov. 7, 2018",7446.09,7572.93,7435.87,7570.75
"Nov. 6, 2018",7326.07,7400.64,7320.89,7375.96
"Nov. 5, 2018",7344.08,7349.23,7255.88,7328.85
"Nov. 2, 2018",7424.02,7466.53,7298.68,7356.99
"Nov. 1, 2018",7327.82,7435.88,7286.50,7434.06
"Oct. 31, 2018",7276.62,7368.49,7270.63,7305.90
"Oct. 30, 2018",7017.87,7166.84,7001.48,7161.65
"Oct. 29, 2018",7272.42,7295.61,6922.83,7050.29
"Oct. 26, 2018",7125.18,7283.32,7057.00,7167.21
"Oct. 25, 2018",7197.49,7364.82,7178.54,7318.34
"Oct. 24, 2018",7423.21,7435.69,7099.00,7108.40
"Oct. 23, 2018",7328.55,7472.58,7260.13,7437.54
"Oct. 22, 2018",7486.74,7520.54,7424.74,7468.63
"Oct. 19, 2018",7530.16,7582.89,7428.30,7449.03
"Oct. 18, 2018",7616.47,7616.86,7452.46,7485.14
"Oct. 17, 2018",7669.26,7670.49,7563.09,7642.70
"Oct. 16, 2018",7501.78,7658.14,7493.44,7645.49
"Oct. 15, 2018",7473.33,7500.93,7400.07,7430.74
"Oct. 12, 2018",7507.84,7516.69,7368.33,7496.89
"Oct. 11, 2018",7388.07,7493.21,7274.04,7329.06
"Oct. 10, 2018",7694.08,7701.20,7420.56,7422.05
"Oct. 9, 2018",7728.51,7799.75,7718.95,7738.02
"Oct. 8, 2018",7747.10,7797.32,7654.84,7735.95
"Oct. 5, 2018",7874.76,7902.67,7715.97,7788.45
"Oct. 4, 2018",7993.33,7997.17,7833.16,7879.51
"Oct. 3, 2018",8034.65,8053.93,8012.03,8025.09
"Oct. 2, 2018",8024.47,8054.15,7983.99,7999.55
"Oct. 1, 2018",8091.50,8107.38,8019.77,8037.30
"Sept. 28, 2018",8024.50,8065.06,8015.87,8046.35
"Sept. 27, 2018",8021.22,8071.56,8017.91,8041.97
"Sept. 26, 2018",8011.68,8067.03,7982.76,7990.37
"Sept. 25, 2018",8001.59,8014.12,7979.29,8007.47
"Sept. 24, 2018",7939.38,7997.90,7912.47,7993.25
"Sept. 21, 2018",8041.69,8057.26,7979.67,7986.96
"Sept. 20, 2018",7993.53,8039.06,7986.40,8028.23
"Sept. 19, 2018",7962.54,7976.12,7917.73,7950.04
"Sept. 18, 2018",7903.57,7986.10,7901.01,7956.11
"Sept. 17, 2018",7992.21,8002.78,7890.07,7895.79
"Sept. 14, 2018",8026.16,8040.83,7979.78,8010.04
"Sept. 13, 2018",7999.93,8037.51,7989.85,8013.71
"Sept. 12, 2018",7958.87,7965.39,7884.05,7954.23
"Sept. 11, 2018",7894.87,7986.32,7880.92,7972.47
"Sept. 10, 2018",7939.57,7945.03,7890.39,7924.16
"Sept. 7, 2018",7878.79,7962.53,7873.93,7902.54
"Sept. 6, 2018",7998.27,8001.97,7885.49,7922.73
"Sept. 5, 2018",8073.53,8077.84,7962.35,7995.17
"Sept. 4, 2018",8087.95,8104.07,8042.14,8091.25
"Aug. 31, 2018",8079.31,8119.82,8079.31,8109.54
"Aug. 30, 2018",8094.20,8133.30,8069.57,8088.36
"Aug. 29, 2018",8044.34,8113.56,8042.10,8109.69
"Aug. 28, 2018",8039.01,8046.31,8009.59,8030.04
"Aug. 27, 2018",7989.64,8024.94,7976.60,8017.90
"Aug. 24, 2018",7907.81,7949.71,7907.10,7945.98
"Aug. 23, 2018",7886.47,7926.32,7866.53,7878.46
"Aug. 22, 2018",7844.04,7897.63,7840.84,7889.10
"Aug. 21, 2018",7840.09,7897.68,7836.79,7859.17
"Aug. 20, 2018",7834.37,7837.14,7787.90,7821.01
"Aug. 17, 2018",7786.64,7830.78,7752.68,7816.33
"Aug. 16, 2018",7826.95,7849.67,7795.74,7806.52
"Aug. 15, 2018",7810.02,7832.66,7732.69,7774.12
"Aug. 14, 2018",7847.88,7878.23,7815.50,7870.89
"Aug. 13, 2018",7848.00,7888.66,7814.27,7819.71
"Aug. 10, 2018",7834.71,7866.19,7818.37,7839.11
"Aug. 9, 2018",7886.52,7923.35,7881.06,7891.78
"Aug. 8, 2018",7880.00,7901.69,7864.46,7888.33
"Aug. 7, 2018",7878.62,7898.20,7868.65,7883.66
"Aug. 6, 2018",7809.54,7859.68,7801.88,7859.68
"Aug. 3, 2018",7819.23,7824.06,7783.30,7812.01
"Aug. 2, 2018",7659.52,7808.85,7659.52,7802.69
"Aug. 1, 2018",7701.82,7732.68,7670.71,7707.29
"July 31, 2018",7654.59,7709.49,7614.84,7671.79
"July 30, 2018",7735.27,7740.26,7604.24,7630.00
"July 27, 2018",7889.75,7889.75,7698.96,7737.42
"July 26, 2018",7848.04,7881.30,7834.08,7852.18
"July 25, 2018",7839.09,7933.31,7838.76,7932.24
"July 24, 2018",7914.35,7928.79,7814.33,7840.77
"July 23, 2018",7806.93,7846.76,7776.55,7841.87
"July 20, 2018",7843.08,7860.25,7815.86,7820.20
"July 19, 2018",7829.80,7849.85,7811.15,7825.30
"July 18, 2018",7859.43,7863.77,7822.83,7854.44
"July 17, 2018",7751.97,7867.15,7749.61,7855.12
"July 16, 2018",7831.74,7838.82,7791.98,7805.72
"July 13, 2018",7827.62,7843.52,7803.34,7825.98
"July 12, 2018",7752.71,7825.67,7746.76,7823.92
"July 11, 2018",7698.51,7748.16,7696.58,7716.61
"July 10, 2018",7770.63,7777.48,7731.98,7759.20
"July 9, 2018",7731.74,7757.28,7702.06,7756.20
"July 6, 2018",7595.93,7695.81,7588.64,7688.39
"July 5, 2018",7550.66,7589.19,7511.43,7586.43
"July 3, 2018",7593.63,7594.33,7498.50,7502.67
"July 2, 2018",7451.90,7568.10,7443.10,7567.69
"June 29, 2018",7544.13,7573.59,7502.95,7510.30
"June 28, 2018",7438.11,7526.07,7419.56,7503.68
"June 27, 2018",7586.33,7610.67,7444.17,7445.08
"June 26, 2018",7553.74,7597.49,7527.00,7561.63
"June 25, 2018",7631.12,7639.73,7477.73,7532.01
"June 22, 2018",7739.69,7739.71,7679.12,7692.82
"June 21, 2018",7800.30,7803.45,7699.20,7712.95
"June 20, 2018",7764.15,7806.60,7755.48,7781.51
"June 19, 2018",7658.47,7727.41,7635.73,7725.59
"June 18, 2018",7692.96,7749.36,7676.83,7747.02
"June 15, 2018",7725.03,7755.72,7704.34,7746.38
"June 14, 2018",7723.53,7768.60,7723.53,7761.04
"June 13, 2018",7713.90,7748.96,7686.65,7695.70
"June 12, 2018",7673.87,7708.25,7669.53,7703.79
