date,Open,High,Low,Close
"March 19, 2020",1694.45,1694.45,1694.45,1694.45
"March 18, 2020",1682.25,1682.25,1682.25,1682.25
"March 17, 2020",1772.94,1772.94,1772.94,1772.94
"March 16, 2020",1702.79,1702.79,1702.79,1702.79
"March 13, 2020",1881.64,1881.64,1881.64,1881.64
"March 12, 2020",1776.52,1776.52,1776.52,1776.52
"March 11, 2020",1972.04,1972.04,1972.04,1972.04
"March 10, 2020",2051.96,2051.96,2051.96,2051.96
"March 9, 2020",1995.22,1995.22,1995.22,1995.22
"March 6, 2020",2149.29,2149.29,2149.29,2149.29
"March 5, 2020",2192.34,2192.34,2192.34,2192.34
"March 4, 2020",2243.09,2243.09,2243.09,2243.09
"March 3, 2020",2179.48,2179.48,2179.48,2179.48
"March 2, 2020",2212.38,2212.38,2212.38,2212.38
"Feb. 28, 2020",2141.12,2141.12,2141.12,2141.12
"Feb. 27, 2020",2177.25,2177.25,2177.25,2177.25
"Feb. 26, 2020",2258.62,2258.62,2258.62,2258.62
"Feb. 25, 2020",2269.42,2269.42,2269.42,2269.42
"Feb. 24, 2020",2330.75,2330.75,2330.75,2330.75
"Feb. 21, 2020",2402.80,2402.80,2402.80,2402.80
"Feb. 20, 2020",2420.21,2420.21,2420.21,2420.21
"Feb. 19, 2020",2431.22,2431.22,2431.22,2431.22
"Feb. 18, 2020",2421.47,2421.47,2421.47,2421.47
"Feb. 17, 2020",2430.69,2430.69,2430.69,2430.69
"Feb. 14, 2020",2431.36,2431.36,2431.36,2431.36
"Feb. 13, 2020",2429.89,2429.89,2429.89,2429.89
"Feb. 12, 2020",2434.95,2434.95,2434.95,2434.95
"Feb. 11, 2020",2421.26,2421.26,2421.26,2421.26
"Feb. 10, 2020",2413.10,2413.10,2413.10,2413.10
"Feb. 7, 2020",2404.75,2404.75,2404.75,2404.75
"Feb. 6, 2020",2416.48,2416.48,2416.48,2416.48
"Feb. 5, 2020",2404.96,2404.96,2404.96,2404.96
"Feb. 4, 2020",2383.30,2383.30,2383.30,2383.30
"Feb. 3, 2020",2351.45,2351.45,2351.45,2351.45
"Jan. 31, 2020",2342.41,2342.41,2342.41,2342.41
"Jan. 30, 2020",2372.01,2372.01,2372.01,2372.01
"Jan. 29, 2020",2373.52,2373.52,2373.52,2373.52
"Jan. 28, 2020",2372.52,2372.52,2372.52,2372.52
"Jan. 27, 2020",2356.09,2356.09,2356.09,2356.09
"Jan. 24, 2020",2395.31,2395.31,2395.31,2395.31
"Jan. 23, 2020",2406.14,2406.14,2406.14,2406.14
"Jan. 22, 2020",2410.23,2410.23,2410.23,2410.23
"Jan. 21, 2020",2409.29,2409.29,2409.29,2409.29
"Jan. 20, 2020",2415.04,2415.04,2415.04,2415.04
