Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
04/29/2020,04/30/2020,05/20/2020,03/17/2020,Normal,0.21
02/10/2020,02/11/2020,02/20/2020,01/31/2020,Normal,0.21
10/30/2019,10/31/2019,11/20/2019,08/06/2019,Normal,0.20
07/30/2019,07/31/2019,08/20/2019,05/06/2019,Normal,0.20
04/29/2019,04/30/2019,05/20/2019,03/19/2019,Normal,0.20
02/08/2019,02/11/2019,02/20/2019,02/04/2019,Normal,0.20
10/30/2018,10/31/2018,11/20/2018,08/07/2018,Normal,0.195
07/30/2018,07/31/2018,08/20/2018,05/09/2018,Normal,0.195
04/27/2018,04/30/2018,05/18/2018,03/28/2018,Normal,0.195
02/08/2018,02/09/2018,02/20/2018,01/29/2018,Normal,0.195
10/30/2017,10/31/2017,11/20/2017,09/09/2017,Normal,0.175
07/27/2017,07/31/2017,08/18/2017,05/10/2017,Normal,0.175
04/26/2017,04/28/2017,05/19/2017,03/24/2017,Normal,0.175
02/08/2017,02/10/2017,02/17/2017,01/27/2017,Normal,0.175
10/27/2016,10/31/2016,11/18/2016,08/09/2016,Normal,0.165
07/27/2016,07/29/2016,08/19/2016,05/11/2016,Normal,0.165
04/27/2016,04/29/2016,05/20/2016,03/22/2016,Normal,0.155
02/04/2016,02/08/2016,02/19/2016,01/27/2016,Normal,0.155
10/28/2015,10/30/2015,11/20/2015,08/04/2015,Normal,0.155
07/29/2015,07/31/2015,08/20/2015,07/02/2015,Normal,0.155
04/28/2015,04/30/2015,05/20/2015,03/24/2015,Normal,0.26
02/05/2015,02/09/2015,02/20/2015,01/30/2015,Normal,0.26
10/29/2014,10/31/2014,11/20/2014,08/05/2014,Normal,0.26
07/29/2014,07/31/2014,08/20/2014,05/13/2014,Normal,0.26
04/28/2014,04/30/2014,05/20/2014,03/26/2014,Normal,0.25
02/06/2014,02/10/2014,02/20/2014,01/29/2014,Normal,0.25
10/29/2013,10/31/2013,11/20/2013,08/27/2013,Normal,0.25
07/29/2013,07/31/2013,08/20/2013,05/14/2013,Normal,0.25
04/26/2013,04/30/2013,05/20/2013,03/27/2013,Normal,0.24
01/31/2013,02/04/2013,02/20/2013,01/25/2013,Normal,0.24
10/29/2012,10/31/2012,11/20/2012,08/29/2012,Normal,0.24
07/27/2012,07/31/2012,08/20/2012,05/16/2012,Normal,0.24
04/26/2012,04/30/2012,05/18/2012,03/28/2012,Normal,0.23
02/02/2012,02/06/2012,02/20/2012,01/30/2012,Normal,0.23
10/27/2011,10/31/2011,11/18/2011,08/24/2011,Normal,0.23
07/27/2011,07/29/2011,08/19/2011,05/11/2011,Normal,0.23
04/27/2011,04/29/2011,05/20/2011,03/23/2011,Normal,0.23
01/27/2011,01/31/2011,02/18/2011,01/20/2011,Normal,0.23
10/27/2010,10/29/2010,11/19/2010,08/26/2010,Normal,0.23
07/28/2010,07/30/2010,08/20/2010,05/12/2010,Normal,0.23
04/28/2010,04/30/2010,05/20/2010,03/24/2010,Normal,0.23
01/27/2010,01/29/2010,02/19/2010,01/20/2010,Normal,0.23
10/28/2009,10/30/2009,11/20/2009,08/27/2009,Normal,0.23
07/29/2009,07/31/2009,08/20/2009,05/13/2009,Normal,0.23
04/28/2009,04/30/2009,05/20/2009,03/25/2009,Normal,0.23
01/28/2009,01/30/2009,02/20/2009,01/12/2009,Normal,0.23
10/29/2008,10/31/2008,11/20/2008,08/28/2008,Normal,0.23
07/29/2008,07/31/2008,08/20/2008,05/13/2008,Normal,0.23
04/28/2008,04/30/2008,05/20/2008,03/26/2008,Normal,0.23
01/29/2008,01/31/2008,02/20/2008,01/04/2008,Normal,0.23
10/29/2007,10/31/2007,11/20/2007,08/28/2007,Normal,0.23
07/27/2007,07/31/2007,08/20/2007,05/08/2007,Normal,0.23
04/26/2007,04/30/2007,05/18/2007,03/27/2007,Normal,0.23
01/29/2007,01/31/2007,02/20/2007,01/05/2007,Normal,0.23
10/27/2006,10/31/2006,11/20/2006,08/22/2006,Normal,0.23
07/27/2006,07/31/2006,08/18/2006,05/10/2006,Normal,0.23
04/26/2006,04/28/2006,05/19/2006,03/28/2006,Normal,0.23
01/27/2006,01/31/2006,02/20/2006,01/06/2006,Normal,0.23
10/27/2005,10/31/2005,11/18/2005,08/23/2005,Normal,0.23
07/27/2005,07/29/2005,08/19/2005,05/13/2005,Normal,0.23
04/27/2005,04/29/2005,05/20/2005,03/23/2005,Normal,0.23
01/27/2005,01/31/2005,02/18/2005,01/06/2005,Normal,0.23
10/27/2004,10/29/2004,11/19/2004,08/24/2004,Normal,0.23
07/28/2004,07/30/2004,08/20/2004,05/11/2004,Normal,0.23
04/28/2004,04/30/2004,05/20/2004,03/19/2004,Normal,0.23
01/28/2004,01/30/2004,02/20/2004,01/05/2004,Normal,0.23
10/29/2003,10/31/2003,11/20/2003,08/26/2003,Normal,0.23
07/29/2003,07/31/2003,08/20/2003,05/20/2003,Normal,0.29
04/28/2003,04/30/2003,05/20/2003,03/25/2003,Normal,0.29
01/29/2003,01/31/2003,02/20/2003,01/03/2003,Normal,0.29
10/29/2002,10/31/2002,11/20/2002,08/27/2002,Normal,0.29
07/29/2002,07/31/2002,08/20/2002,05/21/2002,Normal,0.29
04/26/2002,04/30/2002,05/20/2002,03/15/2002,Normal,0.29
01/29/2002,01/31/2002,02/20/2002,12/20/2001,Normal,0.29
10/29/2001,10/31/2001,11/20/2001,08/29/2001,Normal,0.29
07/27/2001,07/31/2001,08/20/2001,05/22/2001,Normal,0.29
04/26/2001,04/30/2001,05/18/2001,03/27/2001,Normal,0.29
01/29/2001,01/31/2001,02/20/2001,01/03/2001,Normal,0.29
10/27/2000,10/31/2000,11/20/2000,08/22/2000,Normal,0.27
07/27/2000,07/31/2000,08/18/2000,05/23/2000,Normal,0.27
04/26/2000,04/28/2000,05/19/2000,03/29/2000,Normal,0.27
01/27/2000,01/31/2000,02/18/2000,12/17/1999,Normal,0.27
10/27/1999,10/29/1999,11/19/1999,08/24/1999,Normal,0.255
07/28/1999,07/30/1999,08/20/1999,05/25/1999,Normal,0.255
04/28/1999,04/30/1999,05/20/1999,03/22/1999,Normal,0.255
01/27/1999,01/29/1999,02/19/1999,12/18/1998,Normal,0.255
10/28/1998,10/30/1998,11/20/1998,09/22/1998,Normal,0.24
07/29/1998,07/31/1998,08/20/1998,06/23/1998,Normal,0.24
04/28/1998,04/30/1998,05/20/1998,03/24/1998,Normal,0.24
01/28/1998,01/30/1998,02/20/1998,12/16/1997,Normal,0.24
10/29/1997,10/31/1997,11/20/1997,09/23/1997,Normal,0.225
07/29/1997,07/31/1997,08/20/1997,06/24/1997,Normal,0.225
04/28/1997,04/30/1997,05/20/1997,04/02/1997,Normal,0.225
01/29/1997,01/31/1997,02/20/1997,12/17/1996,Normal,0.225
10/29/1996,10/31/1996,11/20/1996,09/24/1996,Normal,0.21
07/29/1996,07/31/1996,08/20/1996,06/25/1996,Normal,0.21
04/26/1996,04/30/1996,05/20/1996,03/26/1996,Normal,0.21
01/29/1996,01/31/1996,02/20/1996,12/19/1995,Normal,0.21
10/27/1995,10/31/1995,11/20/1995,09/26/1995,Normal,0.195
07/27/1995,07/31/1995,08/18/1995,06/27/1995,Normal,0.195
04/24/1995,04/28/1995,05/19/1995,03/28/1995,Normal,0.195
01/25/1995,01/31/1995,02/17/1995,12/16/1994,Normal,0.195
10/25/1994,10/31/1994,11/18/1994,09/27/1994,Normal,0.18
07/25/1994,07/29/1994,08/19/1994,06/28/1994,Normal,0.18
04/25/1994,04/29/1994,05/20/1994,03/22/1994,Normal,0.18
01/25/1994,01/31/1994,02/18/1994,12/21/1993,Normal,0.18
10/25/1993,10/29/1993,11/19/1993,09/27/1993,Normal,0.165
07/26/1993,07/30/1993,08/20/1993,06/22/1993,Normal,0.165
04/26/1993,04/30/1993,05/20/1993,03/23/1993,Normal,0.165
01/25/1993,01/29/1993,02/19/1993,12/18/1992,Normal,0.165
10/26/1992,10/30/1992,11/20/1992,09/22/1992,Normal,0.155
07/27/1992,07/31/1992,08/20/1992,06/23/1992,Normal,0.155
04/24/1992,04/30/1992,05/20/1992,03/24/1992,Normal,0.155
01/27/1992,01/31/1992,02/20/1992,12/20/1991,Normal,0.155
10/25/1991,10/31/1991,11/20/1991,09/25/1991,Normal,0.145
07/25/1991,07/31/1991,08/20/1991,06/25/1991,Normal,0.145
04/24/1991,04/30/1991,05/20/1991,03/26/1991,Normal,0.145
01/25/1991,01/31/1991,02/20/1991,12/20/1990,Normal,0.145
10/25/1990,10/31/1990,11/20/1990,09/24/1990,Normal,0.13
07/25/1990,07/31/1990,08/20/1990,06/27/1990,Normal,0.13
04/24/1990,04/30/1990,05/18/1990,03/27/1990,Normal,0.13
01/25/1990,01/31/1990,02/20/1990,12/21/1989,Normal,0.13
10/25/1989,10/31/1989,11/20/1989,09/26/1989,Normal,0.105
07/25/1989,07/31/1989,08/18/1989,07/05/1989,Normal,0.105
