date,receivables_turnover
"Dec. 31, 2019",1.894
"Sept. 30, 2019",1.258
"June 30, 2019",0.9551
"March 31, 2019",1.591
"Dec. 31, 2018",1.735
"Sept. 30, 2018",1.554
"June 30, 2018",1.227
"March 31, 2018",1.776
"Dec. 31, 2017",1.865
"Sept. 30, 2017",1.662
"June 30, 2017",1.402
"March 31, 2017",1.897
"Dec. 31, 2016",1.935
"Sept. 30, 2016",1.761
"June 30, 2016",1.542
"March 31, 2016",2.12
"Dec. 31, 2015",1.828
"Sept. 30, 2015",1.308
"June 30, 2015",0.9032
"March 31, 2015",1.701
"Dec. 31, 2014",1.669
"Sept. 30, 2014",0.9979
"June 30, 2014",1.114
"March 31, 2014",1.847
"Dec. 31, 2013",0.6426
"Sept. 30, 2013",1.450
"June 30, 2013",1.186
"March 31, 2013",1.542
"Dec. 31, 2012",1.637
"Sept. 30, 2012",1.581
"June 30, 2012",1.480
"March 31, 2012",1.913
"Dec. 31, 2011",1.606
"Sept. 30, 2011",1.567
"June 30, 2011",1.288
"March 31, 2011",1.867
"Dec. 31, 2010",1.765
"Sept. 30, 2010",1.634
"June 30, 2010",1.355
"March 31, 2010",2.444
"Dec. 31, 2009",1.956
"Sept. 30, 2009",1.278
"June 30, 2009",1.352
"March 31, 2009",2.012
"Dec. 31, 2008",2.977
"Sept. 30, 2008",1.788
"June 30, 2008",1.708
"March 31, 2008",3.311
"Dec. 31, 2007",2.991
"Sept. 30, 2007",1.525
"June 30, 2007",1.550
"March 31, 2007",3.126
"Dec. 31, 2006",2.942
"Sept. 30, 2006",2.434
"June 30, 2006",1.605
"March 31, 2006",2.460
"Dec. 31, 2005",3.182
"Sept. 30, 2005",2.550
"June 30, 2005",1.983
"March 31, 2005",3.012
"Dec. 31, 2004",3.057
"Sept. 30, 2004",2.366
"June 30, 2004",1.785
"March 31, 2004",2.600
"Dec. 31, 2003",2.334
"Sept. 30, 2003",1.543
"June 30, 2003",1.045
"March 31, 2003",2.133
"Dec. 31, 2002",2.612
"Sept. 30, 2002",1.755
"June 30, 2002",1.198
"March 31, 2002",1.666
"Dec. 31, 2001",2.112
"Sept. 30, 2001",1.543
"June 30, 2001",0.9405
"March 31, 2001",1.643
"Dec. 31, 2000",2.141
"Sept. 30, 2000",2.611
"June 30, 2000",1.960
"March 31, 2000",2.615
"Dec. 31, 1999",2.713
"Sept. 30, 1999",1.956
"June 30, 1999",1.783
"March 31, 1999",2.526
"Dec. 31, 1998",2.528
"Sept. 30, 1998",3.015
"June 30, 1998",2.051
"March 31, 1998",2.193
"Dec. 31, 1997",2.728
"Sept. 30, 1997",2.211
"June 30, 1997",1.905
"March 31, 1997",2.807
"Dec. 31, 1996",4.342
"Sept. 30, 1996",5.648
"June 30, 1996",3.252
"March 31, 1996",4.031
"Dec. 31, 1995",5.877
"Sept. 30, 1995",6.192
"June 30, 1995",3.968
"March 31, 1995",5.133
"Dec. 31, 1994",6.615
"Sept. 30, 1994",5.517
"June 30, 1994",3.026
