date,cash_on_hand
"Dec. 31, 2019",139.30M
"Sept. 30, 2019",28.00M
"June 30, 2019",23.70M
"March 31, 2019",151.00M
"Dec. 31, 2018",112.80M
"Sept. 30, 2018",41.80M
"June 30, 2018",68.20M
"March 31, 2018",35.00M
"Dec. 31, 2017",29.00M
"Sept. 30, 2017",19.30M
"June 30, 2017",17.90M
"March 31, 2017",28.40M
"Dec. 31, 2016",26.40M
"Sept. 30, 2016",16.10M
"June 30, 2016",15.70M
"March 31, 2016",23.70M
"Dec. 31, 2015",15.50M
"Sept. 30, 2015",31.70M
"June 30, 2015",496.60M
"March 31, 2015",42.00M
"Dec. 31, 2014",24.90M
"Sept. 30, 2014",17.70M
"June 30, 2014",18.00M
"March 31, 2014",38.00M
"Dec. 31, 2013",26.80M
"Sept. 30, 2013",14.90M
"June 30, 2013",44.50M
"March 31, 2013",101.40M
"Dec. 31, 2012",36.30M
"Sept. 30, 2012",12.30M
"June 30, 2012",52.80M
"March 31, 2012",38.50M
"Dec. 31, 2011",11.50M
"Sept. 30, 2011",22.20M
"June 30, 2011",59.90M
"March 31, 2011",62.50M
"Dec. 31, 2010",9.20M
"Sept. 30, 2010",10.90M
"June 30, 2010",7.40M
"March 31, 2010",110.60M
"Dec. 31, 2009",16.40M
"Sept. 30, 2009",83.80M
"June 30, 2009",248.90M
"March 31, 2009",135.20M
"Dec. 31, 2008",20.60M
"Sept. 30, 2008",269.00M
"June 30, 2008",47.20M
"March 31, 2008",81.20M
"Dec. 31, 2007",92.30M
"Sept. 30, 2007",113.70M
"June 30, 2007",89.90M
"March 31, 2007",163.40M
"Dec. 31, 2006",175.60M
"Sept. 30, 2006",225.80M
"June 30, 2006",129.60M
"March 31, 2006",141.30M
"Dec. 31, 2005",103.30M
"Sept. 30, 2005",932.50M
"June 30, 2005",258.20M
"March 31, 2005",588.00M
"Dec. 31, 2004",29.50M
"Sept. 30, 2004",40.40M
"June 30, 2004",16.40M
"March 31, 2004",44.50M
"Dec. 31, 2003",27.30M
"Sept. 30, 2003",71.00M
"June 30, 2003",34.70M
"March 31, 2003",69.60M
"Dec. 31, 2002",55.30M
"Sept. 30, 2002",64.90M
"June 30, 2002",54.80M
"March 31, 2002",69.90M
"Dec. 31, 2001",127.90M
"Sept. 30, 2001",117.70M
"June 30, 2001",142.70M
"March 31, 2001",111.80M
"Dec. 31, 2000",193.00M
"Sept. 30, 2000",51.03M
"June 30, 2000",50.90M
"March 31, 2000",78.15M
"Dec. 31, 1999",41.50M
"Sept. 30, 1999",23.70M
"June 30, 1999",49.80M
"March 31, 1999",64.50M
"Dec. 31, 1998",60.80M
"Sept. 30, 1998",32.50M
"June 30, 1998",36.70M
"March 31, 1998",40.40M
"Dec. 31, 1997",30.80M
"Sept. 30, 1997",28.30M
"June 30, 1997",29.40M
"March 31, 1997",92.30M
"Dec. 31, 1996",26.30M
"Sept. 30, 1996",62.90M
"June 30, 1996",31.30M
"March 31, 1996",41.30M
"Dec. 31, 1995",28.50M
"Sept. 30, 1995",18.50M
"June 30, 1995",48.70M
"March 31, 1995",36.20M
"Dec. 31, 1994",40.40M
"Sept. 30, 1994",36.70M
"June 30, 1994",36.80M
"March 31, 1994",53.90M
