date,operating_earning_yield
"March 19, 2020",14.88%
"March 18, 2020",14.72%
"March 17, 2020",14.14%
"March 16, 2020",16.59%
"March 13, 2020",13.80%
"March 12, 2020",14.47%
"March 11, 2020",12.82%
"March 10, 2020",12.18%
"March 9, 2020",12.55%
"March 6, 2020",11.80%
"March 5, 2020",11.73%
"March 4, 2020",11.64%
"March 3, 2020",12.24%
"March 2, 2020",12.17%
"Feb. 28, 2020",12.86%
"Feb. 27, 2020",12.73%
"Feb. 26, 2020",12.52%
"Feb. 25, 2020",12.24%
"Feb. 24, 2020",11.88%
"Feb. 21, 2020",11.63%
"Feb. 20, 2020",11.56%
"Feb. 19, 2020",11.58%
"Feb. 18, 2020",11.50%
"Feb. 14, 2020",11.50%
"Feb. 13, 2020",11.51%
"Feb. 12, 2020",11.65%
"Feb. 11, 2020",11.61%
"Feb. 10, 2020",11.64%
"Feb. 7, 2020",11.66%
"Feb. 6, 2020",11.64%
"Feb. 5, 2020",11.67%
"Feb. 4, 2020",11.79%
"Feb. 3, 2020",11.66%
"Jan. 31, 2020",11.86%
"Jan. 30, 2020",11.94%
"Jan. 29, 2020",11.90%
"Jan. 28, 2020",11.93%
"Jan. 27, 2020",12.03%
"Jan. 24, 2020",11.95%
"Jan. 23, 2020",11.90%
"Jan. 22, 2020",11.96%
"Jan. 21, 2020",11.90%
"Jan. 17, 2020",11.97%
"Jan. 16, 2020",12.05%
"Jan. 15, 2020",12.11%
"Jan. 14, 2020",12.33%
"Jan. 13, 2020",12.47%
"Jan. 10, 2020",12.57%
"Jan. 9, 2020",12.52%
"Jan. 8, 2020",12.56%
"Jan. 7, 2020",12.58%
"Jan. 6, 2020",12.69%
"Jan. 3, 2020",12.68%
"Jan. 2, 2020",12.78%
"Dec. 31, 2019",12.48%
"Dec. 30, 2019",8.28%
"Dec. 27, 2019",8.35%
"Dec. 26, 2019",8.33%
"Dec. 24, 2019",8.31%
"Dec. 23, 2019",8.30%
"Dec. 20, 2019",8.21%
"Dec. 19, 2019",8.25%
"Dec. 18, 2019",8.27%
"Dec. 17, 2019",8.36%
"Dec. 16, 2019",8.39%
"Dec. 13, 2019",8.48%
"Dec. 12, 2019",8.54%
"Dec. 11, 2019",8.47%
"Dec. 10, 2019",8.44%
"Dec. 9, 2019",8.53%
"Dec. 6, 2019",8.50%
"Dec. 5, 2019",8.55%
"Dec. 4, 2019",8.60%
"Dec. 3, 2019",8.63%
"Dec. 2, 2019",8.70%
"Nov. 29, 2019",8.62%
"Nov. 27, 2019",8.59%
"Nov. 26, 2019",8.61%
"Nov. 25, 2019",8.58%
"Nov. 22, 2019",8.65%
"Nov. 21, 2019",8.69%
"Nov. 20, 2019",8.74%
"Nov. 19, 2019",8.75%
"Nov. 18, 2019",8.68%
"Nov. 15, 2019",8.60%
"Nov. 14, 2019",8.66%
"Nov. 13, 2019",8.63%
"Nov. 12, 2019",8.73%
"Nov. 11, 2019",8.73%
"Nov. 8, 2019",8.63%
"Nov. 7, 2019",8.54%
"Nov. 6, 2019",8.41%
"Nov. 5, 2019",8.46%
"Nov. 4, 2019",8.34%
"Nov. 1, 2019",8.24%
"Oct. 31, 2019",8.13%
"Oct. 30, 2019",8.28%
"Oct. 29, 2019",8.34%
"Oct. 28, 2019",8.30%
"Oct. 25, 2019",8.13%
"Oct. 24, 2019",8.08%
"Oct. 23, 2019",8.10%
"Oct. 22, 2019",8.06%
"Oct. 21, 2019",8.12%
"Oct. 18, 2019",8.14%
"Oct. 17, 2019",8.15%
"Oct. 16, 2019",8.15%
"Oct. 15, 2019",8.10%
"Oct. 14, 2019",7.98%
"Oct. 11, 2019",7.82%
"Oct. 10, 2019",7.86%
"Oct. 9, 2019",7.85%
"Oct. 8, 2019",7.90%
"Oct. 7, 2019",7.77%
"Oct. 4, 2019",7.69%
"Oct. 3, 2019",7.76%
"Oct. 2, 2019",7.75%
"Oct. 1, 2019",7.67%
"Sept. 30, 2019",7.62%
"Sept. 27, 2019",4.00%
"Sept. 26, 2019",3.93%
"Sept. 25, 2019",3.99%
"Sept. 24, 2019",4.00%
"Sept. 23, 2019",4.05%
"Sept. 20, 2019",4.07%
"Sept. 19, 2019",4.08%
"Sept. 18, 2019",4.07%
"Sept. 17, 2019",4.08%
"Sept. 16, 2019",4.13%
"Sept. 13, 2019",4.13%
"Sept. 12, 2019",4.12%
"Sept. 11, 2019",4.12%
"Sept. 10, 2019",4.14%
"Sept. 9, 2019",4.15%
"Sept. 6, 2019",4.09%
"Sept. 5, 2019",4.04%
"Sept. 4, 2019",3.97%
"Sept. 3, 2019",3.99%
"Aug. 30, 2019",4.06%
"Aug. 29, 2019",4.08%
"Aug. 28, 2019",4.12%
"Aug. 27, 2019",4.10%
"Aug. 26, 2019",4.08%
"Aug. 23, 2019",4.13%
"Aug. 22, 2019",4.05%
"Aug. 21, 2019",4.05%
"Aug. 20, 2019",4.09%
"Aug. 19, 2019",4.05%
"Aug. 16, 2019",4.08%
"Aug. 15, 2019",4.13%
"Aug. 14, 2019",4.18%
"Aug. 13, 2019",4.18%
"Aug. 12, 2019",4.19%
"Aug. 9, 2019",4.20%
"Aug. 8, 2019",4.17%
"Aug. 7, 2019",4.34%
"Aug. 6, 2019",4.27%
"Aug. 5, 2019",4.27%
"Aug. 2, 2019",4.04%
"Aug. 1, 2019",3.99%
"July 31, 2019",4.04%
"July 30, 2019",4.06%
"July 29, 2019",4.02%
"July 26, 2019",4.07%
"July 25, 2019",4.08%
"July 24, 2019",4.07%
"July 23, 2019",4.11%
"July 22, 2019",4.12%
"July 19, 2019",4.11%
"July 18, 2019",4.06%
"July 17, 2019",4.10%
"July 16, 2019",4.12%
"July 15, 2019",4.08%
"July 12, 2019",4.09%
"July 11, 2019",4.06%
"July 10, 2019",4.07%
"July 9, 2019",4.06%
"July 8, 2019",4.08%
"July 5, 2019",4.07%
"July 3, 2019",4.07%
"July 2, 2019",4.13%
"July 1, 2019",4.20%
"June 30, 2019",
"June 28, 2019",0.95%
"June 27, 2019",0.96%
"June 26, 2019",0.95%
"June 25, 2019",0.93%
"June 24, 2019",0.93%
"June 21, 2019",0.93%
"June 20, 2019",0.93%
"June 19, 2019",0.93%
"June 18, 2019",0.94%
"June 17, 2019",0.94%
"June 14, 2019",0.95%
"June 13, 2019",0.96%
"June 12, 2019",0.96%
"June 11, 2019",0.97%
"June 10, 2019",0.96%
"June 7, 2019",0.96%
"June 6, 2019",0.96%
"June 5, 2019",0.96%
"June 4, 2019",0.97%
"June 3, 2019",0.97%
"May 31, 2019",0.98%
"May 30, 2019",0.99%
"May 29, 2019",1.00%
"May 28, 2019",0.98%
"May 24, 2019",0.96%
"May 23, 2019",0.96%
"May 22, 2019",0.96%
"May 21, 2019",0.97%
"May 20, 2019",0.97%
"May 17, 2019",0.97%
"May 16, 2019",0.97%
"May 15, 2019",0.97%
"May 14, 2019",0.97%
"May 13, 2019",0.97%
"May 10, 2019",0.97%
"May 9, 2019",0.99%
"May 8, 2019",1.00%
"May 7, 2019",0.99%
"May 6, 2019",0.98%
"May 3, 2019",0.98%
"May 2, 2019",0.99%
"May 1, 2019",1.00%
"April 30, 2019",0.98%
"April 29, 2019",1.00%
"April 26, 2019",0.98%
"April 25, 2019",0.98%
"April 24, 2019",0.99%
"April 23, 2019",1.00%
"April 22, 2019",1.00%
"April 18, 2019",0.99%
"April 17, 2019",0.99%
"April 16, 2019",0.99%
"April 15, 2019",0.98%
"April 12, 2019",0.97%
"April 11, 2019",0.97%
"April 10, 2019",0.98%
"April 9, 2019",0.98%
"April 8, 2019",0.98%
"April 5, 2019",0.97%
"April 4, 2019",0.98%
"April 3, 2019",0.97%
"April 2, 2019",0.97%
"April 1, 2019",0.97%
"March 31, 2019",
"March 29, 2019",1.23%
