date,price_target_upside
"March 19, 2020",30.28%
"March 18, 2020",28.95%
"March 17, 2020",23.86%
"March 16, 2020",45.97%
"March 13, 2020",21.39%
"March 12, 2020",27.26%
"March 11, 2020",12.79%
"March 10, 2020",7.18%
"March 9, 2020",10.39%
"March 6, 2020",3.76%
"March 5, 2020",2.94%
"March 4, 2020",2.14%
"March 3, 2020",7.47%
"March 2, 2020",7.03%
"Feb. 28, 2020",13.62%
"Feb. 27, 2020",12.70%
"Feb. 26, 2020",10.63%
"Feb. 25, 2020",8.17%
"Feb. 24, 2020",4.96%
"Feb. 21, 2020",2.74%
"Feb. 20, 2020",2.16%
"Feb. 19, 2020",2.04%
"Feb. 18, 2020",1.08%
"Feb. 14, 2020",1.08%
"Feb. 13, 2020",1.15%
"Feb. 12, 2020",2.37%
"Feb. 11, 2020",2.02%
"Feb. 10, 2020",2.26%
"Feb. 7, 2020",2.47%
"Feb. 6, 2020",2.30%
"Feb. 5, 2020",2.57%
"Feb. 4, 2020",3.58%
"Feb. 3, 2020",2.50%
"Jan. 31, 2020",4.18%
"Jan. 30, 2020",4.93%
"Jan. 29, 2020",4.61%
"Jan. 28, 2020",4.86%
"Jan. 27, 2020",5.70%
"Jan. 24, 2020",4.51%
"Jan. 23, 2020",4.12%
"Jan. 22, 2020",4.59%
"Jan. 21, 2020",4.12%
"Jan. 17, 2020",4.17%
"Jan. 16, 2020",4.64%
"Jan. 15, 2020",4.94%
"Jan. 14, 2020",6.59%
"Jan. 13, 2020",7.81%
"Jan. 10, 2020",8.67%
"Jan. 9, 2020",8.24%
"Jan. 8, 2020",8.59%
"Jan. 7, 2020",8.71%
"Jan. 6, 2020",9.66%
"Jan. 3, 2020",9.62%
"Jan. 2, 2020",10.51%
"Dec. 31, 2019",7.89%
"Dec. 30, 2019",9.14%
"Dec. 27, 2019",9.80%
"Dec. 26, 2019",9.56%
"Dec. 24, 2019",9.24%
"Dec. 23, 2019",9.16%
"Dec. 20, 2019",7.94%
"Dec. 19, 2019",8.53%
"Dec. 18, 2019",8.76%
"Dec. 17, 2019",9.92%
"Dec. 16, 2019",10.28%
"Dec. 13, 2019",11.47%
"Dec. 12, 2019",12.35%
"Dec. 11, 2019",11.43%
"Dec. 10, 2019",10.98%
"Dec. 9, 2019",12.14%
"Dec. 6, 2019",11.81%
"Dec. 5, 2019",12.44%
"Dec. 4, 2019",13.07%
"Dec. 3, 2019",13.46%
"Dec. 2, 2019",14.45%
"Nov. 29, 2019",13.29%
"Nov. 27, 2019",13.21%
"Nov. 26, 2019",13.51%
"Nov. 25, 2019",13.13%
"Nov. 22, 2019",13.94%
"Nov. 21, 2019",14.55%
"Nov. 20, 2019",15.26%
"Nov. 19, 2019",15.34%
"Nov. 18, 2019",14.42%
"Nov. 15, 2019",13.34%
"Nov. 14, 2019",14.12%
"Nov. 13, 2019",13.77%
"Nov. 12, 2019",15.12%
"Nov. 11, 2019",15.12%
"Nov. 8, 2019",13.73%
"Nov. 7, 2019",12.58%
"Nov. 6, 2019",10.87%
"Nov. 5, 2019",11.49%
"Nov. 4, 2019",9.98%
"Nov. 1, 2019",9.14%
"Oct. 31, 2019",7.88%
"Oct. 30, 2019",10.87%
"Oct. 29, 2019",12.07%
"Oct. 28, 2019",11.50%
"Oct. 25, 2019",8.52%
"Oct. 24, 2019",7.90%
"Oct. 23, 2019",7.59%
"Oct. 22, 2019",7.13%
"Oct. 21, 2019",8.35%
"Oct. 18, 2019",8.11%
"Oct. 17, 2019",8.23%
"Oct. 16, 2019",8.15%
"Oct. 15, 2019",7.50%
"Oct. 14, 2019",5.74%
"Oct. 11, 2019",3.32%
"Oct. 10, 2019",3.78%
"Oct. 9, 2019",3.67%
"Oct. 8, 2019",4.43%
"Oct. 7, 2019",2.65%
"Oct. 4, 2019",1.61%
"Oct. 3, 2019",2.51%
"Oct. 2, 2019",2.61%
"Oct. 1, 2019",0.79%
"Sept. 30, 2019",0.15%
"Sept. 27, 2019",-0.22%
"Sept. 26, 2019",-1.95%
"Sept. 25, 2019",-0.35%
"Sept. 24, 2019",0.01%
"Sept. 23, 2019",1.16%
"Sept. 20, 2019",1.64%
"Sept. 19, 2019",1.78%
"Sept. 18, 2019",1.68%
"Sept. 17, 2019",1.82%
"Sept. 16, 2019",3.18%
"Sept. 13, 2019",3.18%
"Sept. 12, 2019",2.93%
"Sept. 11, 2019",2.83%
"Sept. 10, 2019",3.43%
"Sept. 9, 2019",3.65%
"Sept. 6, 2019",2.16%
"Sept. 5, 2019",0.99%
"Sept. 4, 2019",-0.81%
"Sept. 3, 2019",-0.79%
"Aug. 30, 2019",0.92%
"Aug. 29, 2019",1.30%
"Aug. 28, 2019",2.48%
"Aug. 27, 2019",1.99%
"Aug. 26, 2019",1.36%
"Aug. 23, 2019",2.76%
"Aug. 22, 2019",0.61%
"Aug. 21, 2019",0.54%
"Aug. 20, 2019",1.71%
"Aug. 19, 2019",0.65%
"Aug. 16, 2019",1.36%
"Aug. 15, 2019",2.73%
"Aug. 14, 2019",3.94%
"Aug. 13, 2019",3.82%
"Aug. 12, 2019",4.04%
"Aug. 9, 2019",4.33%
"Aug. 8, 2019",3.50%
"Aug. 7, 2019",7.88%
"Aug. 6, 2019",7.17%
"Aug. 5, 2019",7.13%
"Aug. 2, 2019",1.88%
"Aug. 1, 2019",0.76%
"July 31, 2019",1.04%
"July 30, 2019",1.16%
"July 29, 2019",0.38%
"July 26, 2019",1.43%
"July 25, 2019",1.81%
"July 24, 2019",1.57%
"July 23, 2019",1.81%
"July 22, 2019",1.81%
"July 19, 2019",-0.68%
"July 18, 2019",-1.99%
"July 17, 2019",-0.89%
"July 16, 2019",-0.48%
"July 15, 2019",-1.43%
"July 12, 2019",-1.44%
"July 11, 2019",-2.04%
"July 10, 2019",-1.98%
"July 9, 2019",-2.18%
"July 8, 2019",-1.64%
"July 5, 2019",-1.81%
"July 3, 2019",-2.01%
"July 2, 2019",-0.56%
"July 1, 2019",1.14%
"June 28, 2019",0.41%
"June 27, 2019",1.07%
"June 26, 2019",0.79%
"June 25, 2019",-1.44%
"June 24, 2019",-1.41%
"June 21, 2019",-1.51%
"June 20, 2019",-1.71%
"June 19, 2019",-1.78%
"June 18, 2019",-0.25%
"June 17, 2019",-1.12%
"June 14, 2019",0.29%
"June 13, 2019",1.24%
"June 12, 2019",1.06%
"June 11, 2019",2.35%
"June 10, 2019",1.45%
