date,eps_est_0q
"March 18, 2020",0.8182
"March 12, 2020",0.8152
"March 4, 2020",0.8125
"March 3, 2020",0.8237
"March 2, 2020",0.8299
"Feb. 28, 2020",0.8139
"Feb. 27, 2020",0.825
"Feb. 20, 2020",0.8272
"Feb. 19, 2020",0.8258
"Jan. 31, 2020",0.8217
"Jan. 21, 2020",0.8213
"Jan. 17, 2020",0.8207
"Jan. 16, 2020",0.8213
"Jan. 7, 2020",0.8213
"Dec. 31, 2019",0.4195
"Dec. 18, 2019",0.4161
"Nov. 21, 2019",0.4143
"Nov. 12, 2019",0.4117
"Nov. 5, 2019",0.4117
"Nov. 1, 2019",0.4097
"Oct. 31, 2019",0.4044
"Oct. 30, 2019",0.3987
"Oct. 24, 2019",0.3936
"Oct. 22, 2019",0.3769
"Oct. 21, 2019",0.3499
"Oct. 18, 2019",0.3478
"Oct. 16, 2019",0.3462
"Oct. 14, 2019",0.3434
"Oct. 2, 2019",0.3435
"Sept. 30, 2019",0.0462
"Sept. 24, 2019",0.0639
"Aug. 7, 2019",0.0639
"Aug. 2, 2019",0.0639
"Aug. 1, 2019",0.0639
"July 24, 2019",0.061
"July 22, 2019",0.062
"July 19, 2019",0.0617
"July 15, 2019",0.0592
"June 30, 2019",0.0578
"May 4, 2019",0.0745
"May 3, 2019",0.0751
"May 2, 2019",0.0749
"May 1, 2019",0.0959
"April 24, 2019",0.1016
"April 22, 2019",0.1035
"April 18, 2019",0.1035
"April 17, 2019",0.0993
"April 16, 2019",0.0998
"April 15, 2019",0.0998
"March 31, 2019",0.7702
"March 29, 2019",0.7644
"March 20, 2019",0.7644
"March 4, 2019",0.7637
"March 3, 2019",0.7632
"March 1, 2019",0.7635
"Feb. 21, 2019",0.7665
"Feb. 20, 2019",0.7742
"Feb. 13, 2019",0.7868
"Feb. 6, 2019",0.7913
"Feb. 4, 2019",0.7957
"Feb. 1, 2019",0.7921
"Jan. 23, 2019",0.7925
"Jan. 22, 2019",0.7935
"Jan. 7, 2019",0.7895
"Dec. 31, 2018",0.3579
"Dec. 24, 2018",0.3577
"Dec. 20, 2018",0.3577
"Dec. 3, 2018",0.3619
"Nov. 29, 2018",0.3644
"Nov. 21, 2018",0.3628
"Nov. 17, 2018",0.3628
"Nov. 5, 2018",0.364
"Nov. 2, 2018",0.3649
"Nov. 1, 2018",0.3773
"Oct. 19, 2018",0.3791
"Oct. 17, 2018",0.3801
"Oct. 15, 2018",0.3803
"Oct. 10, 2018",0.3753
"Oct. 9, 2018",0.3829
"Sept. 30, 2018",0.0626
"Sept. 25, 2018",0.0677
"Sept. 21, 2018",0.0679
"Sept. 17, 2018",0.0691
"Sept. 12, 2018",0.0691
"Aug. 20, 2018",0.0691
"Aug. 17, 2018",0.0677
"Aug. 16, 2018",0.0652
"Aug. 15, 2018",0.0658
"Aug. 2, 2018",0.0624
"Aug. 1, 2018",0.0629
"July 19, 2018",0.0629
"July 18, 2018",0.0641
"July 11, 2018",0.0641
"June 30, 2018",0.0882
"June 19, 2018",0.1001
"May 17, 2018",0.1001
"May 6, 2018",0.1006
"May 3, 2018",0.1067
"May 2, 2018",0.1051
"April 20, 2018",0.11
"April 10, 2018",0.1098
"March 31, 2018",0.7611
"March 28, 2018",0.7591
"March 18, 2018",0.759
"Feb. 22, 2018",0.7578
"Feb. 21, 2018",0.7469
"Feb. 20, 2018",0.7287
"Jan. 30, 2018",0.7185
"Jan. 23, 2018",0.7184
"Jan. 12, 2018",0.7287
"Jan. 10, 2018",0.7289
"Jan. 2, 2018",0.7274
