date,year_high
"March 19, 2020",30.67
"March 18, 2020",30.67
"March 17, 2020",30.67
"March 16, 2020",30.67
"March 13, 2020",30.67
"March 12, 2020",30.67
"March 11, 2020",30.67
"March 10, 2020",30.67
"March 9, 2020",30.67
"March 6, 2020",30.67
"March 5, 2020",30.67
"March 4, 2020",30.67
"March 3, 2020",30.67
"March 2, 2020",30.67
"Feb. 28, 2020",30.67
"Feb. 27, 2020",30.67
"Feb. 26, 2020",30.67
"Feb. 25, 2020",30.67
"Feb. 24, 2020",30.67
"Feb. 21, 2020",30.67
"Feb. 20, 2020",30.67
"Feb. 19, 2020",30.67
"Feb. 18, 2020",30.67
"Feb. 14, 2020",30.67
"Feb. 13, 2020",30.67
"Feb. 12, 2020",30.67
"Feb. 11, 2020",30.67
"Feb. 10, 2020",30.67
"Feb. 7, 2020",30.67
"Feb. 6, 2020",30.67
"Feb. 5, 2020",30.67
"Feb. 4, 2020",30.67
"Feb. 3, 2020",30.67
"Jan. 31, 2020",30.67
"Jan. 30, 2020",30.67
"Jan. 29, 2020",30.67
"Jan. 28, 2020",30.67
"Jan. 27, 2020",30.67
"Jan. 24, 2020",30.67
"Jan. 23, 2020",30.67
"Jan. 22, 2020",30.67
"Jan. 21, 2020",30.67
"Jan. 17, 2020",30.67
"Jan. 16, 2020",30.67
"Jan. 15, 2020",30.67
"Jan. 14, 2020",30.67
"Jan. 13, 2020",30.67
"Jan. 10, 2020",30.67
"Jan. 9, 2020",30.67
"Jan. 8, 2020",30.67
"Jan. 7, 2020",30.67
"Jan. 6, 2020",30.67
"Jan. 3, 2020",30.67
"Jan. 2, 2020",30.67
"Dec. 31, 2019",30.67
"Dec. 30, 2019",30.67
"Dec. 27, 2019",30.67
"Dec. 26, 2019",30.67
"Dec. 24, 2019",30.67
"Dec. 23, 2019",30.67
"Dec. 20, 2019",30.67
"Dec. 19, 2019",30.67
"Dec. 18, 2019",30.67
"Dec. 17, 2019",30.67
"Dec. 16, 2019",30.67
"Dec. 13, 2019",30.67
"Dec. 12, 2019",30.67
"Dec. 11, 2019",30.67
"Dec. 10, 2019",30.67
"Dec. 9, 2019",30.67
"Dec. 6, 2019",30.67
"Dec. 5, 2019",30.67
"Dec. 4, 2019",30.67
"Dec. 3, 2019",30.67
"Dec. 2, 2019",30.67
"Nov. 29, 2019",30.67
"Nov. 27, 2019",30.67
"Nov. 26, 2019",30.67
"Nov. 25, 2019",30.67
"Nov. 22, 2019",30.67
"Nov. 21, 2019",30.67
"Nov. 20, 2019",30.67
"Nov. 19, 2019",30.67
"Nov. 18, 2019",30.67
"Nov. 15, 2019",30.67
"Nov. 14, 2019",30.67
"Nov. 13, 2019",30.67
"Nov. 12, 2019",30.67
"Nov. 11, 2019",30.67
"Nov. 8, 2019",30.67
"Nov. 7, 2019",30.67
"Nov. 6, 2019",30.67
"Nov. 5, 2019",30.67
"Nov. 4, 2019",30.67
"Nov. 1, 2019",30.67
"Oct. 31, 2019",30.67
"Oct. 30, 2019",30.67
"Oct. 29, 2019",30.67
"Oct. 28, 2019",30.67
"Oct. 25, 2019",30.67
"Oct. 24, 2019",30.67
"Oct. 23, 2019",30.67
"Oct. 22, 2019",30.67
"Oct. 21, 2019",30.67
"Oct. 18, 2019",30.67
"Oct. 17, 2019",30.67
"Oct. 16, 2019",30.67
"Oct. 15, 2019",30.67
"Oct. 14, 2019",30.67
"Oct. 11, 2019",30.67
"Oct. 10, 2019",30.67
"Oct. 9, 2019",30.67
"Oct. 8, 2019",30.67
"Oct. 7, 2019",30.67
"Oct. 4, 2019",30.67
"Oct. 3, 2019",30.67
"Oct. 2, 2019",30.67
"Oct. 1, 2019",30.67
"Sept. 30, 2019",30.67
"Sept. 27, 2019",30.67
"Sept. 26, 2019",30.67
"Sept. 25, 2019",30.34
"Sept. 24, 2019",30.34
"Sept. 23, 2019",30.34
"Sept. 20, 2019",30.34
"Sept. 19, 2019",30.34
"Sept. 18, 2019",30.34
"Sept. 17, 2019",30.34
"Sept. 16, 2019",30.34
"Sept. 13, 2019",30.34
"Sept. 12, 2019",30.34
"Sept. 11, 2019",30.34
"Sept. 10, 2019",30.34
"Sept. 9, 2019",30.34
"Sept. 6, 2019",30.34
"Sept. 5, 2019",30.34
"Sept. 4, 2019",30.34
"Sept. 3, 2019",30.34
"Aug. 30, 2019",30.34
"Aug. 29, 2019",30.34
"Aug. 28, 2019",30.34
"Aug. 27, 2019",30.34
"Aug. 26, 2019",30.34
"Aug. 23, 2019",30.34
"Aug. 22, 2019",30.34
"Aug. 21, 2019",30.34
"Aug. 20, 2019",30.34
"Aug. 19, 2019",30.34
"Aug. 16, 2019",30.34
"Aug. 15, 2019",30.34
"Aug. 14, 2019",30.34
"Aug. 13, 2019",30.34
"Aug. 12, 2019",30.34
"Aug. 9, 2019",30.34
"Aug. 8, 2019",30.34
"Aug. 7, 2019",30.34
"Aug. 6, 2019",30.34
"Aug. 5, 2019",30.34
"Aug. 2, 2019",30.34
"Aug. 1, 2019",30.34
"July 31, 2019",29.96
"July 30, 2019",29.85
"July 29, 2019",29.85
"July 26, 2019",29.75
"July 25, 2019",29.75
"July 24, 2019",29.75
"July 23, 2019",29.75
"July 22, 2019",29.75
"July 19, 2019",29.75
"July 18, 2019",29.75
"July 17, 2019",29.75
"July 16, 2019",29.75
"July 15, 2019",29.75
"July 12, 2019",29.75
"July 11, 2019",29.75
"July 10, 2019",29.75
"July 9, 2019",29.75
"July 8, 2019",29.75
"July 5, 2019",29.75
"July 3, 2019",29.75
"July 2, 2019",29.75
"July 1, 2019",29.75
"June 28, 2019",29.75
"June 27, 2019",29.75
"June 26, 2019",29.75
"June 25, 2019",29.75
"June 24, 2019",29.75
"June 21, 2019",29.75
"June 20, 2019",29.75
"June 19, 2019",29.60
"June 18, 2019",29.51
"June 17, 2019",29.35
"June 14, 2019",28.89
"June 13, 2019",28.89
"June 12, 2019",28.89
"June 11, 2019",28.89
"June 10, 2019",28.89
"June 7, 2019",28.89
"June 6, 2019",28.85
"June 5, 2019",28.85
"June 4, 2019",28.85
"June 3, 2019",28.85
"May 31, 2019",28.85
"May 30, 2019",28.85
"May 29, 2019",28.85
"May 28, 2019",28.85
"May 24, 2019",28.85
"May 23, 2019",28.85
"May 22, 2019",28.85
"May 21, 2019",28.85
"May 20, 2019",28.85
"May 17, 2019",28.85
"May 16, 2019",28.85
"May 15, 2019",28.85
"May 14, 2019",28.85
"May 13, 2019",28.85
"May 10, 2019",28.85
"May 9, 2019",28.85
