date,ohlson_score
"Dec. 31, 2019",1.954
"Sept. 30, 2019",25.73
"June 30, 2019",2.666
"March 31, 2019",2.071
"Dec. 31, 2018",17.11
"Sept. 30, 2018",2.510
"June 30, 2018",7.794
"March 31, 2018",2.152
"Dec. 31, 2017",2.028
"Sept. 30, 2017",0.5416
"June 30, 2017",-0.0248
"March 31, 2017",2.936
"Dec. 31, 2016",2.480
"Sept. 30, 2016",3.041
"June 30, 2016",5.854
"March 31, 2016",2.342
"Dec. 31, 2015",2.057
"Sept. 30, 2015",5.587
"June 30, 2015",-2.875
"March 31, 2015",1.345
"Dec. 31, 2014",1.971
"Sept. 30, 2014",2.897
"June 30, 2014",3.488
"March 31, 2014",1.814
"Dec. 31, 2013",1.718
"Sept. 30, 2013",2.568
"June 30, 2013",3.218
"March 31, 2013",1.828
"Dec. 31, 2012",1.643
"Sept. 30, 2012",3.498
"June 30, 2012",3.174
"March 31, 2012",2.111
"Dec. 31, 2011",3.101
"Sept. 30, 2011",2.363
"June 30, 2011",4.371
"March 31, 2011",1.816
"Dec. 31, 2010",2.511
"Sept. 30, 2010",2.180
"June 30, 2010",5.320
"March 31, 2010",1.852
"Dec. 31, 2009",1.599
"Sept. 30, 2009",1.633
"June 30, 2009",-14.60
"March 31, 2009",2.159
"Dec. 31, 2008",1.808
"Sept. 30, 2008",-3.610
"June 30, 2008",1.400
"March 31, 2008",1.995
"Dec. 31, 2007",1.599
"Sept. 30, 2007",2.600
"June 30, 2007",5.824
"March 31, 2007",1.659
"Dec. 31, 2006",1.776
"Sept. 30, 2006",2.04
"June 30, 2006",5.856
"March 31, 2006",1.642
"Dec. 31, 2005",1.393
"Sept. 30, 2005",-1.517
"June 30, 2005",4.446
"March 31, 2005",1.982
"Dec. 31, 2004",1.802
"Sept. 30, 2004",2.288
"June 30, 2004",4.987
"March 31, 2004",1.876
"Dec. 31, 2003",1.635
"Sept. 30, 2003",-9.056
"June 30, 2003",2.107
"March 31, 2003",2.198
"Dec. 31, 2002",2.589
"Sept. 30, 2002",3.557
"June 30, 2002",7.814
"March 31, 2002",2.670
"Dec. 31, 2001",2.329
"Sept. 30, 2001",2.638
"June 30, 2001",-6.228
"March 31, 2001",2.208
"Dec. 31, 2000",16.49
"Sept. 30, 2000",2.737
"June 30, 2000",4.517
"March 31, 2000",2.937
"Dec. 31, 1999",3.153
"Sept. 30, 1999",2.843
"June 30, 1999",4.128
"March 31, 1999",2.270
"Dec. 31, 1998",2.655
"Sept. 30, 1998",2.782
"June 30, 1998",3.233
"March 31, 1998",2.349
"Dec. 31, 1997",2.219
"Sept. 30, 1997",2.415
"June 30, 1997",3.469
"March 31, 1997",2.758
"Dec. 31, 1996",2.996
"Sept. 30, 1996",2.847
"June 30, 1996",3.919
"March 31, 1996",2.775
"Dec. 31, 1995",2.895
"Sept. 30, 1995",2.985
"June 30, 1995",3.215
"March 31, 1995",2.824
"Dec. 31, 1994",2.711
