date,price_to_book_value
"March 19, 2020",1.749
"March 18, 2020",1.767
"March 17, 2020",1.839
"March 16, 2020",1.568
"March 13, 2020",1.885
"March 12, 2020",1.798
"March 11, 2020",2.029
"March 10, 2020",2.135
"March 9, 2020",2.073
"March 6, 2020",2.205
"March 5, 2020",2.218
"March 4, 2020",2.235
"March 3, 2020",2.124
"March 2, 2020",2.138
"Feb. 28, 2020",2.023
"Feb. 27, 2020",2.044
"Feb. 26, 2020",2.077
"Feb. 25, 2020",2.124
"Feb. 24, 2020",2.190
"Feb. 21, 2020",2.237
"Feb. 20, 2020",2.249
"Feb. 19, 2020",2.247
"Feb. 18, 2020",2.261
"Feb. 14, 2020",2.261
"Feb. 13, 2020",2.259
"Feb. 12, 2020",2.232
"Feb. 11, 2020",2.240
"Feb. 10, 2020",2.234
"Feb. 7, 2020",2.230
"Feb. 6, 2020",2.234
"Feb. 5, 2020",2.228
"Feb. 4, 2020",2.206
"Feb. 3, 2020",2.229
"Jan. 31, 2020",2.193
"Jan. 30, 2020",2.178
"Jan. 29, 2020",2.184
"Jan. 28, 2020",2.179
"Jan. 27, 2020",2.162
"Jan. 24, 2020",2.176
"Jan. 23, 2020",2.184
"Jan. 22, 2020",2.175
"Jan. 21, 2020",2.184
"Jan. 17, 2020",2.173
"Jan. 16, 2020",2.158
"Jan. 15, 2020",2.147
"Jan. 14, 2020",2.109
"Jan. 13, 2020",2.085
"Jan. 10, 2020",2.068
"Jan. 9, 2020",2.076
"Jan. 8, 2020",2.070
"Jan. 7, 2020",2.068
"Jan. 6, 2020",2.050
"Jan. 3, 2020",2.050
"Jan. 2, 2020",2.034
"Dec. 31, 2019",2.083
"Dec. 30, 2019",2.069
"Dec. 27, 2019",2.052
"Dec. 26, 2019",2.056
"Dec. 24, 2019",2.062
"Dec. 23, 2019",2.064
"Dec. 20, 2019",2.087
"Dec. 19, 2019",2.076
"Dec. 18, 2019",2.071
"Dec. 17, 2019",2.050
"Dec. 16, 2019",2.043
"Dec. 13, 2019",2.021
"Dec. 12, 2019",2.005
"Dec. 11, 2019",2.022
"Dec. 10, 2019",2.030
"Dec. 9, 2019",2.009
"Dec. 6, 2019",2.015
"Dec. 5, 2019",2.004
"Dec. 4, 2019",1.992
"Dec. 3, 2019",1.986
"Dec. 2, 2019",1.968
"Nov. 29, 2019",1.989
"Nov. 27, 2019",1.995
"Nov. 26, 2019",1.989
"Nov. 25, 2019",1.996
"Nov. 22, 2019",1.982
"Nov. 21, 2019",1.971
"Nov. 20, 2019",1.959
"Nov. 19, 2019",1.958
"Nov. 18, 2019",1.974
"Nov. 15, 2019",1.992
"Nov. 14, 2019",1.979
"Nov. 13, 2019",1.985
"Nov. 12, 2019",1.962
"Nov. 11, 2019",1.962
"Nov. 8, 2019",1.986
"Nov. 7, 2019",2.006
"Nov. 6, 2019",2.037
"Nov. 5, 2019",2.025
"Nov. 4, 2019",2.053
"Nov. 1, 2019",2.079
"Oct. 31, 2019",2.108
"Oct. 30, 2019",2.068
"Oct. 29, 2019",2.053
"Oct. 28, 2019",2.064
"Oct. 25, 2019",2.108
"Oct. 24, 2019",2.120
"Oct. 23, 2019",2.116
"Oct. 22, 2019",2.125
"Oct. 21, 2019",2.108
"Oct. 18, 2019",2.103
"Oct. 17, 2019",2.101
"Oct. 16, 2019",2.102
"Oct. 15, 2019",2.115
"Oct. 14, 2019",2.145
"Oct. 11, 2019",2.190
"Oct. 10, 2019",2.180
"Oct. 9, 2019",2.183
"Oct. 8, 2019",2.167
"Oct. 7, 2019",2.204
"Oct. 4, 2019",2.227
"Oct. 3, 2019",2.208
"Oct. 2, 2019",2.210
"Oct. 1, 2019",2.235
"Sept. 30, 2019",2.249
"Sept. 27, 2019",2.20
"Sept. 26, 2019",2.239
"Sept. 25, 2019",2.203
"Sept. 24, 2019",2.195
"Sept. 23, 2019",2.17
"Sept. 20, 2019",2.160
"Sept. 19, 2019",2.157
"Sept. 18, 2019",2.159
"Sept. 17, 2019",2.156
"Sept. 16, 2019",2.128
"Sept. 13, 2019",2.128
"Sept. 12, 2019",2.133
"Sept. 11, 2019",2.135
"Sept. 10, 2019",2.122
"Sept. 9, 2019",2.118
"Sept. 6, 2019",2.149
"Sept. 5, 2019",2.174
"Sept. 4, 2019",2.213
"Sept. 3, 2019",2.202
"Aug. 30, 2019",2.165
"Aug. 29, 2019",2.157
"Aug. 28, 2019",2.132
"Aug. 27, 2019",2.142
"Aug. 26, 2019",2.155
"Aug. 23, 2019",2.126
"Aug. 22, 2019",2.171
"Aug. 21, 2019",2.173
"Aug. 20, 2019",2.148
"Aug. 19, 2019",2.171
"Aug. 16, 2019",2.155
"Aug. 15, 2019",2.127
"Aug. 14, 2019",2.102
"Aug. 13, 2019",2.103
"Aug. 12, 2019",2.099
"Aug. 9, 2019",2.093
"Aug. 8, 2019",2.110
"Aug. 7, 2019",2.024
"Aug. 6, 2019",2.059
"Aug. 5, 2019",2.059
"Aug. 2, 2019",2.177
"Aug. 1, 2019",2.201
