date,market_cap
"March 19, 2020",8.930B
"March 18, 2020",9.021B
"March 17, 2020",9.392B
"March 16, 2020",8.005B
"March 13, 2020",9.625B
"March 12, 2020",9.182B
"March 11, 2020",10.36B
"March 10, 2020",10.90B
"March 9, 2020",10.58B
"March 6, 2020",11.26B
"March 5, 2020",11.33B
"March 4, 2020",11.41B
"March 3, 2020",10.85B
"March 2, 2020",10.92B
"Feb. 28, 2020",10.33B
"Feb. 27, 2020",10.44B
"Feb. 26, 2020",10.61B
"Feb. 25, 2020",10.85B
"Feb. 24, 2020",11.18B
"Feb. 21, 2020",11.42B
"Feb. 20, 2020",11.49B
"Feb. 19, 2020",11.48B
"Feb. 18, 2020",11.55B
"Feb. 14, 2020",11.54B
"Feb. 13, 2020",11.54B
"Feb. 12, 2020",11.40B
"Feb. 11, 2020",11.44B
"Feb. 10, 2020",11.41B
"Feb. 7, 2020",11.39B
"Feb. 6, 2020",11.41B
"Feb. 5, 2020",11.38B
"Feb. 4, 2020",11.27B
"Feb. 3, 2020",11.38B
"Jan. 31, 2020",11.20B
"Jan. 30, 2020",11.12B
"Jan. 29, 2020",11.15B
"Jan. 28, 2020",11.13B
"Jan. 27, 2020",11.04B
"Jan. 24, 2020",11.11B
"Jan. 23, 2020",11.15B
"Jan. 22, 2020",11.10B
"Jan. 21, 2020",11.15B
"Jan. 17, 2020",11.10B
"Jan. 16, 2020",11.02B
"Jan. 15, 2020",10.96B
"Jan. 14, 2020",10.77B
"Jan. 13, 2020",10.65B
"Jan. 10, 2020",10.56B
"Jan. 9, 2020",10.60B
"Jan. 8, 2020",10.57B
"Jan. 7, 2020",10.56B
"Jan. 6, 2020",10.47B
"Jan. 3, 2020",10.47B
"Jan. 2, 2020",10.39B
"Dec. 31, 2019",10.64B
"Dec. 30, 2019",10.28B
"Dec. 27, 2019",10.19B
"Dec. 26, 2019",10.22B
"Dec. 24, 2019",10.25B
"Dec. 23, 2019",10.25B
"Dec. 20, 2019",10.37B
"Dec. 19, 2019",10.31B
"Dec. 18, 2019",10.29B
"Dec. 17, 2019",10.18B
"Dec. 16, 2019",10.15B
"Dec. 13, 2019",10.04B
"Dec. 12, 2019",9.962B
"Dec. 11, 2019",10.04B
"Dec. 10, 2019",10.09B
"Dec. 9, 2019",9.981B
"Dec. 6, 2019",10.01B
"Dec. 5, 2019",9.955B
"Dec. 4, 2019",9.899B
"Dec. 3, 2019",9.865B
"Dec. 2, 2019",9.779B
"Nov. 29, 2019",9.880B
"Nov. 27, 2019",9.910B
"Nov. 26, 2019",9.884B
"Nov. 25, 2019",9.918B
"Nov. 22, 2019",9.847B
"Nov. 21, 2019",9.794B
"Nov. 20, 2019",9.735B
"Nov. 19, 2019",9.727B
"Nov. 18, 2019",9.806B
"Nov. 15, 2019",9.899B
"Nov. 14, 2019",9.832B
"Nov. 13, 2019",9.862B
"Nov. 12, 2019",9.746B
"Nov. 11, 2019",9.746B
"Nov. 8, 2019",9.865B
"Nov. 7, 2019",9.966B
"Nov. 6, 2019",10.12B
"Nov. 5, 2019",10.06B
"Nov. 4, 2019",10.20B
"Nov. 1, 2019",10.33B
"Oct. 31, 2019",10.47B
"Oct. 30, 2019",10.28B
"Oct. 29, 2019",10.20B
"Oct. 28, 2019",10.25B
"Oct. 25, 2019",10.47B
"Oct. 24, 2019",10.53B
"Oct. 23, 2019",10.52B
"Oct. 22, 2019",10.56B
"Oct. 21, 2019",10.48B
"Oct. 18, 2019",10.45B
"Oct. 17, 2019",10.44B
"Oct. 16, 2019",10.45B
"Oct. 15, 2019",10.51B
"Oct. 14, 2019",10.66B
"Oct. 11, 2019",10.88B
"Oct. 10, 2019",10.83B
"Oct. 9, 2019",10.84B
"Oct. 8, 2019",10.77B
"Oct. 7, 2019",10.95B
"Oct. 4, 2019",11.07B
"Oct. 3, 2019",10.97B
"Oct. 2, 2019",10.98B
"Oct. 1, 2019",11.10B
"Sept. 30, 2019",11.17B
"Sept. 27, 2019",11.21B
"Sept. 26, 2019",11.41B
"Sept. 25, 2019",11.23B
"Sept. 24, 2019",11.19B
"Sept. 23, 2019",11.06B
"Sept. 20, 2019",11.01B
"Sept. 19, 2019",10.99B
"Sept. 18, 2019",11.00B
"Sept. 17, 2019",10.99B
"Sept. 16, 2019",10.84B
"Sept. 13, 2019",10.84B
"Sept. 12, 2019",10.87B
"Sept. 11, 2019",10.88B
"Sept. 10, 2019",10.82B
"Sept. 9, 2019",10.79B
"Sept. 6, 2019",10.95B
"Sept. 5, 2019",11.08B
"Sept. 4, 2019",11.28B
"Sept. 3, 2019",11.22B
"Aug. 30, 2019",11.03B
"Aug. 29, 2019",10.99B
"Aug. 28, 2019",10.86B
"Aug. 27, 2019",10.92B
"Aug. 26, 2019",10.98B
"Aug. 23, 2019",10.83B
"Aug. 22, 2019",11.07B
"Aug. 21, 2019",11.07B
"Aug. 20, 2019",10.95B
"Aug. 19, 2019",11.06B
"Aug. 16, 2019",10.98B
"Aug. 15, 2019",10.84B
"Aug. 14, 2019",10.71B
"Aug. 13, 2019",10.72B
"Aug. 12, 2019",10.70B
"Aug. 9, 2019",10.67B
"Aug. 8, 2019",10.75B
"Aug. 7, 2019",10.32B
"Aug. 6, 2019",10.49B
"Aug. 5, 2019",10.49B
"Aug. 2, 2019",11.09B
"Aug. 1, 2019",11.22B
"July 31, 2019",11.08B
"July 30, 2019",11.04B
"July 29, 2019",11.13B
"July 26, 2019",11.01B
"July 25, 2019",10.97B
"July 24, 2019",11.00B
"July 23, 2019",10.91B
"July 22, 2019",10.88B
"July 19, 2019",10.90B
"July 18, 2019",11.04B
"July 17, 2019",10.92B
"July 16, 2019",10.88B
"July 15, 2019",10.98B
"July 12, 2019",10.95B
"July 11, 2019",11.02B
"July 10, 2019",11.01B
"July 9, 2019",11.03B
"July 8, 2019",10.97B
"July 5, 2019",10.99B
"July 3, 2019",11.01B
"July 2, 2019",10.85B
"July 1, 2019",10.67B
"June 28, 2019",10.75B
"June 27, 2019",10.67B
"June 26, 2019",10.70B
"June 25, 2019",10.95B
"June 24, 2019",10.94B
"June 21, 2019",10.95B
"June 20, 2019",10.98B
"June 19, 2019",10.98B
"June 18, 2019",10.82B
"June 17, 2019",10.88B
"June 14, 2019",10.73B
"June 13, 2019",10.63B
"June 12, 2019",10.64B
"June 11, 2019",10.51B
"June 10, 2019",10.60B
"June 7, 2019",10.65B
"June 6, 2019",10.68B
"June 5, 2019",10.64B
"June 4, 2019",10.48B
"June 3, 2019",10.50B
"May 31, 2019",10.39B
"May 30, 2019",10.28B
"May 29, 2019",10.24B
"May 28, 2019",10.40B
"May 24, 2019",10.64B
"May 23, 2019",10.62B
"May 22, 2019",10.59B
