date,ca_score
"Dec. 31, 2019",-1.270
"Sept. 30, 2019",-1.284
"June 30, 2019",-1.369
"March 31, 2019",-1.483
"Dec. 31, 2018",-1.514
"Sept. 30, 2018",-1.472
"June 30, 2018",-1.388
"March 31, 2018",-1.448
"Dec. 31, 2017",-1.456
"Sept. 30, 2017",-1.464
"June 30, 2017",-1.466
"March 31, 2017",-1.432
"Dec. 31, 2016",-1.446
"Sept. 30, 2016",-1.445
"June 30, 2016",-1.420
"March 31, 2016",-1.426
"Dec. 31, 2015",-1.407
"Sept. 30, 2015",-1.390
"June 30, 2015",-1.382
"March 31, 2015",-1.320
"Dec. 31, 2014",-1.281
"Sept. 30, 2014",-1.350
"June 30, 2014",-1.311
"March 31, 2014",-1.311
"Dec. 31, 2013",-1.344
"Sept. 30, 2013",-1.239
"June 30, 2013",-1.253
"March 31, 2013",-1.267
"Dec. 31, 2012",-1.294
"Sept. 30, 2012",-1.324
"June 30, 2012",-1.317
"March 31, 2012",-1.314
"Dec. 31, 2011",-1.302
"Sept. 30, 2011",-1.279
"June 30, 2011",-1.277
"March 31, 2011",-1.288
"Dec. 31, 2010",-1.292
"Sept. 30, 2010",-1.270
"June 30, 2010",-1.279
"March 31, 2010",-1.296
"Dec. 31, 2009",-1.319
"Sept. 30, 2009",-1.277
"June 30, 2009",-1.250
"March 31, 2009",-1.214
"Dec. 31, 2008",-1.152
"Sept. 30, 2008",-1.147
"June 30, 2008",-1.101
"March 31, 2008",-1.058
"Dec. 31, 2007",-1.061
"Sept. 30, 2007",-1.041
"June 30, 2007",-1.032
"March 31, 2007",-1.044
"Dec. 31, 2006",-1.071
"Sept. 30, 2006",-1.078
"June 30, 2006",-1.063
"March 31, 2006",-1.058
"Dec. 31, 2005",-1.042
"Sept. 30, 2005",-1.012
"June 30, 2005",-0.9879
"March 31, 2005",-1.001
"Dec. 31, 2004",-1.024
"Sept. 30, 2004",-1.045
"June 30, 2004",-1.056
"March 31, 2004",-1.071
"Dec. 31, 2003",-1.091
"Sept. 30, 2003",-1.147
"June 30, 2003",-1.196
"March 31, 2003",-1.244
"Dec. 31, 2002",-1.320
"Sept. 30, 2002",-1.375
"June 30, 2002",-1.370
"March 31, 2002",-1.383
"Dec. 31, 2001",-1.398
"Sept. 30, 2001",-1.334
"June 30, 2001",-1.296
"March 31, 2001",-1.246
"Dec. 31, 2000",-1.323
"Sept. 30, 2000",-1.218
"June 30, 2000",-1.206
"March 31, 2000",-1.172
"Dec. 31, 1999",-1.128
"Sept. 30, 1999",-1.080
"June 30, 1999",-1.006
"March 31, 1999",-0.9276
"Dec. 31, 1998",-0.8963
"Sept. 30, 1998",-0.8415
"June 30, 1998",-0.8407
"March 31, 1998",-0.845
"Dec. 31, 1997",-0.829
"Sept. 30, 1997",-0.8218
"June 30, 1997",-0.8169
"March 31, 1997",-0.7957
"Dec. 31, 1996",-0.7397
"Sept. 30, 1996",-0.7057
"June 30, 1996",-0.6621
"March 31, 1996",-0.6288
"Dec. 31, 1995",-0.6286
"Sept. 30, 1995",-0.6349
"June 30, 1995",-0.6541
"March 31, 1995",-0.6643
"Dec. 31, 1994",-0.6575
"Sept. 30, 1994",-0.2156
