date,sales_est_0y
"March 18, 2020",5.413B
"March 6, 2020",5.413B
"March 3, 2020",5.415B
"March 2, 2020",5.439B
"Feb. 28, 2020",5.464B
"Feb. 27, 2020",5.560B
"Jan. 21, 2020",5.563B
"Jan. 16, 2020",5.563B
"Jan. 8, 2020",5.563B
"Jan. 7, 2020",5.563B
"Dec. 31, 2019",5.352B
"Dec. 4, 2019",5.286B
"Nov. 1, 2019",5.286B
"Oct. 31, 2019",5.286B
"Oct. 30, 2019",5.281B
"Oct. 28, 2019",5.282B
"Oct. 22, 2019",5.251B
"Oct. 15, 2019",5.247B
"Oct. 14, 2019",5.247B
"Oct. 2, 2019",5.247B
"Aug. 2, 2019",5.247B
"Aug. 1, 2019",5.247B
"July 31, 2019",5.284B
"July 24, 2019",5.268B
"July 22, 2019",5.257B
"July 19, 2019",5.257B
"July 15, 2019",5.257B
"May 2, 2019",5.257B
"April 22, 2019",5.206B
"April 16, 2019",5.202B
"April 15, 2019",5.278B
"April 10, 2019",5.278B
"April 8, 2019",5.251B
"Feb. 25, 2019",5.251B
"Feb. 21, 2019",5.234B
"Feb. 20, 2019",5.205B
"Feb. 14, 2019",5.180B
"Feb. 6, 2019",5.176B
"Jan. 22, 2019",5.338B
"Jan. 7, 2019",5.323B
"Dec. 31, 2018",5.028B
"Dec. 4, 2018",5.010B
"Dec. 3, 2018",4.928B
"Nov. 5, 2018",5.010B
"Nov. 3, 2018",5.010B
"Nov. 2, 2018",5.008B
"Nov. 1, 2018",5.029B
"Oct. 19, 2018",5.075B
"Oct. 15, 2018",5.080B
"Sept. 14, 2018",5.076B
"Aug. 20, 2018",5.076B
"Aug. 3, 2018",5.076B
"Aug. 2, 2018",5.112B
"Aug. 1, 2018",5.158B
"July 20, 2018",5.070B
"July 18, 2018",5.072B
"June 25, 2018",5.098B
"June 19, 2018",5.098B
"May 6, 2018",5.072B
"May 3, 2018",5.045B
"May 2, 2018",5.261B
"April 23, 2018",5.050B
"April 18, 2018",4.997B
"March 29, 2018",4.933B
"March 23, 2018",4.844B
"March 18, 2018",4.843B
"Feb. 21, 2018",4.800B
"Feb. 20, 2018",4.870B
"Feb. 7, 2018",4.972B
"Jan. 25, 2018",4.972B
"Jan. 23, 2018",4.972B
"Jan. 22, 2018",4.972B
"Jan. 10, 2018",4.972B
"Jan. 2, 2018",4.970B
