date,ev_ebitda
"March 19, 2020",12.11
"March 18, 2020",12.17
"March 17, 2020",12.40
"March 16, 2020",11.53
"March 13, 2020",12.54
"March 12, 2020",12.27
"March 11, 2020",13.00
"March 10, 2020",13.35
"March 9, 2020",13.15
"March 6, 2020",13.57
"March 5, 2020",13.61
"March 4, 2020",13.67
"March 3, 2020",13.31
"March 2, 2020",13.35
"Feb. 28, 2020",12.99
"Feb. 27, 2020",13.05
"Feb. 26, 2020",13.16
"Feb. 25, 2020",13.31
"Feb. 24, 2020",13.52
"Feb. 21, 2020",13.67
"Feb. 20, 2020",13.71
"Feb. 19, 2020",13.70
"Feb. 18, 2020",13.75
"Feb. 14, 2020",13.75
"Feb. 13, 2020",13.74
"Feb. 12, 2020",13.66
"Feb. 11, 2020",13.68
"Feb. 10, 2020",13.66
"Feb. 7, 2020",13.65
"Feb. 6, 2020",13.66
"Feb. 5, 2020",13.64
"Feb. 4, 2020",13.57
"Feb. 3, 2020",13.65
"Jan. 31, 2020",13.53
"Jan. 30, 2020",13.48
"Jan. 29, 2020",13.50
"Jan. 28, 2020",13.49
"Jan. 27, 2020",13.43
"Jan. 24, 2020",13.48
"Jan. 23, 2020",13.50
"Jan. 22, 2020",13.47
"Jan. 21, 2020",13.50
"Jan. 17, 2020",13.47
"Jan. 16, 2020",13.42
"Jan. 15, 2020",13.38
"Jan. 14, 2020",13.26
"Jan. 13, 2020",13.18
"Jan. 10, 2020",13.13
"Jan. 9, 2020",13.16
"Jan. 8, 2020",13.14
"Jan. 7, 2020",13.13
"Jan. 6, 2020",13.07
"Jan. 3, 2020",13.07
"Jan. 2, 2020",13.02
"Dec. 31, 2019",13.18
"Dec. 30, 2019",13.21
"Dec. 27, 2019",13.16
"Dec. 26, 2019",13.17
"Dec. 24, 2019",13.19
"Dec. 23, 2019",13.19
"Dec. 20, 2019",13.27
"Dec. 19, 2019",13.23
"Dec. 18, 2019",13.22
"Dec. 17, 2019",13.15
"Dec. 16, 2019",13.13
"Dec. 13, 2019",13.06
"Dec. 12, 2019",13.01
"Dec. 11, 2019",13.06
"Dec. 10, 2019",13.09
"Dec. 9, 2019",13.02
"Dec. 6, 2019",13.04
"Dec. 5, 2019",13.00
"Dec. 4, 2019",12.97
"Dec. 3, 2019",12.94
"Dec. 2, 2019",12.89
"Nov. 29, 2019",12.95
"Nov. 27, 2019",12.97
"Nov. 26, 2019",12.96
"Nov. 25, 2019",12.98
"Nov. 22, 2019",12.93
"Nov. 21, 2019",12.90
"Nov. 20, 2019",12.86
"Nov. 19, 2019",12.86
"Nov. 18, 2019",12.91
"Nov. 15, 2019",12.97
"Nov. 14, 2019",12.92
"Nov. 13, 2019",12.94
"Nov. 12, 2019",12.87
"Nov. 11, 2019",12.87
"Nov. 8, 2019",12.94
"Nov. 7, 2019",13.01
"Nov. 6, 2019",13.11
"Nov. 5, 2019",13.07
"Nov. 4, 2019",13.16
"Nov. 1, 2019",13.24
"Oct. 31, 2019",13.33
"Oct. 30, 2019",13.21
"Oct. 29, 2019",13.16
"Oct. 28, 2019",13.19
"Oct. 25, 2019",13.33
"Oct. 24, 2019",13.37
"Oct. 23, 2019",13.36
"Oct. 22, 2019",13.39
"Oct. 21, 2019",13.34
"Oct. 18, 2019",13.32
"Oct. 17, 2019",13.31
"Oct. 16, 2019",13.32
"Oct. 15, 2019",13.36
"Oct. 14, 2019",13.45
"Oct. 11, 2019",13.60
"Oct. 10, 2019",13.56
"Oct. 9, 2019",13.57
"Oct. 8, 2019",13.52
"Oct. 7, 2019",13.64
"Oct. 4, 2019",13.71
"Oct. 3, 2019",13.65
"Oct. 2, 2019",13.66
"Oct. 1, 2019",13.74
"Sept. 30, 2019",13.78
"Sept. 27, 2019",19.63
"Sept. 26, 2019",19.81
"Sept. 25, 2019",19.64
"Sept. 24, 2019",19.60
"Sept. 23, 2019",19.49
"Sept. 20, 2019",19.44
"Sept. 19, 2019",19.42
"Sept. 18, 2019",19.43
"Sept. 17, 2019",19.42
"Sept. 16, 2019",19.29
"Sept. 13, 2019",19.29
"Sept. 12, 2019",19.31
"Sept. 11, 2019",19.32
"Sept. 10, 2019",19.26
"Sept. 9, 2019",19.24
"Sept. 6, 2019",19.39
"Sept. 5, 2019",19.50
"Sept. 4, 2019",19.69
"Sept. 3, 2019",19.64
"Aug. 30, 2019",19.46
"Aug. 29, 2019",19.42
"Aug. 28, 2019",19.31
"Aug. 27, 2019",19.35
"Aug. 26, 2019",19.42
"Aug. 23, 2019",19.28
"Aug. 22, 2019",19.49
"Aug. 21, 2019",19.50
"Aug. 20, 2019",19.38
"Aug. 19, 2019",19.49
"Aug. 16, 2019",19.42
"Aug. 15, 2019",19.28
"Aug. 14, 2019",19.16
"Aug. 13, 2019",19.17
"Aug. 12, 2019",19.15
"Aug. 9, 2019",19.12
"Aug. 8, 2019",19.20
"Aug. 7, 2019",18.80
"Aug. 6, 2019",18.96
"Aug. 5, 2019",18.97
"Aug. 2, 2019",19.52
"Aug. 1, 2019",19.63
"July 31, 2019",19.51
"July 30, 2019",19.47
"July 29, 2019",19.55
"July 26, 2019",19.44
"July 25, 2019",19.41
"July 24, 2019",19.43
"July 23, 2019",19.34
"July 22, 2019",19.32
"July 19, 2019",19.34
"July 18, 2019",19.47
"July 17, 2019",19.36
"July 16, 2019",19.32
"July 15, 2019",19.41
"July 12, 2019",19.39
"July 11, 2019",19.45
"July 10, 2019",19.44
"July 9, 2019",19.46
"July 8, 2019",19.41
"July 5, 2019",19.42
"July 3, 2019",19.44
"July 2, 2019",19.30
"July 1, 2019",19.13
"June 30, 2019",19.20
"June 28, 2019",29.35
"June 27, 2019",29.25
"June 26, 2019",29.29
"June 25, 2019",29.63
"June 24, 2019",29.63
"June 21, 2019",29.64
"June 20, 2019",29.67
"June 19, 2019",29.68
"June 18, 2019",29.45
"June 17, 2019",29.54
"June 14, 2019",29.32
"June 13, 2019",29.18
"June 12, 2019",29.20
"June 11, 2019",29.01
"June 10, 2019",29.15
"June 7, 2019",29.21
"June 6, 2019",29.25
"June 5, 2019",29.19
"June 4, 2019",28.97
"June 3, 2019",28.99
"May 31, 2019",28.84
"May 30, 2019",28.69
"May 29, 2019",28.63
"May 28, 2019",28.86
"May 24, 2019",29.19
"May 23, 2019",29.17
"May 22, 2019",29.12
"May 21, 2019",28.99
"May 20, 2019",29.01
"May 17, 2019",29.08
"May 16, 2019",29.02
