date,revenues_per_share
"Dec. 31, 2019",3.692
"Sept. 30, 2019",2.49
"June 30, 2019",2.693
"March 31, 2019",4.990
"Dec. 31, 2018",3.954
"Sept. 30, 2018",2.460
"June 30, 2018",2.835
"March 31, 2018",5.165
"Dec. 31, 2017",4.034
"Sept. 30, 2017",2.759
"June 30, 2017",3.047
"March 31, 2017",4.914
"Dec. 31, 2016",3.998
"Sept. 30, 2016",2.659
"June 30, 2016",2.777
"March 31, 2016",4.455
"Dec. 31, 2015",3.446
"Sept. 30, 2015",2.542
"June 30, 2015",2.786
"March 31, 2015",5.836
"Dec. 31, 2014",4.376
"Sept. 30, 2014",2.658
"June 30, 2014",4.224
"March 31, 2014",7.364
"Dec. 31, 2013",1.791
"Sept. 30, 2013",3.432
"June 30, 2013",3.836
"March 31, 2013",5.710
"Dec. 31, 2012",4.474
"Sept. 30, 2012",3.187
"June 30, 2012",3.512
"March 31, 2012",5.626
"Dec. 31, 2011",4.189
"Sept. 30, 2011",3.698
"June 30, 2011",4.278
"March 31, 2011",7.830
"Dec. 31, 2010",6.004
"Sept. 30, 2010",4.066
"June 30, 2010",4.206
"March 31, 2010",8.500
"Dec. 31, 2009",6.105
"Sept. 30, 2009",3.540
"June 30, 2009",4.618
"March 31, 2009",9.836
"Dec. 31, 2008",11.48
"Sept. 30, 2008",4.296
"June 30, 2008",5.654
"March 31, 2008",11.94
"Dec. 31, 2007",8.012
"Sept. 30, 2007",4.549
"June 30, 2007",5.700
"March 31, 2007",10.35
"Dec. 31, 2006",7.219
"Sept. 30, 2006",4.231
"June 30, 2006",4.800
"March 31, 2006",10.88
"Dec. 31, 2005",9.856
"Sept. 30, 2005",4.253
"June 30, 2005",4.964
"March 31, 2005",9.861
"Dec. 31, 2004",7.310
"Sept. 30, 2004",3.697
"June 30, 2004",4.703
"March 31, 2004",9.354
"Dec. 31, 2003",6.554
"Sept. 30, 2003",3.410
"June 30, 2003",4.338
"March 31, 2003",9.854
"Dec. 31, 2002",7.706
"Sept. 30, 2002",4.365
"June 30, 2002",4.584
"March 31, 2002",8.684
"Dec. 31, 2001",9.586
"Sept. 30, 2001",8.551
"June 30, 2001",9.122
"March 31, 2001",18.14
"Dec. 31, 2000",22.51
"Sept. 30, 2000",9.570
"June 30, 2000",7.655
"March 31, 2000",8.90
"Dec. 31, 1999",7.778
"Sept. 30, 1999",5.454
"June 30, 1999",5.298
"March 31, 1999",7.216
"Dec. 31, 1998",5.637
"Sept. 30, 1998",6.073
"June 30, 1998",5.326
"March 31, 1998",6.162
"Dec. 31, 1997",6.165
"Sept. 30, 1997",4.818
"June 30, 1997",4.082
"March 31, 1997",5.50
"Dec. 31, 1996",4.751
"Sept. 30, 1996",3.204
"June 30, 1996",3.237
"March 31, 1996",4.615
"Dec. 31, 1995",4.039
"Sept. 30, 1995",2.912
"June 30, 1995",2.901
"March 31, 1995",4.040
"Dec. 31, 1994",3.181
"Sept. 30, 1994",2.658
"June 30, 1994",2.690
"March 31, 1994",4.317
"Dec. 31, 1993",3.504
"Sept. 30, 1993",2.585
"June 30, 1993",2.670
"March 31, 1993",3.971
"Dec. 31, 1992",3.315
"Sept. 30, 1992",2.374
"June 30, 1992",2.405
"March 31, 1992",3.50
"Dec. 31, 1991",3.008
"Sept. 30, 1991",2.508
"June 30, 1991",2.465
"March 31, 1991",3.368
"Dec. 31, 1990",4.515
"Sept. 30, 1990",2.316
"June 30, 1990",2.367
"March 31, 1990",3.309
"Dec. 31, 1989",3.099
"Sept. 30, 1989",2.241
"June 30, 1989",2.176
"March 31, 1989",3.183
"Dec. 31, 1988",2.902
"Sept. 30, 1988",2.170
"June 30, 1988",2.152
"March 31, 1988",3.176
"Dec. 31, 1987",2.680
"Sept. 30, 1987",2.217
"June 30, 1987",2.140
"March 31, 1987",2.875
"Dec. 31, 1986",2.726
"Sept. 30, 1986",2.200
"June 30, 1986",2.504
"March 31, 1986",3.693
"Dec. 31, 1985",3.579
"Sept. 30, 1985",2.752
"June 30, 1985",2.774
"March 31, 1985",4.351
"Dec. 31, 1984",3.687
"Sept. 30, 1984",3.074
"June 30, 1984",3.366
"March 31, 1984",4.582
