date,assets
"Dec. 31, 2019",22.66B
"Sept. 30, 2019",22.13B
"June 30, 2019",21.97B
"March 31, 2019",21.89B
"Dec. 31, 2018",21.80B
"Sept. 30, 2018",20.70B
"June 30, 2018",20.31B
"March 31, 2018",20.10B
"Dec. 31, 2017",19.96B
"Sept. 30, 2017",19.27B
"June 30, 2017",18.82B
"March 31, 2017",18.64B
"Dec. 31, 2016",18.69B
"Sept. 30, 2016",18.07B
"June 30, 2016",17.62B
"March 31, 2016",17.47B
"Dec. 31, 2015",17.49B
"Sept. 30, 2015",17.06B
"June 30, 2015",25.61B
"March 31, 2015",24.90B
"Dec. 31, 2014",24.59B
"Sept. 30, 2014",23.71B
"June 30, 2014",23.26B
"March 31, 2014",23.11B
"Dec. 31, 2013",22.65B
"Sept. 30, 2013",22.08B
"June 30, 2013",21.62B
"March 31, 2013",21.64B
"Dec. 31, 2012",21.84B
"Sept. 30, 2012",20.84B
"June 30, 2012",20.41B
"March 31, 2012",20.45B
"Dec. 31, 2011",20.71B
"Sept. 30, 2011",19.74B
"June 30, 2011",19.35B
"March 31, 2011",19.48B
"Dec. 31, 2010",19.91B
"Sept. 30, 2010",19.53B
"June 30, 2010",19.05B
"March 31, 2010",19.35B
"Dec. 31, 2009",19.27B
"Sept. 30, 2009",19.39B
"June 30, 2009",19.22B
"March 31, 2009",19.35B
"Dec. 31, 2008",20.03B
"Sept. 30, 2008",19.10B
"June 30, 2008",18.62B
"March 31, 2008",18.19B
"Dec. 31, 2007",18.01B
"Sept. 30, 2007",17.65B
"June 30, 2007",17.50B
"March 31, 2007",17.56B
"Dec. 31, 2006",18.16B
"Sept. 30, 2006",17.32B
"June 30, 2006",17.09B
"March 31, 2006",17.56B
"Dec. 31, 2005",17.96B
"Sept. 30, 2005",17.98B
"June 30, 2005",16.46B
"March 31, 2005",17.10B
"Dec. 31, 2004",16.99B
"Sept. 30, 2004",16.46B
"June 30, 2004",16.00B
"March 31, 2004",16.48B
"Dec. 31, 2003",16.62B
"Sept. 30, 2003",15.70B
"June 30, 2003",16.52B
"March 31, 2003",17.25B
"Dec. 31, 2002",16.95B
"Sept. 30, 2002",16.63B
"June 30, 2002",16.76B
"March 31, 2002",16.67B
"Dec. 31, 2001",17.37B
"Sept. 30, 2001",17.32B
"June 30, 2001",17.70B
"March 31, 2001",18.50B
"Dec. 31, 2000",19.70B
"Sept. 30, 2000",7.084B
"June 30, 2000",7.194B
"March 31, 2000",6.956B
"Dec. 31, 1999",6.429B
"Sept. 30, 1999",6.507B
"June 30, 1999",6.402B
"March 31, 1999",6.226B
"Dec. 31, 1998",4.986B
"Sept. 30, 1998",4.837B
"June 30, 1998",4.814B
"March 31, 1998",4.900B
"Dec. 31, 1997",4.937B
"Sept. 30, 1997",4.796B
"June 30, 1997",4.856B
"March 31, 1997",4.911B
"Dec. 31, 1996",4.289B
"Sept. 30, 1996",4.112B
"June 30, 1996",4.056B
"March 31, 1996",4.080B
"Dec. 31, 1995",4.000B
"Sept. 30, 1995",3.895B
"June 30, 1995",3.892B
"March 31, 1995",3.911B
"Dec. 31, 1994",3.947B
"Sept. 30, 1994",3.899B
"June 30, 1994",3.877B
"March 31, 1994",3.936B
